"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_VESICLE_MEDIATED_TRANSPORT",0.11922207596303,-0.144568568342847,-0.263790644305877,3.29981265728148e-06,0.0208937393568081
"GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE",0.31759736804906,-0.332005875824017,-0.649603243873077,3.97219379406999e-06,0.0208937393568081
"GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS",0.106948757357081,-0.129578246166205,-0.236527003523286,7.69129121752967e-06,0.0269707945361374
"GOBP_GLIAL_CELL_MIGRATION",0.2388100989457,-0.251907657651465,-0.490717756597165,1.60293033477246e-05,0.0421570678045157
"GOBP_POSITIVE_REGULATION_OF_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY",0.551011083469765,-0.557545070963066,-1.10855615443283,3.2107614282913e-05,0.0562953503760408
"GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT",0.141805285990591,-0.16965995854955,-0.311465244540141,2.7472686787321e-05,0.0562953503760408
"GOBP_REGULATION_OF_CELL_MATRIX_ADHESION",0.127423417574559,-0.145294858374229,-0.272718275948788,0.000238837093200799,0.0604573821520755
"GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION",0.382851578593369,-0.443311395024599,-0.826162973617967,0.000196764876963064,0.0604573821520755
"GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS",-0.221915835253306,0.202185938715473,0.424101773968778,0.000402234062604002,0.0604573821520755
"GOBP_VESICLE_BUDDING_FROM_MEMBRANE",0.21341798799357,-0.228925899565874,-0.442343887559443,0.000179533582785585,0.0604573821520755
"GOBP_APOPTOTIC_PROCESS",0.0866628454003675,-0.0914100448993379,-0.178072890299705,0.000230810440375339,0.0604573821520755
"GOBP_CYTOSKELETON_ORGANIZATION",0.110236803603266,-0.119685849771327,-0.229922653374593,0.000138456878265027,0.0604573821520755
"GOBP_CELL_MATRIX_ADHESION",0.131952040039063,-0.12670645980809,-0.258658499847153,9.93008269052871e-05,0.0604573821520755
"GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION",0.11104530858616,-0.122468892869408,-0.233514201455567,0.000413014045029185,0.0604573821520755
"GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION",0.515433235149732,-0.535990427098669,-1.0514236622484,0.000319988025616894,0.0604573821520755
"GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT",0.108714370294572,-0.119134038337319,-0.227848408631891,0.000140950879122266,0.0604573821520755
