"","007-A","007-B","007-C","007-214-OE-A","007-214-OE-B","007-214-OE-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.0594066733748541,-0.133823916021995,0.0319879857021785,-0.0975620392362352,0.221282342122739,0.0273312074277353
"GOBP_REPRODUCTION",0.0103199577055732,0.0449432936975619,-0.0374890294028468,-0.0123927310129161,-0.0238468312056937,0.0380363582422111
"GOBP_SINGLE_STRAND_BREAK_REPAIR",0.0707028220855938,-0.511772377019707,-0.250007760400461,0.510071270785156,0.101968082852262,0.112992296026259
"GOBP_REGULATION_OF_DNA_RECOMBINATION",0.00468646318581384,-0.0740885241445017,-0.204218851247087,0.123581345001745,0.0299208760998462,0.0944088060203088
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.396396989016748,-0.57841065732683,0.155107977030847,-0.0269535856589593,0.4615061881551,0.327936323896328
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.143359027036817,-0.397102743308138,0.337499057980009,-0.532374401419863,0.404726264549475,0.435757996009581
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.281175959047503,-0.0389552749743484,0.545582819836412,-0.373161111300789,0.179955314387892,-0.368188646432591
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0.0105401109620361,-0.0876053613376386,0.737773890169859,-0.139344097846213,-0.110863755507431,-0.539548117400013
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0445292719119956,0.0897103414337436,-0.0600771854579979,0.237691746858129,-0.0490716795631359,-0.0534212258558114
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.0621945971350038,-0.209575736792755,0.0678011350738596,0.14032253843822,0.0278886362358999,-0.0188984476781103
"GOBP_UREA_CYCLE",-0.333009700583308,0.169191046267724,0.443460283923034,-0.277190401206844,0.456523326373716,-0.409329334893057
"GOBP_CITRULLINE_METABOLIC_PROCESS",-0.0869203301756863,-0.0918467923399451,0.376900389201788,0.123389060728563,0.00717487298883762,-0.223103382502533
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",0.0101186004099619,0.0125425884433764,-0.0403120291641435,0.0334284931192123,0.230222593566149,-0.274640610617801
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",0.205675959401723,0.116727067533845,-0.0600467266103358,0.0394934305993802,0.0624175156430276,-0.408341221108711
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.105899331808663,0.10784318520434,-0.149674138248549,0.0204870862300399,0.432584178879913,-0.252794297027915
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.155145589492292,0.0530149114578038,-0.0628361817009099,0.010657709376313,0.0903021261651075,0.114294553724754
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.0470006806829838,-0.0594079574748631,-0.158028650536154,0.165300526215907,0.102155685083233,0.138481433524298
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.0421828175725121,0.478506521434342,-0.227817333251956,0.0820348489288844,-0.307839869567706,-0.216257303239542
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.426936814061959,0.147351087857448,-0.130379600248917,-0.352842316566281,0.28640653012006,0.405506265285225
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.0217765147184087,0.184903854561978,-0.194978630521351,0.16976428393878,0.144234674832982,-0.12735736796273
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.0974062238699489,-0.00568126892911716,-0.420024499175022,0.0400340629011253,0.385304221261651,0.0593215408343889
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.187377748370816,0.133924149535928,-0.0314280009493371,0.289180171711913,-0.0297881710326396,-0.150829901660369
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.265135113438035,-0.3684398448515,0.197344219287705,0.286917903095513,0.393182303229671,-0.0194006995766175
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.0120324224469522,0.0497600283881454,0.00172587848744585,-0.0104586125722291,-0.0563475242386911,-0.00446309785218171
"GOBP_RRNA_MODIFICATION",-0.303471635843254,-0.17001963554654,0.0606726401517534,-0.0341862862043738,0.328027969804787,-0.131520642605499
"GOBP_MAPK_CASCADE",0.134631359370004,0.0880858200210461,0.0468226802560748,-0.0966251688040117,-0.120943795431073,-0.04368938570277
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",0.111529015592387,0.170746302928601,0.0742755985507539,-0.0548864960806853,-0.266157807430868,0.00112832444649236
"GOBP_PROTEIN_POLYUBIQUITINATION",0.211356316587367,0.207086536682307,-0.0226797544611145,-0.0484157313123561,-0.240372290919112,-0.200878661385247
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.413855887651071,0.316474930825888,0.206588786821091,-0.18843926835293,0.255775716518141,0.0476931301792498
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.0614761142376175,0.124871515912652,0.00300880780063448,-0.0902569570829095,-0.0949372014452518,-0.0370724689843665
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.447214772343159,-0.32338582418321,-0.100429384957124,-0.108233577360363,0.537808860006938,0.361579699429425
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.133464858301436,-0.0365134277702824,-0.207695323625727,0.128415577052924,0.175344222575385,0.277744552567932
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.166207840961174,0.0536175293943728,0.458333118888909,-0.570627160059781,-0.0101663915238546,-0.0779443384236129
"GOBP_MITOCHONDRIAL_FISSION",0.116064626241203,0.188997421401764,-0.0541310578316648,-0.168827696746302,-0.0530913160548224,0.0798738321919552
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.590659472440806,0.130099419941483,-0.115517898840931,0.409616186429948,0.145079628095403,-0.358392017478727
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.0844838391948634,0.185867094757485,-0.143939452460588,-0.0501567577360182,-0.0942241194723514,0.00442363681544003
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.309865925645561,0.00403599353945858,-0.0446071428733256,0.354036567017238,-0.0521689139540393,-0.123359118616458
"GOBP_MITOTIC_CELL_CYCLE",-0.00489101362862079,0.038616627972742,0.0188678709871095,-0.0115385291417603,-0.0692073553603461,0.00891386284773718
"GOBP_MITOTIC_CYTOKINESIS",0.125012030260564,0.0442402124767229,0.259961575614548,-0.279799541318605,-0.163712089396657,-0.176795073749707
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.159010269540266,0.170141803620508,-0.416011135233529,0.240538461000188,-0.222620602015875,0.238612874069142
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0.0721906939115066,0.094357568501131,-0.322488881855379,0.139562769108228,-0.238591951734124,0.287186385616126
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",0.0353573834738356,0.132907307527617,-0.0901450769796848,0.211524257529763,-0.00139713000694858,-0.217845885297995
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.142382113878419,0.209046548552443,-0.478164277997986,0.336253166782626,0.211665469903525,0.224363221592527
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.429036892170648,-0.00636994640013966,-0.112092036314148,0.190740805956415,0.0453757318707449,0.142176037362706
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.00273236164539736,0.0901548048477706,0.199481500922219,-0.13136432895079,-0.0538744851691254,-0.133857656316251
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.00290265800232339,0.161970849477907,0.147236840396239,0.14755294026579,0.00181553988143482,-0.340922065465941
"GOBP_PROTEIN_DENEDDYLATION",0.0948200466800277,0.0608658077265844,0.396368224932845,-0.270986765159769,0.132600062428544,-0.265574343154126
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",-0.382766239287718,-0.458483578965545,-0.684401896257769,0.395590739632629,0.739043332692297,0.503122024870953
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.115054791757804,-0.0107949195029027,-0.274329589208816,0.0313868688945065,0.146884317007181,0.287682139750168
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.158954920824562,0.203045919515714,-0.333376918803691,-0.0772908317222467,0.00283723965960808,0.177377428796243
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.14657088704459,0.211938676410978,-0.277738202870896,-0.0867854996519032,-0.0567014716324892,0.135832000715953
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.384569787992046,-0.134771620618304,0.0337354557744228,0.134044306975949,0.29765614737612,0.169660762865556
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.136259640989368,-0.489401353767577,-0.0594120717375123,-0.0389909312709807,0.319250089130259,-0.00639943559330569
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.192065769705706,-0.570611060359344,0.571968158740543,-0.0301323609042806,-0.0663023096409356,0.453163285877344
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.0932649863256325,-0.381072595470021,-0.376960754208713,0.301122148923814,0.112671596925623,0.154628158549655
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.109336581117222,0.421052724790168,-0.129624874255928,-0.0369767694201351,-0.312732308117297,0.168866765608892
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.015260132885529,-0.0823439873204389,-0.234623828242663,0.236887622164198,0.0663981679589008,0.0259363797143355
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.233393671631633,0.229782430798052,0.258573510322637,-0.218485421428738,-0.21494740718899,-0.323189185285104
"GOBP_MITOPHAGY",0.0383571536631727,0.0203715463454535,0.268043865046076,-0.121453546813816,0.0107650331642518,-0.332301982035147
"GOBP_PEXOPHAGY",-0.247685196561213,-0.263507414082927,0.323567241395985,0.164668198642542,0.176878113220183,-0.0768913386070959
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.375929983320972,0.29547915572155,0.49862385680849,-0.356467606180638,-0.0551961775688217,-0.0545846971153617
"GOBP_MATURATION_OF_5_8S_RRNA",-0.145748415030167,0.0992600827614198,-0.17409555508521,-0.160082811992726,0.273649108417798,0.233312881485773
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.159604114521538,-0.0188735328222528,0.383570240322773,-0.201360563333778,0.031683181554939,-0.0401349331040458
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.231429517026028,0.0327886072097467,-0.0559429731903841,-0.319287656100895,0.175870038570906,-0.00580757111175395
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.108941828722496,-0.0490575582878559,-0.0667328019061728,-0.188497633863651,0.365562711512209,0.126643431256736
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.192279775181631,0.00094845892583581,-0.0727130899695853,-0.0514526463902475,0.215328453862165,0.184746505505475
"GOBP_MATURATION_OF_LSU_RRNA",0.184778461849777,0.232522636966543,-0.0910765557675245,-0.335793571264773,0.303562548622639,0.0439432370871017
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.342143588884985,0.264341882970468,0.0747347977047033,-0.237408328910048,0.0137392649851728,0.192450633998377
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.0437841745390465,0.50311369981709,0.199403691612146,-0.175148381415708,-0.523926908925564,-0.0577765196926157
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",0.334893010288142,-0.0496306027692019,0.460517404413246,-0.502890349418913,0.259670419542874,-0.203788821717389
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",0.640960841203338,-0.117011128524224,0.501192726621959,-0.502670415607612,0.0132641857244792,-0.364734141852781
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",-0.200590642221404,-0.0409936410140798,-0.201116251235232,0.216779624458519,-0.0505897640145588,0.203494883760942
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.0756537613669565,-0.341591678357494,-0.0704439381572321,0.168239269582281,0.192842667649194,0.111539080466561
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.14989149020049,0.125087537987613,-0.0720349380348608,-0.262576523064653,0.187874116703122,-0.118810788460154
"GOBP_TELOMERE_MAINTENANCE",0.0305637858930998,0.0597435911705191,-0.160819174279243,-0.00942809257916244,0.0697427101907867,-0.0158876701355673
"GOBP_RECOMBINATIONAL_REPAIR",-0.178342676591461,-0.0203527498472516,-0.08349290261384,0.0942659622345222,0.103371024844052,0.079395353375704
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.50219647642245,0.00673287641456607,0.272703731153517,-0.062880620037985,-0.0948319390807986,0.251477580562652
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.208673855857581,-0.0565151305790777,-0.6475557875527,0.407175606130123,0.407797428674755,0.281139834173306
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.194217897905933,-0.301328035924033,0.00130666258591883,0.216044711053343,0.295011107590156,0.0124109643225904
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0216653690447378,-0.619674986634641,0.378983227060129,-0.163914592923238,0.524961773101749,-0.314965283276713
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.393810176378053,0.015219026199763,0.23992685933275,-0.123150822227945,-0.149792913510865,0.235507736681238
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.125955759256844,0.0633643680047042,-0.0135847570441865,0.02683128074757,0.0316717416033527,0.0674533777881768
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.0235437555397879,0.117736895570338,0.131725579820168,0.062474668750882,-0.461849074080604,-0.239542989379322
"GOBP_CELL_MORPHOGENESIS",0.157594710321283,0.0816742514912624,0.0915892105682602,-0.126499751310368,-0.160746553880279,-0.044950509804917
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.163013434465735,0.0877370881775225,0.112583855149944,-0.14112383872064,-0.164133450579766,-0.0713464983172068
"GOBP_CYTOKINESIS",0.0881060096628548,0.0910369735965702,0.152266407483496,-0.230190700027466,-0.144034482882829,-0.0375944979540317
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.0828683797329159,0.203591395817335,-0.223108294290058,0.0374996429512232,-0.207382608663069,0.194414467817604
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",0.0774439375619177,-0.330114917924758,-0.711910607053753,0.676600331749036,-0.42263151603591,0.558923406523103
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.148140035629525,-0.0569373430179186,-0.293413445590916,0.118632034549905,0.229862904571476,0.318924298302735
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",0.0678808877904646,-0.287165982274087,-0.673446371247869,0.604803654687832,-0.465491394261503,0.548214449052685
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.295475606508634,-0.157231283637656,-0.1561890529446,0.000603751927694185,0.311307692004224,0.434876797552071
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",0.0224888111156557,0.226823606509195,-0.488167040453565,0.354906486790506,-0.360087017105523,0.481776376887326
"GOBP_RNA_5_END_PROCESSING",-0.188817378429945,0.0108397100038218,0.0822791020154269,0.0468252650139589,0.207642064313913,-0.00535838747665296
"GOBP_RRNA_5_END_PROCESSING",0.248972512704931,0.259204993783487,0.495783850632942,-0.613999247518793,-0.423493306844225,-0.0609317628595151
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.0959297965144602,-0.0874490072235388,0.11377401253787,0.323363194829841,0.11281915890082,-0.0845312001288321
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0842964932707415,0.172111253008513,0.0656372214148311,-0.0511396733801975,-0.199700336898589,-0.162391971864068
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.430196731978623,-0.199738902111837,0.468837195549736,-0.163727383744177,0.0583436984105698,0.0461807633869292
"GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.245409021587858,-0.160363107949714,-0.265174208711416,0.0551926360809872,0.311280933084455,-0.0539044443470935
"GOBP_GUANINE_NUCLEOTIDE_TRANSPORT",0.128215808187744,0.612560340085397,0.354500299671477,-0.475033901823546,-0.440064950463847,-0.307791747058617
"GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.0382631260370073,0.0501238226723896,0.0540695540699016,-0.000557467248447963,-0.102935527568851,-0.0340806466385342
"GOBP_CARTILAGE_CONDENSATION",0.1566586848407,-0.0625204252829323,0.236941358498014,-0.524198603352082,0.292729688590794,0.139751944047222
"GOBP_OSSIFICATION",0.0321563744583368,0.0664379777509936,0.0486283009746454,-0.00792316138122423,-0.0621140770313497,-0.0526954680117149
"GOBP_NEUROTRANSMITTER_UPTAKE",0.079654007647526,0.0133237047163707,0.0547895641718538,-0.276934218032668,0.12993284583043,-0.138799735996965
"GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.0890883378257446,-0.0780615542181698,0.101865511983678,-0.166906112804809,0.00822306617809213,-0.0650483397200199
"GOBP_ACTION_POTENTIAL",0.210385751875636,0.0781880115721893,0.107922674585571,-0.0394008671170248,-0.262014732496164,-0.116357994423214
"GOBP_RNA_METHYLATION",-0.167537609274895,-0.0602135879705686,-0.0791218489049522,0.0593620273096293,0.130917803984037,0.159226487894114
"GOBP_PSEUDOURIDINE_SYNTHESIS",-0.098557881678442,-0.0890034681743935,0.0663777307345119,0.0435248856735182,-0.175140741505303,0.211539999845039
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.0542285943147596,-0.0665421450842309,-0.0805016240304495,0.0434011667815697,-0.00912322827832732,0.0499547811241119
"GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",-0.000890551439749587,0.0703525997322957,0.0431234668644353,-0.0981262004786317,0.0457060418254339,-0.0461639430801467
"GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.203888563323099,0.537555193445773,-0.372801807234307,0.0590163158596582,0.110638494708868,-0.379557881610201
"GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",-0.181866864982772,-0.405880855500223,-0.264485270166794,0.00688088063381656,0.453012501533074,0.39686403497394
"GOBP_LUTEINIZATION",0.121121054822633,0.224729401439096,0.288149881485859,-0.334289157597238,-0.145678263704022,-0.507465432106316
"GOBP_LUTEOLYSIS",0.148405037891404,0.545628242747085,0.0745369603222491,-0.0978783999365419,-0.465011806338245,-0.036253906359202
"GOBP_OOCYTE_MATURATION",0.32517194867072,0.255801018093254,0.0321568846138659,-0.348220853020709,-0.160522107917084,0.00141394184273497
"GOBP_REGULATION_OF_CELL_GROWTH",0.0851081162770838,0.046851415237091,0.0806494604017272,-0.109671713564909,-0.0753807064390788,-0.0670794480464375
