"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KLF10",3111.33954419471,4.67729518926183,0.0817557009728025,57.2106303732607,0,0
"KIF5B",13960.931732592,1.721639595233,0.0540612232418634,31.8461087632181,1.49015301207953e-222,1.61681601810629e-218
"AEN",1034.59770627308,2.69036711082918,0.104370393078989,25.7771100736687,1.60150545427143e-146,6.950533671538e-143
"NR1D1",452.427269007817,4.7954855505889,0.194595300508657,24.6433780160871,4.33370547300273e-134,1.56735681273599e-130
"TCHH",988.634619468314,2.5501471039978,0.116586774540785,21.8733824144495,4.65736390742363e-106,1.44378281130132e-102
"LHX9",1755.2689571118,-1.65539943154444,0.0850396744943013,-19.466201409971,2.1245420867483e-84,5.12250703138202e-81
"EDA2R",448.880832708065,2.96155119323327,0.158246541786694,18.7147924990692,3.75079361040543e-78,8.13922213457979e-75
"ATF3",750.733301281713,2.18752468713029,0.117625977713288,18.5972922789416,3.37952111767663e-77,6.11130068779858e-74
"TINCR",439.527206948831,2.89725935914024,0.159637039037252,18.1490422060769,1.3065929102668e-73,2.02521901091355e-70
"CDKN1A",709.05067076011,2.18816351012526,0.131313503786197,16.6636594640564,2.40827648425138e-62,2.37543635037523e-59
"MIR4435-2HG",476.061767391918,2.17101065880928,0.13176624402819,16.4762278444,5.43733116756805e-61,4.91625359734278e-58
"PPM1D",1077.46678336761,1.53408408373006,0.0966551909795455,15.8717195443202,9.94777011726511e-57,7.70952184088046e-54
"CSRNP1",579.540110549426,1.92624036674813,0.126655277484582,15.208528258782,3.10444080528915e-52,2.1051989210867e-49
"H2AJ",508.879986955595,1.95785941898644,0.132286766898004,14.8001154227013,1.46231474961979e-49,9.06635144764267e-47
"CDH20",366.980785664173,-2.3506351821857,0.159100253909278,-14.774553304774,2.13769767864128e-49,1.28855665629211e-46
"FOSL2",590.712860593948,1.97654576001846,0.134845460315593,14.6578591180789,1.1999718558758e-48,7.03767277635265e-46
"BBC3",752.607476596293,1.56332926425003,0.111101735554904,14.071150702029,5.71321437412029e-45,3.09941879796026e-42
"CHST3",197.283849027044,3.17891452817646,0.226647257275007,14.0258239450887,1.08346434754629e-44,5.59789912898917e-42
"HRK",608.383597700778,1.56953211466392,0.114288648153639,13.7330534573652,6.43627285156682e-43,3.03624175823913e-40
"ALOXE3",288.805836183074,2.59290915950705,0.190417751387223,13.6169508389701,3.17551493831732e-42,1.46614200343587e-39
"NR1D2",900.050986205029,1.54481896673703,0.114855124156131,13.4501527736546,3.07236876419512e-41,1.30726278790263e-38
"DIO3",171.464524933166,3.25882614046877,0.245079339455881,13.2970251499124,2.4086229018717e-40,9.86172018313506e-38
"GPRC5C",573.657195996985,1.96903431800832,0.149300363558412,13.188409398869,1.02321410000902e-39,4.03704472185377e-37
"LMO3",938.400202162962,-1.51415293156135,0.117818770561974,-12.8515424523539,8.43121597427865e-38,2.90408550225153e-35
"HLF",201.553942303981,3.11224971043592,0.249338295432384,12.4820365240682,9.35625407923574e-36,2.74365829080291e-33
"CTNNAL1",434.424448816425,1.68516802072576,0.138301286244743,12.1847602902523,3.74753580945227e-34,9.91725939818467e-32
"GADD45B",108.056124737011,3.77808195313651,0.337423466540208,11.1968559622581,4.22461578774248e-29,8.34328459203276e-27
"DDIT3",419.709595044141,1.55567038869068,0.14752528806122,10.5451099884997,5.35102092646436e-26,8.4142865292954e-24
"MYH8",108.048823164419,3.09135700648967,0.293696211673626,10.5256958844433,6.57736183531435e-26,1.02682555270735e-23
"CFAP53",136.847458133246,2.77133782595214,0.26626308863169,10.4082689049912,2.27317522373864e-25,3.4328053758987e-23
"TMEM132B",513.286627568006,-1.55289405968711,0.149258761222955,-10.4040395817534,2.37640267861479e-25,3.55640952592696e-23
"FAM83G",290.563726633645,1.71460000770981,0.172798853020907,9.92251961014093,3.32260879051024e-23,4.14371326172829e-21
"CDC42EP1",79.1538846955125,3.86974545359094,0.391620150402193,9.88137471888696,5.01402656285387e-23,6.18206684170051e-21
"FSTL5",420.169601719863,-1.50893062336656,0.153501188544277,-9.83009081347479,8.35434053014869e-23,1.01278876818004e-20
"BHLHE40",161.861228908865,2.25187452443532,0.232644357958019,9.67947189521648,3.68615112719936e-22,4.2547595457567e-20
"AOC3",205.569284237614,2.60236452038992,0.275863915515254,9.43350824093563,3.96597232663286e-21,4.21870585725162e-19
"GULP1",173.376548210313,2.24873284259705,0.239213656183689,9.40052034851335,5.42938916335783e-21,5.66431465600312e-19
"CHST9",77.7497134723285,-3.42513527925216,0.36850816722328,-9.29459801409739,1.47763497935058e-20,1.47085683724347e-18
"LINC00299",79.5449799535901,3.6137924890731,0.391833269172099,9.22278115053541,2.89492257179933e-20,2.84252578316947e-18
"CIART",246.949784628545,1.68699514836035,0.183411380862863,9.19787605558522,3.65094568303245e-20,3.52113428096908e-18
"NPFFR2",85.9231677638119,3.15074792551408,0.344252890878116,9.15242256202175,5.56708481925274e-20,5.25242350338193e-18
"LRRN4CL",77.3143395291119,3.56646436553455,0.390255451159836,9.13879448688044,6.31523543792318e-20,5.85643628217663e-18
"TNXB",189.573327644548,2.03898690374918,0.224585980904472,9.07886990780812,1.0970797146736e-19,9.91942908684047e-18
"CDH13",204.589731614536,-1.90872848527361,0.212764287119553,-8.97109430870367,2.93582951459946e-19,2.5381474289565e-17
"JDP2",234.225518684801,-1.83267457244182,0.207329336174993,-8.83943684117611,9.62022747647229e-19,7.93760213838208e-17
"TBX2",87.0636658695109,3.02531825905177,0.352332582322825,8.58654127048579,8.96266277782613e-18,6.66060898215161e-16
"GBP2",147.227900111466,2.11134122731868,0.247027590836704,8.5469854608847,1.26345101049105e-17,9.1086003081913e-16
"BHLHE41",275.749404688577,1.57469153719363,0.184260887561742,8.54598910290162,1.27440043734956e-17,9.15711572532634e-16
"F2RL2",195.56872966921,1.86586440595333,0.224296019626778,8.31875843832662,8.88895025341924e-17,5.75791702982679e-15
"FOSB",50.0374186124199,5.31878694490814,0.654119690710897,8.13121363022674,4.25013563983847e-16,2.48592839311307e-14
