"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SPOCK2",34261.2599864986,-1.8319723535717,0.0583496012593061,-31.3964845351796,2.25976384399948e-216,4.00339762602948e-212
"PSAP",27558.4920101466,-1.88767049595546,0.0720602668549517,-26.1957189217063,2.97327721240659e-151,2.63372895474975e-147
"ARHGDIA",4810.80106534634,-1.92739492669171,0.0762320316498342,-25.2832685287078,4.88013010674822e-141,2.88187949903838e-137
"DDAH1",11689.7335674468,-1.36105483097554,0.0626089826767886,-21.7389705563788,8.78469941938889e-105,3.89074337284734e-101
"CCNI",25124.2680819186,-1.26335824864891,0.0596867687299374,-21.1664708197755,1.94595192956854e-99,6.89489687684726e-96
"ESYT1",2063.09497174573,-1.72371419137708,0.081582810113614,-21.1283993402114,4.36080969485735e-99,1.28760174256821e-95
"CACNB1",3881.52082592742,-1.32642103340688,0.0709173992500047,-18.7037461530542,4.61459268193312e-78,1.16788748504467e-74
"CNTN2",3867.01730479593,-1.41045885445631,0.075461820292319,-18.6910261241057,5.85754966633246e-78,1.29715437360932e-74
"GALNT17",1881.28104012192,-1.69673434347558,0.0941705672579907,-18.0176714750713,1.41578284667471e-72,2.78688987907658e-69
"CRMP1",34742.073301524,-1.1162881225274,0.0630588994543026,-17.7023089871136,4.0246272774227e-70,7.13002968468205e-67
"SPRING1",5529.98006943087,-1.36065551718474,0.0776848167054649,-17.515076624864,1.099378270461e-68,1.770598676317e-65
"STS",2548.31005120228,-1.4847099318226,0.0879498615693965,-16.8813219865172,6.17464890312378e-64,9.11583999731174e-61
"NUDT4",3366.8587712567,-1.23694756161731,0.0736567248977756,-16.7934097441069,2.72716494581619e-63,3.71649647539074e-60
"DHCR24",15650.2783785585,-1.0126024236638,0.0605252821740655,-16.7302387909839,7.89212466844332e-63,9.45949249077576e-60
"SH3BGRL2",6086.81791080906,-1.31214113296491,0.0784334275291843,-16.7293611193604,8.00927903373428e-63,9.45949249077576e-60
"TPPP",5380.90755089985,-1.20447500873308,0.0720526918817427,-16.7165858384574,9.92443601528271e-63,1.09888317779218e-59
