"","22q002-A","22q002-B","22q002-C","22q002-214-KD-A","22q002-214-KD-B","22q002-214-KD-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.285800517441017,-0.234916428935505,-0.413605308164511,0.214194437221786,0.208875825694105,0.383214142730027
"GOBP_REPRODUCTION",-0.00996463032872763,-0.0869106151981243,-0.0725339058791788,0.0323121002313999,-0.0278204377088797,0.109828222769312
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.45570328647881,0.00908258618266652,-0.0368117986922533,0.219698730319787,-0.017214883443273,0.162381386109922
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.2495015074501,-0.21666023288057,-0.300341742168027,0.30672317206049,0.161265478201759,0.267778017275495
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",0.095415151172045,-0.475366927115425,0.356426701798685,0.0438605152365761,-0.201614392028024,0.354164238321426
"GOBP_MITOTIC_SPINDLE_ELONGATION",0.00507897973089738,-0.0921906265916327,0.27229059513292,-0.0221271267486861,-0.0349166734797374,-0.165358611766781
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",0.0518535203841796,-0.540093160167738,-0.357858060344306,0.411266143046885,0.404403885902311,0.369768224285259
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0.041791873837236,-0.492987393024132,-0.429247615026517,0.32701576330057,0.507100279219364,0.195434084522762
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.292900622403822,0.117735379237157,-0.0974689925233317,-0.0520699136925535,-0.426210320976045,-0.0314881460997192
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.0568924192695289,-0.0732032191757906,-0.0619974091339479,0.0253754924353214,-0.0854570647702994,0.0265405741349174
"GOBP_UREA_CYCLE",-0.376761336021552,-0.541432643877749,0.101602579779079,0.437520417522062,0.134188484811657,0.261727635521871
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.397084106801395,-0.42077500024083,0.181735213451463,0.0688792995802092,-0.0860919373563134,-0.211404654026158
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.508658470315956,-0.576867782121999,-0.506533248078688,0.571541633632513,0.477537405027164,0.304008185844624
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.486765372198359,-0.574367408356239,-0.46489389173052,0.566107670749981,0.571755076302552,0.101797239577497
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.38199754821961,-0.59015059325984,-0.555170642099793,0.562319661744047,0.422507699419885,0.247378378432121
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.0831676920281237,-0.242246459912878,-0.168327486228013,0.23931707188788,0.0613049612027726,0.213796112276805
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.115107758620614,-0.170440538068022,-0.0792277505867158,0.216957216852784,0.079292899531962,0.142349654994845
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.506000346467497,-0.277896923918888,0.168479920629044,0.41030477763169,0.00728700285097447,0.136735100648247
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.131647802776817,-0.0717153432964109,-0.155155066239646,0.126615532331223,-0.095255018495025,0.304081523696191
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.302960068952456,-0.00133211667394526,-0.193345708540647,-0.212453900721557,-0.0565499847536272,-0.032764424827546
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.029727684397453,-0.070263627575,-0.214179765912613,-0.208874423545767,0.213601839234395,0.139767740337639
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.525489055502449,0.148756226738407,-0.438206015320218,-0.539000147258722,0.185581748735132,-0.0464985908197048
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.0999067368506705,-0.0261728366429989,0.182139109565228,-0.101838112183647,-0.0819525579011907,-0.168704472351023
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.120335436877515,-0.101174229587166,-0.0617395789530537,0.0397748766604429,0.145206935545807,0.0914152703638469
"GOBP_RRNA_MODIFICATION",-0.228168953779237,-0.390258413846491,-0.189727609702989,0.403298166605716,0.345398291871106,0.126403089406385
"GOBP_MAPK_CASCADE",0.0596969082892121,0.113951461234965,0.0388838859169597,-0.14365818339753,-0.0146805562574342,-0.048114734529658
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.397925200406579,-0.336938214835451,-0.225652206872814,0.367985287591429,0.212282747788421,0.363835055286343
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0222742152719724,-0.0732334601927083,-0.147679749581516,0.0557363349375096,0.0689116796483315,0.0347608154315524
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",0.0232619215804229,0.308634214244174,-0.388994474331811,0.0605670214687081,-0.258515763924474,-0.0981679314268794
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.047507301481599,-0.00206814359635728,-0.0236276221993718,0.00833366649256795,-0.042261869362591,0.0696990133613328
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.403029638211736,-0.463931968742706,0.0111789725666767,0.349594225976612,0.395116514997501,0.338666629238613
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.0645734292237945,-0.304979850528322,-0.350203938508243,0.416934753799284,0.12180814831634,0.282130058875679
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.0255683401065201,-0.151102394180218,-0.606265986923485,-0.0453040455233528,0.109308573224559,0.464669998995117
"GOBP_MITOCHONDRIAL_FISSION",0.135368133722608,-0.189868184181268,-0.0573951155235108,0.0671654939535449,-0.0395674546639651,0.126752832218608
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.56348831487449,-0.0404013015184474,0.181623152497367,-0.548204437200988,0.822746227907146,0.0083407304536055
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.0679265901194081,0.0034992828781493,0.22997667244057,-0.123571877426124,-0.12589421206485,-0.0159823667280629
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.173113800376135,-0.319569525596765,0.021536956239875,-0.0484730079649952,-0.139330336199536,0.1402144539108
"GOBP_MITOTIC_CELL_CYCLE",-0.0696856347165401,-0.128342343055111,-0.0795141921767675,0.118233015699054,0.0364767746775144,0.0913134937384659
"GOBP_MITOTIC_CYTOKINESIS",-0.0412577769369207,-0.12162216897438,0.0466948432368763,0.105462957777228,0.00046994076878934,0.061233155033877
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.266308858649105,-0.133004695403718,-0.303634418764784,0.248312448625821,0.292845759304463,0.24488400963553
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.293287150061817,0.0298786811103439,-0.340525495536942,0.233965166969161,0.2620480711914,0.197013439729671
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.329278412745268,-0.543403534366695,-0.554335007689748,0.435535875535892,0.636488138487997,0.452725045002658
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.0958488441909012,-0.383734140763331,-0.367301285162694,0.330481112788593,0.354937244280555,0.454047378649125
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.445586256702065,-0.705787114922154,-0.469912466233782,0.573175347244749,0.256033310616683,0.617891001682611
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.130076630187624,-0.0474840123745103,0.0403454385402045,0.0047221275315891,-0.0356327097177445,-0.104993910301662
