"","007-A","007-B","007-C","007-185-KD-A","007-185-KD-B","007-185-KD-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.148948717868235,-0.363105957837121,-0.129028186373317,0.340971099868869,0.164514518944537,0.252034254601507
"GOBP_REPRODUCTION",-0.0616531097285294,-0.0562344921279909,-0.0865745385782195,0.0578397701904369,0.0827142713027505,0.0465646049703262
"GOBP_SINGLE_STRAND_BREAK_REPAIR",0.116365594847993,-0.389941038775871,-0.083885013193299,0.265710897108399,0.328506026910887,-0.212886182999647
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.0984287807267904,-0.220196797982257,-0.252536256796019,0.270973088763233,0.209914197826171,0.0517943889550175
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.386926278098056,-0.53666282577089,-0.194601671157106,0.598930512289322,0.242448510624169,0.272444303760918
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.39624700944362,-0.569605153955863,-0.0732305043431769,0.208519415084763,0.0813437799833426,0.556687710112769
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.529171739418655,-0.432924251152233,0.222706708327907,0.038131360087765,0.0733401162071211,0.549945608146065
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",-0.521733365234145,-0.528813935488235,0.176197743262399,0.261729881722892,-0.196630614666818,0.646029072764767
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.219024901352296,0.11797188621181,-0.10289398247731,0.0269384530859534,-0.284390901548755,-0.165308357818701
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.157694390714933,-0.0524682529141956,0.153406974592764,0.061715776619642,-0.133421876468753,-0.152186052830498
"GOBP_UREA_CYCLE",-0.517204591404959,-0.446918411198879,0.0468030219272504,0.319094941384182,-0.211917510374293,0.666559778489835
"GOBP_CITRULLINE_METABOLIC_PROCESS",-0.107658942024815,-0.0269539126014786,0.508937069771374,0.445875973205075,-0.403915421600245,-0.0846611220750806
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.494648561436623,-0.393726257428165,-0.593942084696416,0.576023812090332,0.524325118533411,0.462764164273537
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.52865652045592,-0.22892620210177,-0.620986579445495,0.526623531398343,0.616249878861085,0.256933185126598
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.544167453036841,-0.227855691712494,-0.612369790058467,0.62672747374238,0.495518953222959,0.407042324300971
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.311399426686863,-0.206136782531134,-0.252128096411061,0.262927576004617,0.321620257730301,0.217913842936161
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.194941879642975,-0.187552215927357,-0.344371250201509,0.269027843037741,0.289902385836333,0.133027257152054
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.157596022156646,0.138441496593473,-0.477392298589298,0.414344491860142,0.351018653894696,0.117048317800044
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.508546146252799,0.0227013950830558,-0.114826824071044,0.438495153299557,-0.0425581758364605,0.125329005655903
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.0415576772134798,0.402696346967858,-0.0624321094751183,0.0500143727375187,-0.361936380650851,-0.208135264288036
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.0558782158132173,0.361788232855045,-0.186047622689175,0.172288554945045,-0.288849319678536,-0.255882494648252
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.067075709527969,0.609374645368973,0.277713375428571,0.0334055645542777,-0.785509516944153,0.344601263968204
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.117762908908515,-0.316679845170168,0.231426989328707,-0.198307118648556,-0.104404718024323,0.122361286726466
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.0994386851579569,-0.0948476583903313,-0.0756619244821176,0.109629469981015,0.116845216655592,0.0247310311552726
"GOBP_RRNA_MODIFICATION",-0.407328479090124,-0.38960768038026,0.0411678194844933,0.29496419807349,0.0742565109460638,0.316257420265848
"GOBP_MAPK_CASCADE",0.037861547551717,0.0521849449094516,0.0249513999711327,-0.085013203005606,-0.0180534005069891,0.00684144097211872
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.293810970257412,-0.204805373714211,-0.324016810982278,0.303209002672412,0.341451368025693,0.230521084871231
"GOBP_PROTEIN_POLYUBIQUITINATION",0.0247145015419788,0.0212041093370322,-0.158439575153032,0.179719000071825,0.060807167880143,-0.0135954090558487
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.325242471175009,-0.241976041796865,0.0329097917122257,-0.1813688799609,0.319887836576864,0.332548566739336
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.0632046924258185,0.0213713076497031,-0.0730186941232084,0.0134441523301496,0.0532864797188476,0.0123933795181099
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.500845812271699,-0.379600607869833,-0.174229400219156,0.180834270408631,0.177183973712719,0.60456378217271
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.213682738400133,-0.103588661670472,-0.318790707885372,0.268996739826754,0.374410130889159,0.00833481737405339
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.00832506221601487,-0.521430323760026,-0.0307720655979317,0.384878695045204,0.134394513541023,0.251912022220781
"GOBP_MITOCHONDRIAL_FISSION",0.0019517405127866,0.0756457446890372,-0.0295135475572637,-0.132232283475873,0.0415019857756088,-0.0464241986591055
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.733120296385292,0.0917069848794744,-0.0642827038289083,0.257679731036739,0.519542265239942,0.211188141748047
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.131385093567947,0.227165587982669,-0.0450116125612547,0.159562494495378,-0.306612575980875,-0.117597761424518
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.310967294901313,0.00447095991886939,0.21165062661104,0.0198972850206385,-0.186873211527117,0.187928586841391
"GOBP_MITOTIC_CELL_CYCLE",-0.156003560328665,-0.0909236552517383,-0.082460449705993,0.134831648365111,0.0870082373734174,0.107612308754301
"GOBP_MITOTIC_CYTOKINESIS",-0.18932204801643,-0.196436044569753,0.0423474259866767,0.188896448190037,-0.0531172616264134,0.190747824987217
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.0436957647447441,-0.0231471627688503,-0.433711833567938,0.327891171384222,0.410196974534711,-0.148428188039024
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0.0202887862788819,0.0581355253145575,-0.341032804900457,0.0333751617255414,0.409156005339292,-0.115187604838527
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.307838131046563,-0.219324597783756,-0.431096939971915,0.52493017963822,0.362612705322679,0.180020149717723
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.189808664643973,0.362262360063087,-0.563778985940624,0.442606247473075,0.157536287380126,0.0856303061898034
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.617404523886709,-0.45924911855952,-0.539261415939155,0.576273299879906,0.527656637192328,0.502165806644578
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.0881915062442663,-0.0374163496540374,0.20605583377615,-0.0545242636697672,-0.114944711125311,0.0787989253305761
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",-0.00848522928415546,0.104767907133082,0.31850648293308,-0.0138491759166081,-0.0964903387028859,-0.352308093483096
"GOBP_PROTEIN_DENEDDYLATION",-0.304138145772723,-0.506610853226219,-0.280472816225573,0.451520968208198,0.494175401368534,0.25091414921699
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.311075293575973,0.411650932535159,-0.472069997697449,-0.56629058254669,0.872069997697443,-0.498871747639902
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.203267815358381,-0.103002142247196,-0.354530956427415,0.266682830096501,0.286816546392132,0.153717476823018
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.26564755988911,0.236782808796375,-0.343829195744622,0.122608859948847,0.120243925752125,-0.152044839900592
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.33555069481979,0.298624439372806,-0.260641946702581,-0.0499575651923411,0.0108658749877475,-0.25140502182095
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.422866366415492,-0.196979445837204,-0.0544495071779815,0.275220371407574,0.229431330216305,0.288730585497488
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.321519589031653,-0.58804571876368,-0.357237005279542,0.266935325950954,0.450253339474893,0.570148877790056
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.14010175997278,-0.443338232470343,-0.0383215881351152,-0.269274768080578,0.3542165397223,0.402709377636569
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.190654871875618,-0.170879279157089,-0.437234070125451,0.165853403940767,0.406702686539382,0.0141556914908837
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",-0.271480050774951,0.0623007038704261,-0.494742196863359,0.377385010362005,0.372135409383894,-0.0608432616352366
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.0835429450193621,0.0842270630910738,-0.194498417134783,0.356392128940935,-0.21633185433488,-0.00943484151203058
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.228465936653369,-0.158577498832495,0.128708066357357,-0.0985545311891702,-0.191207703184149,0.316330648442286
"GOBP_MITOPHAGY",-0.233090187540231,-0.264733167675214,0.242583281899172,-0.212030609444863,-0.24551968547499,0.367379637982767
"GOBP_PEXOPHAGY",-0.29768560020123,-0.281746499625574,0.141322271152662,0.0632060503529418,0.336625231242446,-0.0382326618187213
