"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"P2RX3",8699.86816293995,-2.29654086659282,0.0604670845141246,-37.9800164841149,0,0
"SPOCK2",32609.1992813178,-2.01022195042557,0.049277349640261,-40.7940354970544,0,0
"PSAP",23263.0958904507,-1.8378077921226,0.0519467682448162,-35.3786742509434,3.63395533390575e-274,2.55803315342498e-270
"SPRING1",4300.9990455186,-1.94963329727416,0.055118989188714,-35.3713543366895,4.7089753848313e-274,2.55803315342498e-270
"CRMP1",27885.2965268926,-1.85094587846027,0.0540195412636706,-34.2643760972676,2.66415441460226e-257,1.15778822549785e-253
"ARHGDIA",4772.16877673556,-2.12075282977805,0.063055778124001,-33.6329658101677,5.53298976743378e-248,2.00377224427615e-244
"CCNI",19907.36749187,-1.72937222775307,0.0536412094707276,-32.2396203369874,4.91796179483369e-228,1.52660559771345e-224
"TPPP",5173.7608194486,-1.73245404889542,0.055196744070956,-31.3868884488608,3.05507065123656e-216,8.2979537725899e-213
"CNTN2",4428.34710578225,-1.84837351252117,0.0620296081418413,-29.7982458359973,4.11649366205727e-195,9.93858786476028e-192
"GALNT17",1835.0753843023,-2.48047815548357,0.0858793510596741,-28.8832894622129,1.93598697160424e-183,3.50558840883239e-180
"BLMH",2352.3626681348,-1.63727329685003,0.0672070150157812,-24.3616428503122,4.36381578823027e-131,4.79865040142187e-128
"ESYT1",2125.57474144372,-2.08291073343097,0.085501336901442,-24.3611481283849,4.41681660584644e-131,4.79865040142187e-128
"SULF1",2533.76492611807,1.55308787189793,0.0654530494486849,23.7282737012208,1.84197461255792e-124,1.74018549375092e-121
"MSN",2791.86750938831,-1.57267907123542,0.0663378498027816,-23.7071155593812,3.04514780756383e-124,2.7570006962731e-121
"SLC16A2",4214.32150753334,-1.508999310955,0.0637880807633992,-23.656446359503,1.01311856767706e-123,8.80562134282198e-121
"BMPER",1948.03823946764,-1.78945703836159,0.0765156241297834,-23.3868188192045,5.82037697943145e-121,4.68411005133577e-118
"PLK2",2370.88248474328,-1.60929897527694,0.0693067713432862,-23.2199386017545,2.86395303716608e-119,1.94471361076818e-116
"TBC1D5",2266.40244396257,-1.67660103549857,0.0725801466254175,-23.0999951564085,4.63049498678892e-118,3.04897047175565e-115
"PAPPA2",612.639861933231,-2.87485602876954,0.125629011707247,-22.8836953320051,6.75307634999448e-116,4.31581164732441e-113
"ASB1",2195.33980265506,-1.54147613179239,0.0680656208912552,-22.6469120770253,1.49637719411211e-113,9.28993715738915e-111
"EI24",2436.86440832663,-1.55990536876728,0.0699475321472647,-22.3010779777494,3.60706231744573e-110,2.00968864348149e-107
"TRMT9B",2822.6122558744,1.58792256933076,0.0714316696285359,22.2299517509305,1.76323880209774e-109,9.57835398269546e-107
"SPRY2",2073.77706602956,-1.91660887121342,0.0869080281768274,-22.0533006146888,8.88048998882077e-108,4.38554924925196e-105
"RXRG",1153.04140928279,1.90678347915958,0.0885206604563105,21.5405473629591,6.49350268913782e-103,3.06733304200599e-100
"FAM102B",4169.86644376126,-1.64584683211409,0.0766195434809579,-21.4807705363467,2.355664812077e-102,1.08906895109832e-99
"PRPH",2341.72011968642,-1.96127001866879,0.0920728307371554,-21.3012894571224,1.10438895632209e-100,4.99943075665057e-98
"MYC",950.651270693489,-1.92700562652272,0.0944897889279122,-20.3937975561874,1.89823955846467e-92,7.63830506775534e-90
"HSD17B10",1025.90330944359,-2.14944366251913,0.105818319293916,-20.3125855415349,9.95247938656565e-92,3.93195317437609e-89
"RAB31",898.638897103233,-2.43965163111094,0.120625295347966,-20.2250417217494,5.89405578880356e-91,2.24687610938443e-88
"STIM1",1727.1741848972,-1.61160328776197,0.081862897487417,-19.6866142932418,2.80845008748727e-86,8.71783027871585e-84
"FABP3",2146.00006821649,-1.77408102883914,0.0916794663034597,-19.3509092097779,2.0027783818813e-83,5.88086100809444e-81
"ATP2B4",1645.61174450722,-1.57766560899941,0.0846328218024109,-18.6412974942834,1.48592571963778e-77,3.89008192313366e-75
"STS",1149.82758551538,-1.84550726247137,0.0993334059393921,-18.578918592577,4.76000568183274e-77,1.23131146976838e-74
"SPHK2",1206.42806104716,-1.73206291022808,0.0950487625006112,-18.2228875438219,3.3974423926871e-74,8.38898019894295e-72
"UST",957.543078007803,-1.87752497112353,0.103136053637113,-18.204351484396,4.76664785909271e-74,1.1637583295531e-71
"SYNPR",1074.15090140649,1.64877885447725,0.0941699916372984,17.50853776039,1.23321323139631e-68,2.67964903050105e-66
"RCC2",1104.0402373318,-1.7560793826711,0.101871185806293,-17.2382344307866,1.37162259659837e-66,2.83847499061772e-64
