"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"P2RX3",8699.86816293995,-2.29654086659282,0.0604670845141246,-37.9800164841149,0,0
"SPOCK2",32609.1992813178,-2.01022195042557,0.049277349640261,-40.7940354970544,0,0
"PSAP",23263.0958904507,-1.8378077921226,0.0519467682448162,-35.3786742509434,3.63395533390575e-274,2.55803315342498e-270
"SPRING1",4300.9990455186,-1.94963329727416,0.055118989188714,-35.3713543366895,4.7089753848313e-274,2.55803315342498e-270
"CRMP1",27885.2965268926,-1.85094587846027,0.0540195412636706,-34.2643760972676,2.66415441460226e-257,1.15778822549785e-253
"ARHGDIA",4772.16877673556,-2.12075282977805,0.063055778124001,-33.6329658101677,5.53298976743378e-248,2.00377224427615e-244
"CCNI",19907.36749187,-1.72937222775307,0.0536412094707276,-32.2396203369874,4.91796179483369e-228,1.52660559771345e-224
"TPPP",5173.7608194486,-1.73245404889542,0.055196744070956,-31.3868884488608,3.05507065123656e-216,8.2979537725899e-213
"CNTN2",4428.34710578225,-1.84837351252117,0.0620296081418413,-29.7982458359973,4.11649366205727e-195,9.93858786476028e-192
"B4GALT5",6951.33079100967,-1.41726343642866,0.0479887730266409,-29.5332292751445,1.07840857378801e-191,2.34327398998397e-188
"SYT11",25384.0595439765,-1.17014717715314,0.0403383875675007,-29.0082784096181,5.17364041389632e-185,1.02198211412321e-181
"GALNT17",1835.0753843023,-2.48047815548357,0.0858793510596741,-28.8832894622129,1.93598697160424e-183,3.50558840883239e-180
"PTMA",14686.6885796096,-1.30206350057389,0.0470900777939741,-27.6504852311055,2.75354872490956e-168,4.60245078796615e-165
"ATXN7L3B",9790.07320174005,-1.24477095555525,0.0454291233896238,-27.4002856026836,2.72111698111998e-165,4.22336792019685e-162
"NEFM",184260.814497778,-1.13275137441316,0.0423287565666687,-26.7607996617866,9.24538419381172e-158,1.33928635431557e-154
"MARCKSL1",23459.3738786027,-1.30432096899123,0.0504957048078639,-25.830334955303,4.04739141685506e-147,5.49661050605273e-144
"PIP4K2B",16113.1280583976,-1.0580019350287,0.0425039607402892,-24.8918434094503,9.11831089135467e-137,1.1007320964347e-133
"BLMH",2352.3626681348,-1.63727329685003,0.0672070150157812,-24.3616428503122,4.36381578823027e-131,4.79865040142187e-128
"ESYT1",2125.57474144372,-2.08291073343097,0.085501336901442,-24.3611481283849,4.41681660584644e-131,4.79865040142187e-128
"SPOCK1",18821.0481639535,-1.01563678203323,0.0420031329775064,-24.1800244419178,3.60984443267526e-129,3.73515760369528e-126
"AP2B1",26354.6027160078,-1.12822539550727,0.0470330251977917,-23.9879401922937,3.71580944575245e-127,3.67003742939796e-124
"SULF1",2533.76492611807,1.55308787189793,0.0654530494486849,23.7282737012208,1.84197461255792e-124,1.74018549375092e-121
"MSN",2791.86750938831,-1.57267907123542,0.0663378498027816,-23.7071155593812,3.04514780756383e-124,2.7570006962731e-121
"SLC16A2",4214.32150753334,-1.508999310955,0.0637880807633992,-23.656446359503,1.01311856767706e-123,8.80562134282198e-121
"DDAH1",12319.8840216834,-1.0195057435689,0.0431483510870331,-23.6279189791629,1.9910958248616e-123,1.66402004532376e-120
"BMPER",1948.03823946764,-1.78945703836159,0.0765156241297834,-23.3868188192045,5.82037697943145e-121,4.68411005133577e-118
"EIF4EBP2",7854.40333294885,-1.18064224860741,0.0506024610323155,-23.3317159782689,2.11338789460651e-120,1.64006448435375e-117
"DHCR24",13982.1582376129,-1.34535116012711,0.0577278847488909,-23.3050486082977,3.94035837282154e-120,2.95241541665653e-117
"ANXA2",8690.00863444327,-1.33803290508911,0.0575124370707821,-23.2651053100455,1.00047860571927e-119,7.24646654122464e-117
"IDH1",10027.0102309805,-1.12469326652351,0.0483817325153938,-23.2462379507734,1.5528002775002e-119,1.08841281386457e-116
"PLK2",2370.88248474328,-1.60929897527694,0.0693067713432862,-23.2199386017545,2.86395303716608e-119,1.94471361076818e-116
"TBC1D5",2266.40244396257,-1.67660103549857,0.0725801466254175,-23.0999951564085,4.63049498678892e-118,3.04897047175565e-115
"PAPPA2",612.639861933231,-2.87485602876954,0.125629011707247,-22.8836953320051,6.75307634999448e-116,4.31581164732441e-113
"ASB1",2195.33980265506,-1.54147613179239,0.0680656208912552,-22.6469120770253,1.49637719411211e-113,9.28993715738915e-111
"KCTD2",3221.58674031806,-1.48372540729843,0.0658499738768514,-22.5319057844003,2.02072725255989e-112,1.21967729085761e-109
"ISLR2",5312.38535729678,-1.19959122237569,0.0536674807471554,-22.3522924064079,1.1470122267988e-110,6.73606180435434e-108
"KIF21B",16711.4299941836,-1.03463179136205,0.046339488717471,-22.3272163762993,2.0106757958446e-110,1.14973616757651e-107
