"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q001-A","22q001-B","22q001-C","22q001-DGCR8-OE-A","22q001-DGCR8-OE-B","22q001-DGCR8-OE-C","ref_mean","comp_mean"
1,"M1 immune system process","GO:BP",0.00156741169706172,"IGF2","IGF2_M1",4.18061396888521,1.44697359139455e-08,0.0799985809461266,-0.234142524682309,0.400330172165921,0.222098820934884,-0.234142524682309,-0.234142524682309,0.082062076143246,-0.0820620761432451
2,"M1 immune system process","GO:BP",0.00156741169706172,"WNT5A","WNT5A_M1",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
8,"M1 immune system process","GO:BP",0.00156741169706172,"PDPN","PDPN_M1",1.37683394125294,0.00020263354342181,0.0217772313543572,0.218116051312566,0.025873427721625,-0.234886314736596,-0.234886314736596,0.204005919084648,0.0885889034628494,-0.0885889034628482
11,"M1 immune system process","GO:BP",0.00156741169706172,"TGFBR3","TGFBR3_M1",2.3886009002734,0.000266145935522832,0.31266747896168,0.2258578572785,-0.508965741037838,0.0784310973364208,-0.0379171853221658,-0.0700735072165939,0.0098531984007808,-0.00985319840077962
12,"M1 immune system process","GO:BP",0.00156741169706172,"CLDN1","CLDN1_M1",1.16976470160448,0.000360508911998133,0.125810504775916,0.365720094294673,0.331342639410047,-0.294676615254866,-0.136090642225887,-0.392105980999888,0.274291079493545,-0.274291079493547
17,"M1 immune system process","GO:BP",0.00156741169706172,"HLA-B","HLA-B_M1",1.41367127804783,0.0110530488016648,0.183026782947804,0.0560317368543188,0.388859036030604,-0.120299946060838,-0.240920695132451,-0.266696914639434,0.209305851944242,-0.209305851944241
20,"M1 immune system process","GO:BP",0.00156741169706172,"SIX4","SIX4_M1",1.25517570212489,0.018808009394175,0.250094261098333,0.191314746952489,0.316029160840126,-0.320965527929614,-0.204965900303694,-0.23150674065764,0.252479389630316,-0.252479389630316
23,"M2 cytokine production","GO:BP",0.0207970963379881,"WNT5A","WNT5A_M2",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
32,"M2 cytokine production","GO:BP",0.0207970963379881,"HLA-B","HLA-B_M2",1.41367127804783,0.0110530488016648,0.183026782947804,0.0560317368543188,0.388859036030604,-0.120299946060838,-0.240920695132451,-0.266696914639434,0.209305851944242,-0.209305851944241
34,"M3 response to cytokine","GO:BP",0.000176105486992348,"WNT5A","WNT5A_M3",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
37,"M3 response to cytokine","GO:BP",0.000176105486992348,"CLDN1","CLDN1_M3",1.16976470160448,0.000360508911998133,0.125810504775916,0.365720094294673,0.331342639410047,-0.294676615254866,-0.136090642225887,-0.392105980999888,0.274291079493545,-0.274291079493547
40,"M3 response to cytokine","GO:BP",0.000176105486992348,"MME","MME_M3",1.33812119121027,0.00244487605628079,0.334165045078531,0.34811670157536,0.264397729179645,-0.315559825277845,-0.315559825277845,-0.315559825277845,0.315559825277845,-0.315559825277845
42,"M3 response to cytokine","GO:BP",0.000176105486992348,"GHR","GHR_M3",1.25309585227618,0.00381885397107341,0.154916523443318,0.279181864604802,0.457216290244034,-0.29920414655268,-0.164938349824457,-0.427172181915016,0.297104892764051,-0.297104892764051
43,"M3 response to cytokine","GO:BP",0.000176105486992348,"HAS2","HAS2_M3",1.20201607225576,0.00567146249630345,0.31881256288086,0.0688474841831459,0.116142768850967,-0.25212868337173,0.000454550828483669,-0.25212868337173,0.167934271971658,-0.167934271971659
46,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"IGF2","IGF2_M4",4.18061396888521,1.44697359139455e-08,0.0799985809461266,-0.234142524682309,0.400330172165921,0.222098820934884,-0.234142524682309,-0.234142524682309,0.082062076143246,-0.0820620761432451
51,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"CREB3L2","CREB3L2_M4",1.08033267821423,0.00208380471002964,0.26615959625541,0.094595215689111,0.111983906467593,-0.0906755505330654,-0.155192983735299,-0.226870184143747,0.157579572804038,-0.157579572804037
52,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"GHR","GHR_M4",1.25309585227618,0.00381885397107341,0.154916523443318,0.279181864604802,0.457216290244034,-0.29920414655268,-0.164938349824457,-0.427172181915016,0.297104892764051,-0.297104892764051
53,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ANGPT2","ANGPT2_M4",1.11407285043832,0.0400205007930525,0.489953349371452,0.230584117227487,0.827331634619285,-0.309473568385188,-0.543205220657896,-0.695190312175139,0.515956367072741,-0.515956367072741
54,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"IGF2","IGF2_M5",4.18061396888521,1.44697359139455e-08,0.0799985809461266,-0.234142524682309,0.400330172165921,0.222098820934884,-0.234142524682309,-0.234142524682309,0.082062076143246,-0.0820620761432451
55,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"WNT5A","WNT5A_M5",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
56,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"KLHL31","KLHL31_M5",4.44746632540022,8.53347709748152e-06,0.290249425900808,-0.00783730645060299,-0.0502692374308022,-0.207296494281757,0.044237348163886,-0.0690837359015353,0.0773809606731343,-0.0773809606731355
60,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"GHR","GHR_M5",1.25309585227618,0.00381885397107341,0.154916523443318,0.279181864604802,0.457216290244034,-0.29920414655268,-0.164938349824457,-0.427172181915016,0.297104892764051,-0.297104892764051
64,"M6 nervous system development","GO:BP",5.08802963855904e-13,"PDLIM5","PDLIM5_M6",1.06114393496088,1.43981112526858e-06,0.234827757579874,0.316190718453942,0.217578309946974,-0.396892683183083,-0.185739594413871,-0.185964508383844,0.256198928660263,-0.256198928660266
65,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,0.0775790902189373,0.115372545641828,0.234066929412215,-0.163209707057318,-0.262697682071435,-0.0011111761442244,0.14233952175766,-0.142339521757659
68,"M6 nervous system development","GO:BP",5.08802963855904e-13,"WNT5A","WNT5A_M6",1.80049446105006,7.59670017882382e-06,0.785200682490922,0.885482803714027,0.702933880970177,-0.803344712646349,-0.753124016468522,-0.817148638060261,0.791205789058375,-0.791205789058377
76,"M6 nervous system development","GO:BP",5.08802963855904e-13,"CLDN1","CLDN1_M6",1.16976470160448,0.000360508911998133,0.125810504775916,0.365720094294673,0.331342639410047,-0.294676615254866,-0.136090642225887,-0.392105980999888,0.274291079493545,-0.274291079493547
79,"M6 nervous system development","GO:BP",5.08802963855904e-13,"GPC4","GPC4_M6",1.82995418129684,0.0010610980175844,0.0377030522548285,0.147892778684763,0.0475418772166556,-0.0608305452128288,-0.15055031835931,-0.0217568445841101,0.0777125693854159,-0.0777125693854164
80,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ANXA2","ANXA2_M6",1.35242458938101,0.00193734176881244,0.472936103234343,0.370673585397201,0.376178795462286,-0.389009731875801,-0.408615249633236,-0.422163502584793,0.40659616136461,-0.40659616136461
81,"M6 nervous system development","GO:BP",5.08802963855904e-13,"TBX3","TBX3_M6",2.39920244649992,0.00214774713943635,0.12688840095055,0.24287868385111,0.20709177296351,-0.16236767151276,-0.280390035496177,-0.134101150756226,0.192286285921724,-0.192286285921721
