"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","007-A","007-B","007-C","007-185-KD-A","007-185-KD-B","007-185-KD-C","ref_mean","comp_mean"
2,"M1 immune system process","GO:BP",0.00156741169706172,"IGF2","IGF2_M1",4.18061396888521,1.44697359139455e-08,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,0.123775935567193,-0.0247551871134384,-0.0247551871134384,0.0247551871134387
11,"M1 immune system process","GO:BP",0.00156741169706172,"PDPN","PDPN_M1",1.37683394125294,0.00020263354342181,-0.0608987612203373,-0.0608987612203373,-0.0608987612203373,-0.0608987612203373,0.0876323614602939,0.15596268342106,-0.0608987612203373,0.0608987612203388
18,"M1 immune system process","GO:BP",0.00156741169706172,"CMTM7","CMTM7_M1",2.77129321469908,0.00588276453382672,-0.187305466105968,0.00299470279974656,0.11736858932773,0.140433225365057,0.0479669947355923,-0.121458046122163,-0.0223140579928307,0.0223140579928286
20,"M1 immune system process","GO:BP",0.00156741169706172,"EPAS1","EPAS1_M1",1.09100448066124,0.032921587095028,0.00340819665008318,-0.187884158563706,-0.187884158563706,0.240561854974238,-0.0393530358830745,0.171151301386164,-0.124120040159109,0.124120040159109
27,"M2 cytokine production","GO:BP",0.0207970963379881,"IGF2BP1","IGF2BP1_M2",1.08792041976996,0.0102718078319184,-0.0478083127886819,-0.163885286200863,-0.0801213090535722,0.144580651250642,0.140982299028627,0.00625195776384047,-0.0972716360143722,0.0972716360143699
37,"M3 response to cytokine","GO:BP",0.000176105486992348,"CPNE1","CPNE1_M3",1.07728927408387,0.0064249882890317,-0.034354837042347,-0.148989521200024,0.0468660063399184,0.0905418715921975,-0.0219365564133263,0.0678730367235794,-0.0454927839674841,0.0454927839674835
38,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"IGF2","IGF2_M4",4.18061396888521,1.44697359139455e-08,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,0.123775935567193,-0.0247551871134384,-0.0247551871134384,0.0247551871134387
40,"M4 PI3K-Akt signaling pathway","KEGG",1.31525780087059e-05,"ERBB3","ERBB3_M4",3.06490777485681,2.13730418285295e-05,-0.379513181189784,-0.113401023987635,-0.044902353368764,0.184173237485268,0.0324553646057062,0.321187956455205,-0.179272186182061,0.17927218618206
46,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"IGF2","IGF2_M5",4.18061396888521,1.44697359139455e-08,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,-0.0247551871134384,0.123775935567193,-0.0247551871134384,-0.0247551871134384,0.0247551871134387
47,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"KLHL31","KLHL31_M5",4.44746632540022,8.53347709748152e-06,0.0107062496316281,-0.0150801968971752,-0.0943521535351213,-0.0686172271430863,0.115893745498026,0.0514495824457342,-0.0329087002668894,0.0329087002668912
51,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"IGFBP3","IGFBP3_M5",1.32854863348253,0.00305146398466264,-0.0559169254140652,-0.205832263028608,-0.000508298575608634,0.0380029781311357,0.136120378767741,0.0881341301193963,-0.0874191623394272,0.0874191623394243
52,"M5 regulation of MAPK cascade","GO:BP",0.00935534845600345,"FOXO1","FOXO1_M5",1.14750122142598,0.0195952451590286,-0.0934117009003579,-0.203600090019048,-0.301826288291014,0.115361503968431,0.298426088156942,0.185050487085043,-0.19961269307014,0.199612693070139
56,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ID3","ID3_M6",3.90844798832457,1.60986913348304e-06,-0.252616122054709,-0.0327767290077592,-0.106700824655527,0.104661793557551,0.0681535925763344,0.219278289584113,-0.130697891905998,0.130697891906
59,"M6 nervous system development","GO:BP",5.08802963855904e-13,"ERBB3","ERBB3_M6",3.06490777485681,2.13730418285295e-05,-0.379513181189784,-0.113401023987635,-0.044902353368764,0.184173237485268,0.0324553646057062,0.321187956455205,-0.179272186182061,0.17927218618206
