"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C","ref_mean","comp_mean"
1,"M1 immune system process","GO:BP",0.00156741169706172,"TRIM56","TRIM56_M1",1.27813151002529,2.11806115518211e-10,0.310751441077182,0.350511832785756,0.395399583470908,-0.173042619700075,-0.518810657398771,-0.364809580234994,0.352220952444615,-0.352220952444613
3,"M1 immune system process","GO:BP",0.00156741169706172,"SIX1","SIX1_M1",8.14474949748422,5.36780487222202e-08,0.425720966320219,0.41856034978592,0.439349740739551,-0.344758471373021,-0.498572446700477,-0.440300138772178,0.427877018948564,-0.427877018948559
4,"M1 immune system process","GO:BP",0.00156741169706172,"CXCR4","CXCR4_M1",1.54081070781431,3.218704730156e-06,0.775935260486802,0.764028614153577,1.07411556750929,-0.812303226419791,-0.909359896656182,-0.892416319073686,0.871359814049889,-0.871359814049887
6,"M1 immune system process","GO:BP",0.00156741169706172,"RBM47","RBM47_M1",1.51404232903691,2.05126472356165e-05,-0.133731561149613,0.0772765248435103,0.175565603507281,-0.133731561149613,-0.133731561149613,0.148352555098046,0.0397035224003928,-0.0397035224003934
7,"M1 immune system process","GO:BP",0.00156741169706172,"ITGB8","ITGB8_M1",1.68202251050562,2.92209850795987e-05,0.51042850711953,0.34642281421799,0.306754650801283,-0.202080645693293,-0.563661665190661,-0.397863661254853,0.387868657379601,-0.387868657379602
8,"M1 immune system process","GO:BP",0.00156741169706172,"TGFBR2","TGFBR2_M1",1.82742195002922,4.2843592796252e-05,-0.0819671364430983,0.547788110110674,0.245025442448208,-0.505552842109575,-0.0980375645519889,-0.107256009454221,0.236948805371928,-0.236948805371928
9,"M1 immune system process","GO:BP",0.00156741169706172,"SOX13","SOX13_M1",1.4038604644205,0.000164413282397213,0.310491762410237,0.0413924673677322,0.221862535831114,-0.167407465929593,-0.135336567310048,-0.271002732369439,0.191248921869695,-0.191248921869693
10,"M1 immune system process","GO:BP",0.00156741169706172,"CCR7","CCR7_M1",1.82878653235917,0.000164696144852758,-0.189927484319741,0.230970660689095,0.246655160342208,-0.189927484319741,-0.189927484319741,0.0921566319279181,0.0958994455705208,-0.0958994455705211
11,"M1 immune system process","GO:BP",0.00156741169706172,"PDPN","PDPN_M1",1.37683394125294,0.00020263354342181,0.0969555257539785,0.846726580613694,0.583829091235904,-0.814322627064603,-0.525688490185121,-0.18750008035386,0.509170399201192,-0.509170399201194
13,"M1 immune system process","GO:BP",0.00156741169706172,"CXCL12","CXCL12_M1",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
17,"M1 immune system process","GO:BP",0.00156741169706172,"SOCS3","SOCS3_M1",1.25164725047815,0.00207868319364024,0.267998558892114,0.463979239549128,0.422260519698372,-0.419842508015613,-0.373328324985408,-0.361067485138594,0.384746106046538,-0.384746106046538
20,"M1 immune system process","GO:BP",0.00156741169706172,"EPAS1","EPAS1_M1",1.09100448066124,0.032921587095028,0.160050446373439,-0.138731379597867,0.0968194935207825,-0.159110949519244,-0.0836668681472093,0.124639257370095,0.0393795200987848,-0.0393795200987859
21,"M2 cytokine production","GO:BP",0.0207970963379881,"TRIM56","TRIM56_M2",1.27813151002529,2.11806115518211e-10,0.310751441077182,0.350511832785756,0.395399583470908,-0.173042619700075,-0.518810657398771,-0.364809580234994,0.352220952444615,-0.352220952444613
23,"M2 cytokine production","GO:BP",0.0207970963379881,"RBM47","RBM47_M2",1.51404232903691,2.05126472356165e-05,-0.133731561149613,0.0772765248435103,0.175565603507281,-0.133731561149613,-0.133731561149613,0.148352555098046,0.0397035224003928,-0.0397035224003934
24,"M2 cytokine production","GO:BP",0.0207970963379881,"CCR7","CCR7_M2",1.82878653235917,0.000164696144852758,-0.189927484319741,0.230970660689095,0.246655160342208,-0.189927484319741,-0.189927484319741,0.0921566319279181,0.0958994455705208,-0.0958994455705211
28,"M3 response to cytokine","GO:BP",0.000176105486992348,"TRIM56","TRIM56_M3",1.27813151002529,2.11806115518211e-10,0.310751441077182,0.350511832785756,0.395399583470908,-0.173042619700075,-0.518810657398771,-0.364809580234994,0.352220952444615,-0.352220952444613
29,"M3 response to cytokine","GO:BP",0.000176105486992348,"CXCR4","CXCR4_M3",1.54081070781431,3.218704730156e-06,0.775935260486802,0.764028614153577,1.07411556750929,-0.812303226419791,-0.909359896656182,-0.892416319073686,0.871359814049889,-0.871359814049887
30,"M3 response to cytokine","GO:BP",0.000176105486992348,"PCK2","PCK2_M3",1.05487755772177,1.26934807579734e-05,0.194221858205146,0.0270299127406659,0.347580915352451,-0.304000034334944,-0.154395373533649,-0.110437278429674,0.189610895432754,-0.189610895432756
31,"M3 response to cytokine","GO:BP",0.000176105486992348,"RBM47","RBM47_M3",1.51404232903691,2.05126472356165e-05,-0.133731561149613,0.0772765248435103,0.175565603507281,-0.133731561149613,-0.133731561149613,0.148352555098046,0.0397035224003928,-0.0397035224003934
32,"M3 response to cytokine","GO:BP",0.000176105486992348,"CCR7","CCR7_M3",1.82878653235917,0.000164696144852758,-0.189927484319741,0.230970660689095,0.246655160342208,-0.189927484319741,-0.189927484319741,0.0921566319279181,0.0958994455705208,-0.0958994455705211
33,"M3 response to cytokine","GO:BP",0.000176105486992348,"CXCL12","CXCL12_M3",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
