"X","term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q002-A","22q002-B","22q002-C","22q002-DGCR8-OE-A","22q002-DGCR8-OE-B","22q002-DGCR8-OE-C","ref_mean","comp_mean"
2,"M1 immune system process","GO:BP",0.00156741169706172,"WNT5A","WNT5A_M1",1.80049446105006,7.59670017882382e-06,0.368569944429401,0.592449758543792,0.449750015095606,-0.735354473038362,-0.350377625659556,-0.325037619370873,0.4702565726896,-0.470256572689597
5,"M1 immune system process","GO:BP",0.00156741169706172,"IFITM1","IFITM1_M1",4.03153557125066,3.26758613819998e-05,0.220062505828927,-0.20352319983755,0.105773964819345,-0.20352319983755,0.0851109370419323,-0.00390100801510229,0.0407710902702405,-0.0407710902702399
6,"M1 immune system process","GO:BP",0.00156741169706172,"TGFBR2","TGFBR2_M1",1.82742195002922,4.2843592796252e-05,-0.0819671364430983,0.547788110110674,0.245025442448208,-0.505552842109575,-0.0980375645519889,-0.107256009454221,0.236948805371928,-0.236948805371928
8,"M1 immune system process","GO:BP",0.00156741169706172,"PDPN","PDPN_M1",1.37683394125294,0.00020263354342181,0.0969555257539785,0.846726580613694,0.583829091235904,-0.814322627064603,-0.525688490185121,-0.18750008035386,0.509170399201192,-0.509170399201194
10,"M1 immune system process","GO:BP",0.00156741169706172,"CXCL12","CXCL12_M1",2.65155143303629,0.000246768789648896,-0.150152014257719,0.382950539693153,0.0834883557280959,-0.450208235143955,-0.042692957586369,0.176614311566788,0.105428960387843,-0.105428960387845
11,"M1 immune system process","GO:BP",0.00156741169706172,"TGFBR3","TGFBR3_M1",2.3886009002734,0.000266145935522832,-0.149418558580299,0.21808614374399,0.0479122503936971,-0.0873608207117593,-0.174446975763594,0.145227960917968,0.0388599451857961,-0.0388599451857952
19,"M1 immune system process","GO:BP",0.00156741169706172,"DTX3L","DTX3L_M1",1.15226420611906,0.0174356482344862,0.29305199413704,-0.165750696985502,0.0547867818291747,-0.0361393631784797,-0.285076099570735,0.13912738376851,0.0606960263269043,-0.0606960263269016
20,"M1 immune system process","GO:BP",0.00156741169706172,"SIX4","SIX4_M1",1.25517570212489,0.018808009394175,0.272565333464845,0.353864101785369,0.173459287747923,-0.271341379529176,-0.289179227317529,-0.239368116151441,0.266629574332712,-0.266629574332715
21,"M1 immune system process","GO:BP",0.00156741169706172,"EPAS1","EPAS1_M1",1.09100448066124,0.032921587095028,0.160050446373439,-0.138731379597867,0.0968194935207825,-0.159110949519244,-0.0836668681472093,0.124639257370095,0.0393795200987848,-0.0393795200987859
22,"M2 cytokine production","GO:BP",0.0207970963379881,"LUM","LUM_M2",4.42001005307812,6.60983639159776e-07,-0.199223309731089,0.0989224080223128,0.41588671465438,-0.199223309731089,-0.199223309731089,0.0828608065165701,0.105195270981868,-0.105195270981869
