"term_name","source","p_value","gene","gene_module","gene_log2FC","padj","22q001-A","22q001-B","22q001-C","22q001-DGCR8-OE-A","22q001-DGCR8-OE-B","22q001-DGCR8-OE-C","ref_mean","comp_mean"
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"C22orf39","C22orf39_M1",-1.19964205875868,6.05376398567743e-14,0.238062122898747,0.238930491081257,0.111715892352503,-0.320300599340278,-0.18724079512557,-0.0811671118666499,0.196236168777502,-0.196236168777499
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"GRIN1","GRIN1_M1",-1.5818828790215,5.72938739141557e-09,0.354680189644295,0.324703370331534,0.35259886561756,-0.231103809603864,-0.372023496212023,-0.4288551197775,0.343994141864463,-0.343994141864462
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"PLPPR4","PLPPR4_M1",-1.55155659273804,2.50964558568601e-08,-0.352759640842146,-0.26358312712887,-0.39647886630433,0.331975628448223,0.397181849186252,0.283664156640876,-0.337607211425115,0.337607211425117
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"GRM5","GRM5_M1",-1.56643876932946,4.56924104225646e-06,0.436569238573328,0.40853204668137,0.180308981501395,-0.171588620139216,-0.536910025611998,-0.316911621004878,0.341803422252031,-0.341803422252031
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"COMT","COMT_M1",-2.39484530089081,1.08490442487956e-05,-0.269850896247085,-0.415317198010458,-0.506531627892743,0.412175403153647,0.192833108963271,0.586691210033369,-0.397233240716762,0.397233240716762
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"SNCA","SNCA_M1",-1.11242234724162,1.83605556638571e-05,0.628597871502841,0.66812659315295,0.643704481386962,-0.667500015333347,-0.655495597255456,-0.617433333453935,0.646809648680918,-0.646809648680913
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"LYNX1","LYNX1_M1",-1.33219012575552,3.14053657554549e-05,0.58365015775996,0.667795312145596,0.568443122074868,-0.627593912584484,-0.597727504308805,-0.594567175087134,0.606629530660141,-0.606629530660141
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"SLC4A10","SLC4A10_M1",-1.09055271319471,0.000204039184351963,0.3675781390382,0.313349113841399,0.402968715256195,-0.368589341573895,-0.38339089655738,-0.331915730004512,0.361298656045265,-0.361298656045262
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"FAM107A","FAM107A_M1",-1.26773150123051,0.000474949087604184,0.543183770542743,-0.401464351724889,0.0489680902917291,-0.0781837680396835,0.0349161495473753,-0.147419890617277,0.0635625030365278,-0.0635625030365284
"M1 chemical synaptic transmission","GO:BP",3.80899823275861e-16,"KCNJ10","KCNJ10_M1",-1.55530387894029,0.00619309858812433,0.1099224848329,-0.047936622738443,-0.0806243120656474,0.193975179897849,0.0549413189909513,-0.230278048917608,-0.00621281665706341,0.00621281665706402
