"","22q001-A","22q001-B","22q001-C","22q001-DGCR8-OE-A","22q001-DGCR8-OE-B","22q001-DGCR8-OE-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.181080372572841,-0.209117398764236,-0.339316456437433,0.299945991365184,0.161458146019785,-0.129804351975807
"GOBP_REPRODUCTION",-0.103699658663846,-0.0583645148112598,-0.0876016288729741,0.0410323615266217,0.024952041708811,0.0900401282780789
"GOBP_SINGLE_STRAND_BREAK_REPAIR",0.0046444339364497,-0.291974426020806,-0.0416059287772951,-0.409039526683177,0.118087202020202,0.436424776049756
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.258046863411429,-0.334768131622811,-0.311790749241737,0.264204653070265,0.365713273621649,0.196876828248117
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.313759079838044,-0.4781591413647,-0.208262384495354,0.0125040402912834,0.403833968460016,0.1170616520803
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.602757729104443,-0.179536210722442,-0.519665125621502,0.426062515366759,-0.270382103025345,0.651321604438991
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.245826987417574,-0.318617735894877,-0.298479623416915,0.296471576032385,0.522953168458913,-0.102809944401661
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",-0.000388757868101164,0.135931969027464,-0.0637325451236051,-0.11437934028207,0.386780088119148,-0.400495388770188
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.248843638177795,0.273105241214134,0.20468233908493,-0.469212515120712,-0.0519863523233445,-0.0501903005251037
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.109870574014692,0.0460478954462824,-0.083947081954594,0.0396791713141166,0.032131828497678,-0.112842488441491
"GOBP_UREA_CYCLE",0.376303582066418,0.182461002210829,0.134942346612948,-0.182291881229243,0.0190173785358865,-0.213852757825976
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.154948793028983,0.0611664295875285,-0.275188581981792,0.126208089672585,0.382973688334469,-0.328824919474179
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.318822559554132,-0.265154253897934,-0.530214404255432,0.0912476245271954,0.541460663384966,0.410404182487584
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.00177101078542682,-0.460045785744192,-0.387889292527899,-0.267470562815858,0.485007815153177,0.418750822983053
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.223938992461946,0.121011234126759,-0.569718196275682,-0.252557188327585,0.37558346130363,0.302740450431552
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.3038832691869,-0.205340909897245,-0.286696138111747,0.254370739423708,0.192713408835978,0.226238606458349
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.290570328556646,-0.285326068228639,-0.252189730938639,0.202300990381093,0.238090545646248,0.23443318720898
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.427361474963387,-0.381539666923139,-0.306080407904568,-0.110507509732395,0.569279179603221,0.440132643491203
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.14521507502778,-0.411493269073208,-0.169346755668468,0.119544233817698,0.224253019316614,-0.14682357731323
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.151405210027704,-0.0998251791927112,0.0855335705593014,0.142736382578998,-0.0806324844765236,-0.0606710724173296
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.0638817734600476,-0.118304769385684,-0.0815177855882003,0.0883997152355183,-0.114507152652099,0.206474746161628
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.000734601410337821,-0.124795415788823,0.244333417296022,0.314760378153801,0.0116976665846481,-0.277912532045347
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.294897872033132,0.120902209320901,-0.224161936470119,-0.34917838838866,-0.353597018913344,0.385063537408396
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.210660849977432,-0.123425095329424,-0.181943786651565,0.175732740515285,0.127199019042361,0.101131585991222
"GOBP_RRNA_MODIFICATION",-0.328752925690132,-0.202819465606026,-0.321036175598783,0.420091490871802,0.175877487704883,0.0759624122213279
"GOBP_MAPK_CASCADE",0.00725163848467394,0.0831108224589213,0.0271649518467246,-0.0753776294533496,-0.0364012745780831,-0.0614492751042519
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.389403652836801,-0.401870138665129,-0.384103961725305,0.340161136008965,0.454605401310999,0.453477689682571
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0828047024848358,0.000953351245493256,0.0378723612426008,0.00306803372858597,0.0420513348363095,-0.0547286591155422
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.0227156239868229,-0.363351821646231,-0.0502834986526798,0.3400964440002,-0.140097432177047,0.203645466135102
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.0781662774685503,-0.0600212312264509,-0.0273796776627632,-0.0111141902647516,-0.0196803556388904,0.0425994218732279
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.215668291210388,-0.138403252531949,-0.370764097333929,0.353740732651972,0.0706562226807139,0.0758297717283827
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.266970633238262,-0.416443885285176,-0.359173204472481,0.267304442486283,0.417946607380328,0.304823747985844
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.0225529176266513,-0.143124299929685,-0.26563480908741,0.0243280390660618,0.270932292341916,-0.127207728279857
"GOBP_MITOCHONDRIAL_FISSION",0.0916598633424729,0.133132550058987,0.0322831097175749,-0.186178513755039,-0.127943594862962,-0.0689834280909775
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.322081574708656,-0.0914262494922794,-0.0672928909141994,-0.09253689736385,0.21526648509049,0.550843276096013
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.0294440549771585,0.0525293731825844,0.206665296560191,-0.147260812804671,-0.224954656168796,0.0317874253777575
