"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.276028709241308,0.224941574412107,0.500970283653415,7.28422899851591e-06,0.0063084959555235
"GOBP_MRNA_PROCESSING",-0.310462853122397,0.2892793524176,0.599742205539997,8.41077142037499e-06,0.0063084959555235
"GOBP_RNA_LOCALIZATION",-0.338227009079121,0.298030149385037,0.636257158464158,5.82232276767643e-06,0.0063084959555235
"GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS",-0.22845635353308,0.172327081517679,0.400783435050759,1.01885266239692e-05,0.0063084959555235
"GOBP_PYRAMIDAL_NEURON_DEVELOPMENT",0.391237678085749,-0.449443533088206,-0.840681211173955,6.02800115455306e-06,0.0063084959555235
"GOBP_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS",0.274454935736612,-0.283269775259204,-0.557724710995816,7.43374728082273e-06,0.0063084959555235
"GOBP_REGULATION_OF_TRANSMEMBRANE_TRANSPORT",0.18755775457077,-0.210826082132124,-0.398383836702894,1.87622719343092e-06,0.0063084959555235
"GOBP_RRNA_BASE_METHYLATION",-0.574367874383128,0.530863378965794,1.10523125334892,7.42954357308502e-06,0.0063084959555235
"GOBP_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL",0.488568023398357,-0.488974664902967,-0.977542688301324,1.88177389521509e-06,0.0063084959555235
"GOBP_NCRNA_EXPORT_FROM_NUCLEUS",-0.577860849990945,0.569831803623711,1.14769265361466,4.8417629613631e-06,0.0063084959555235
"GOBP_REGULATION_OF_SYNAPTIC_VESICLE_MEMBRANE_ORGANIZATION",0.464733667227558,-0.511476230417985,-0.976209897645544,9.93534317608748e-06,0.0063084959555235
"GOCC_NUCLEAR_BODY",-0.24538863277858,0.19818137218954,0.44357000496812,5.77547407798699e-06,0.0063084959555235
"GOCC_MAIN_AXON",0.320050779958042,-0.322515577066624,-0.642566357024666,8.9732337587592e-06,0.0063084959555235
"GOCC_DENDRITIC_TREE",0.21178450233796,-0.251692956847852,-0.463477459185812,1.00599310123012e-05,0.0063084959555235
