"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection"
"query_1",TRUE,0.000982915379288384,74,64,9,0.140625,0.121621621621622,"CORUM:306","CORUM","Ribosome, cytoplasmic",3383,183,"CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPS21,RPL31,RPS17,RPS8,RPL4,RPL23,RPL29,RPL36A,RPS3"
"query_1",TRUE,0.00322291557391652,93,64,9,0.140625,0.0967741935483871,"CORUM:3055","CORUM","Nop56p-associated pre-rRNA complex",3383,1362,"CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPL31,RPS17,NAP1L1,RPS8,RPL4,RPL23,RPL29,RPL36A,IGF2BP1"
"query_1",TRUE,0.0157408603528304,2,64,2,0.03125,1,"CORUM:180","CORUM","PNUTS-PP1 complex",3383,91,"CORUM,CORUM","PPP1R10,PPP1CA"
"query_1",TRUE,0.0255536700778991,43,64,5,0.078125,0.116279069767442,"CORUM:308","CORUM","60S ribosomal subunit, cytoplasmic",3383,184,"CORUM,CORUM,CORUM,CORUM,CORUM","RPL31,RPL4,RPL23,RPL29,RPL36A"
"query_1",TRUE,0.0255536700778991,3,64,2,0.03125,0.666666666666667,"CORUM:520","CORUM","KCNQ1 macromolecular complex",3383,291,"CORUM,CORUM","KCNQ1,PPP1CA"
"query_1",TRUE,0.0255536700778991,3,64,2,0.03125,0.666666666666667,"CORUM:6528","CORUM","FLRT3-LPHN3-UNC5D complex",3383,2203,"CORUM,CORUM","ADGRL3,UNC5D"
"query_1",TRUE,0.0371412447501371,29,64,4,0.0625,0.137931034482759,"CORUM:338","CORUM","40S ribosomal subunit, cytoplasmic",3383,199,"CORUM,CORUM,CORUM,CORUM","RPS21,RPS17,RPS8,RPS3"
"query_1",TRUE,0.0418510519759934,31,64,4,0.0625,0.129032258064516,"CORUM:305","CORUM","40S ribosomal subunit, cytoplasmic",3383,182,"CORUM,CORUM,CORUM,CORUM","RPS21,RPS17,RPS8,RPS3"
"query_1",TRUE,1.39035423455828e-17,1517,323,77,0.238390092879257,0.050758075148319,"GO:0048699","GO:BP","generation of neurons",21017,12956,"ISS IEA,IEA,IEA,IEA,IEA,IEA,IMP,IMP ISS IBA IEA,IBA,IBA TAS IEA,IDA,IEA,ISS,IEA,IBA,IEA,ISS,ISS IBA,ISS,IEA,ISS IBA IEA,IMP IBA TAS IEA,IBA IEA,IEA,IMP ISS IBA,ISS NAS,IDA IMP,IEA,IBA,ISS IEA,IBA IEA,IEP ISS IBA,ISS IEA,IDA IMP,IBA,TAS,ISS IBA,ISS IEA,IEA,ISS IEA,IBA,IBA IEA,ISS,IMP ISS,IEA,IBA,ISS IEA,IMP,IBA,IBA,ISS IEA,ISS,ISS IBA TAS IEA,ISS IEA,ISS IEA,ISS,IDA ISS,IEA,IEA,ISS IBA IEA,IEA,IDA,IDA IEA,IEA,IBA IEA,IEA,IDA IBA IEA,IBA IEA,ISS IEA,IBA IEA,IDA ISS,IEA,IEA,IEA,ISS IBA IEA,IBA,IDA ISS IEA","ERBB4,LARGE1,NR2F1,NR2F2,CCND1,ZNF536,NELL2,TUBB3,IRX2,DCC,SYT1,CRABP2,AUTS2,ID3,BOC,THRB,ADGRL3,TENM3,SOX3,ZNF521,EPHA4,MAP1B,IRX3,PRTG,EPHA3,CNTNAP2,CPNE1,SFRP2,TENM2,FGF13,PBX3,EPHA5,NTNG1,MDK,IRX5,SPINK5,PAK1,SDK2,TCF12,MAP3K13,IRX1,ZFHX3,ZSWIM6,CTNNA2,IGF2BP1,ACTG1,POU3F2,PRDM12,PLXNA2,CDH2,FZD3,FZD7,UNC5C,GPC2,CUX2,FZD10,RAPGEF2,HCN1,FAT4,EPHB2,PTCH1,SYT2,SLC12A5,ADNP,GSX1,GFRA1,SLIT3,UNC5D,CRB2,EFNA5,CBFA2T2,KCNQ1,CXCR4,RND2,TIAM1,CASZ1,ROBO1"
"query_1",TRUE,1.92324961759007e-17,1434,323,74,0.229102167182663,0.0516039051603905,"GO:0030182","GO:BP","neuron differentiation",21017,6699,"ISS IEA,IEA,IEA,IEA,IMP,IMP ISS IBA IEA,IBA,IBA TAS IEA,IDA,IEA,ISS,IEA,IBA,IEA,ISS IBA,ISS,IEA,ISS IBA IEA,IMP IBA TAS IEA,IBA IEA,IEA,IMP ISS IBA,ISS NAS,IDA IMP,IEA,IBA,ISS,IBA IEA,IEP ISS IBA,ISS IEA,IDA IMP,IBA,TAS,ISS IBA,ISS IEA,IEA,ISS IEA,IBA,IBA IEA,ISS,IMP ISS,IEA,IBA,ISS IEA,IMP,IBA,IBA,ISS IEA,ISS,ISS IBA TAS IEA,ISS IEA,ISS IEA,ISS,IDA ISS,IEA,IEA,ISS IBA IEA,IEA,IDA,IDA IEA,IEA,IBA IEA,IEA,IDA IBA IEA,IBA IEA,ISS IEA,IBA IEA,IDA ISS,IEA,IEA,IEA,ISS IBA IEA,IBA,IDA ISS IEA","ERBB4,NR2F1,CCND1,ZNF536,NELL2,TUBB3,IRX2,DCC,SYT1,CRABP2,AUTS2,ID3,BOC,THRB,TENM3,SOX3,ZNF521,EPHA4,MAP1B,IRX3,PRTG,EPHA3,CNTNAP2,CPNE1,SFRP2,TENM2,FGF13,PBX3,EPHA5,NTNG1,MDK,IRX5,SPINK5,PAK1,SDK2,TCF12,MAP3K13,IRX1,ZFHX3,ZSWIM6,CTNNA2,IGF2BP1,ACTG1,POU3F2,PRDM12,PLXNA2,CDH2,FZD3,FZD7,UNC5C,GPC2,CUX2,FZD10,RAPGEF2,HCN1,FAT4,EPHB2,PTCH1,SYT2,SLC12A5,ADNP,GSX1,GFRA1,SLIT3,UNC5D,CRB2,EFNA5,CBFA2T2,KCNQ1,CXCR4,RND2,TIAM1,CASZ1,ROBO1"
"query_1",TRUE,5.61134567513448e-17,3985,323,132,0.408668730650155,0.0331242158092848,"GO:0048731","GO:BP","system development",21017,12988,"IDA IMP IBA IEA,ISS IBA IEA,IEA,IEA,IEA,IEA,IMP IEA,IEA,IEA,IMP IEA,IDA IMP ISS IBA IEA,IBA IEA,IBA TAS IEA,IDA,ISS IEA,IEA,ISS,IMP,IEA,IBA,IEA,IEA,ISS IBA,IMP ISS IBA,IEA,IEA,IMP,ISS TAS,ISS IEA,IEA,ISS NAS IEA,ISS IBA IEA,IMP IBA TAS IEA,ISS IBA IEA,IEA,IMP ISS IBA,IEP ISS TAS NAS,ISS IEA,IDA IMP,IMP ISS IEA,IBA,IEA,ISS IEA,ISS TAS IEA,IBA IEA,IMP,IEP ISS IBA IEA,ISS IEA,IDA IMP ISS NAS IEA,IMP IBA,IBA TAS,IEA,ISS IBA,TAS,IDA IMP ISS IEA,IMP IEA,ISS IEA,IEA,ISS IEA,IBA IEA,TAS,IBA IEA,ISS IEA,IMP,IEA,IMP ISS,IBA IEA,IMP IBA,ISS IEA,IEA,IMP IBA IEA,IMP,IBA IEA,IMP IEA,ISS IBA IEA,IEA,IDA ISS IBA TAS IEA,IEA,ISS TAS IEA,IEA,ISS TAS IEA,IEA,IGI ISS,IDA ISS IBA TAS IEA,ISS IEA,ISS IEA,ISS,IDA ISS IEA,IMP,IEA,IBA,IEA,ISS IEA,IEA,ISS IBA TAS IEA,IMP IEP ISS IEA,IMP IEA,ISS IEA,ISS,IEP ISS IEA,IEA,ISS,IDA,IEA,IDA IEA,IBA,IEA,IDA ISS IBA IEA,IEA,IBA IEA,TAS IEA,IBA IEA,IEA,IEP ISS IEA,IEA,IDA IEP ISS IBA IEA,IBA IEA,IMP ISS IEA,IEA,ISS IEA,IDA IMP IEA,IBA TAS IEA,IDA ISS IEA,IEA,IMP ISS IBA IEA,IEA,ISS IBA IEA,IEA,IBA,IBA,IDA IMP ISS TAS IEA,ISS IEA","GREB1L,ERBB4,LARGE1,MUSTN1,PAX3,NR2F1,NR2F2,CCND1,ZNF536,NELL2,TUBB3,IRX2,DCC,SYT1,CEMIP2,CRABP2,AUTS2,CD24,ID3,BOC,LGR4,THRB,ADGRL3,TENM3,PCDH17,TFDP2,RARRES2,SOX3,PCDH18,ZNF521,NES,EPHA4,MAP1B,IRX3,PRTG,EPHA3,CNTNAP2,NAP1L1,CPNE1,SFRP2,TENM2,FST,NPPC,FGF13,PBX3,BTG1,EPHA5,NTNG1,MDK,IRX5,SPINK5,NAV2,PAK1,TAGLN3,ZBTB16,SLC2A1,SDK2,TCF12,MAP3K13,IRX1,ID1,ZFHX3,ZSWIM6,SMOC1,HES4,CTNNA2,IGF2BP1,ACTG1,POU3F2,SALL4,PRDM12,CTNNBL1,PLXNA2,ACKR3,CDH2,HS3ST3A1,NRG1,HS3ST3B1,FZD3,LRRN1,SCN8A,CBLB,FZD7,UNC5C,GPC2,CUX2,FZD10,RAPGEF2,TSPAN18,PLK2,IGF2BP3,HCN1,FAT4,MAN2A1,EPHB2,PTCH1,CLP1,NXN,CXADR,TFAP2B,CPS1,PODXL,SYT2,CCN2,SLC12A5,GPC4,IDH1,ANGPT1,ADNP,GSX1,HDAC4,GFRA1,ASXL1,FBN2,ASS1,SLIT3,UNC5D,CITED2,WLS,CRB2,PRKX,EFNA5,CBFA2T2,KCNQ1,CXCR4,RND2,TIAM1,PPP1CA,PDLIM7,CASZ1,ROBO1,ACVR2B"
"query_1",TRUE,1.12866054127587e-16,2541,323,100,0.309597523219814,0.0393545848091303,"GO:0007399","GO:BP","nervous system development",21017,2898,"ISS IBA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IMP IEA,IDA IMP ISS IBA IEA,IBA,IBA TAS IEA,IDA,IEA,ISS,IEA,IBA,IEA,ISS IBA,ISS IBA,IEA,ISS TAS,ISS IEA,IEA,ISS NAS IEA,ISS IBA IEA,IMP IBA TAS IEA,IBA IEA,IEA,IMP ISS IBA,IEP ISS TAS NAS,ISS IEA,IDA IMP,IEA,IBA,ISS TAS IEA,IBA IEA,IEP ISS IBA IEA,ISS IEA,IDA IMP ISS NAS IEA,IBA,IBA TAS,IEA,ISS IBA,TAS,ISS IEA,IMP IEA,ISS IEA,IEA,ISS IEA,IBA,IBA IEA,ISS IEA,IEA,IMP ISS,IBA IEA,IBA,ISS IEA,IEA,IMP IBA IEA,IBA IEA,IMP IEA,ISS IBA IEA,IBA TAS IEA,ISS TAS IEA,IEA,ISS TAS IEA,ISS,IDA ISS IBA TAS IEA,ISS IEA,ISS IEA,ISS,IDA ISS IEA,IBA,IEA,ISS IEA,IEA,ISS IBA TAS IEA,IMP ISS IEA,IMP IEA,ISS IEA,IDA,IDA IEA,IBA,IEA,IBA IEA,TAS,IBA IEA,IDA IBA IEA,IBA IEA,IEA,IEA,ISS IEA,IBA TAS IEA,IDA ISS,IEA,ISS IBA IEA,IEA,ISS IBA IEA,IBA,IDA ISS TAS IEA","ERBB4,LARGE1,PAX3,NR2F1,NR2F2,CCND1,ZNF536,NELL2,TUBB3,IRX2,DCC,SYT1,CRABP2,AUTS2,ID3,BOC,THRB,ADGRL3,TENM3,PCDH17,SOX3,PCDH18,ZNF521,NES,EPHA4,MAP1B,IRX3,PRTG,EPHA3,CNTNAP2,NAP1L1,CPNE1,SFRP2,TENM2,FGF13,PBX3,EPHA5,NTNG1,MDK,IRX5,SPINK5,NAV2,PAK1,TAGLN3,ZBTB16,SLC2A1,SDK2,TCF12,MAP3K13,IRX1,ZFHX3,ZSWIM6,HES4,CTNNA2,IGF2BP1,ACTG1,POU3F2,SALL4,PRDM12,PLXNA2,ACKR3,CDH2,NRG1,FZD3,LRRN1,SCN8A,FZD7,UNC5C,GPC2,CUX2,FZD10,RAPGEF2,IGF2BP3,HCN1,FAT4,MAN2A1,EPHB2,PTCH1,CLP1,TFAP2B,SYT2,SLC12A5,GPC4,ADNP,GSX1,HDAC4,GFRA1,SLIT3,UNC5D,CITED2,WLS,CRB2,EFNA5,CBFA2T2,KCNQ1,CXCR4,RND2,TIAM1,CASZ1,ROBO1"
"query_1",TRUE,2.02981350375953e-16,1746,323,80,0.247678018575851,0.0458190148911798,"GO:0022008","GO:BP","neurogenesis",21017,6562,"ISS IBA IEA,IEA,IEA,IEA,IEA,IEA,IMP,IMP ISS IBA IEA,IBA,IBA TAS IEA,IDA,IEA,ISS,IEA,IBA,IEA,ISS,ISS IBA,ISS,IEA,ISS IBA IEA,IMP IBA TAS IEA,IBA IEA,IEA,IMP ISS IBA,ISS NAS,ISS IEA,IDA IMP,IEA,IBA,ISS IEA,IBA IEA,IEP ISS IBA,ISS IEA,IDA IMP ISS IEA,IBA,TAS,IEA,ISS IBA,ISS IEA,IEA,ISS IEA,IBA,IBA IEA,ISS,IMP ISS,IEA,IBA,ISS IEA,IMP IBA IEA,IBA,ISS IBA IEA,ISS IEA,ISS,ISS IBA TAS IEA,ISS IEA,ISS IEA,ISS,IDA ISS,IEA,ISS IEA,IEA,ISS IBA IEA,IEA,IDA,IDA IEA,IEA,IBA IEA,IEA,IDA IBA IEA,IBA IEA,ISS IEA,IBA IEA,IDA ISS,IEA,ISS IBA IEA,IEA,ISS IBA IEA,IBA,IDA ISS IEA","ERBB4,LARGE1,NR2F1,NR2F2,CCND1,ZNF536,NELL2,TUBB3,IRX2,DCC,SYT1,CRABP2,AUTS2,ID3,BOC,THRB,ADGRL3,TENM3,SOX3,ZNF521,EPHA4,MAP1B,IRX3,PRTG,EPHA3,CNTNAP2,NAP1L1,CPNE1,SFRP2,TENM2,FGF13,PBX3,EPHA5,NTNG1,MDK,IRX5,SPINK5,NAV2,PAK1,SDK2,TCF12,MAP3K13,IRX1,ZFHX3,ZSWIM6,CTNNA2,IGF2BP1,ACTG1,POU3F2,PRDM12,PLXNA2,CDH2,FZD3,FZD7,UNC5C,GPC2,CUX2,FZD10,RAPGEF2,HCN1,FAT4,MAN2A1,EPHB2,PTCH1,SYT2,SLC12A5,ADNP,GSX1,GFRA1,SLIT3,UNC5D,CRB2,EFNA5,CBFA2T2,KCNQ1,CXCR4,RND2,TIAM1,CASZ1,ROBO1"
