"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection"
"query_1",TRUE,0.0176347625184751,93,90,10,0.111111111111111,0.10752688172043,"CORUM:3055","CORUM","Nop56p-associated pre-rRNA complex",3383,1362,"CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPS8,RPL29,RPS6,RPL23,RPS23,RPL36A,RPL23A,NAP1L1,IGF2BP1,ACTA2"
"query_1",TRUE,0.0176347625184751,74,90,9,0.1,0.121621621621622,"CORUM:306","CORUM","Ribosome, cytoplasmic",3383,183,"CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM,CORUM","RPS8,RPL29,RPS21,RPS6,RPL23,RPS23,RPL36A,RPS3,RPL23A"
"query_1",TRUE,0.0250033893483339,2,90,2,0.0222222222222222,1,"CORUM:3087","CORUM","CCND1-CDK6 complex",3383,1387,"CORUM,CORUM","CCND1,CDK6"
"query_1",TRUE,0.0250033893483339,2,90,2,0.0222222222222222,1,"CORUM:1633","CORUM","CyclinD1-CDK4-CDK6 complex",3383,797,"CORUM,CORUM","CCND1,CDK6"
"query_1",TRUE,0.0250033893483339,2,90,2,0.0222222222222222,1,"CORUM:3027","CORUM","TGF-beta receptor II-TGF-beta receptor I-TGF-beta1 complex",3383,1340,"CORUM,CORUM","TGFBR1,TGFBR2"
"query_1",TRUE,0.0250033893483339,2,90,2,0.0222222222222222,1,"CORUM:3028","CORUM","TGF-beta receptor II-TGF-beta receptor I-TGF-beta3 complex",3383,1341,"CORUM,CORUM","TGFBR1,TGFBR2"
"query_1",TRUE,0.0250033893483339,2,90,2,0.0222222222222222,1,"CORUM:3031","CORUM","Microprocessor complex",3383,1342,"CORUM,CORUM","TGFBR1,TGFBR2"
"query_1",TRUE,0.0266998945460102,29,90,5,0.0555555555555556,0.172413793103448,"CORUM:338","CORUM","40S ribosomal subunit, cytoplasmic",3383,199,"CORUM,CORUM,CORUM,CORUM,CORUM","RPS8,RPS21,RPS6,RPS23,RPS3"
"query_1",TRUE,0.0325612853844047,31,90,5,0.0555555555555556,0.161290322580645,"CORUM:305","CORUM","40S ribosomal subunit, cytoplasmic",3383,182,"CORUM,CORUM,CORUM,CORUM,CORUM","RPS8,RPS21,RPS6,RPS23,RPS3"
"query_1",TRUE,0.0396892469557006,3,90,2,0.0222222222222222,0.666666666666667,"CORUM:7564","CORUM","LGR5-RNF43-RSPO1 complex",3383,2897,"CORUM,CORUM","LGR5,RNF43"
"query_1",TRUE,0.0396892469557006,3,90,2,0.0222222222222222,0.666666666666667,"CORUM:5735","CORUM","TGF-beta receptor-SMAD3 complex",3383,1793,"CORUM,CORUM","TGFBR1,TGFBR2"
"query_1",TRUE,0.0396892469557006,3,90,2,0.0222222222222222,0.666666666666667,"CORUM:6528","CORUM","FLRT3-LPHN3-UNC5D complex",3383,2203,"CORUM,CORUM","ADGRL3,UNC5D"
"query_1",TRUE,0.0396892469557006,3,90,2,0.0222222222222222,0.666666666666667,"CORUM:1779","CORUM","TGF-beta-receptor-PAR6 complex",3383,829,"CORUM,CORUM","TGFBR1,TGFBR2"
