"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.313865450531507,0.358710348962242,0.672575799493748,7.28499545401285e-07,0.00766235821853071
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.286793944828181,0.351599997716417,0.638393942544598,0.000114835870066207,0.0367244605693786
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.556828295687381,0.59163442504566,1.14846272073304,0.000102632512243823,0.0367244605693786
"GOBP_CARBOHYDRATE_METABOLIC_PROCESS",0.119724337052382,-0.149785848325244,-0.269510185377626,7.93868077774427e-05,0.0367244605693786
"GOBP_LIPID_METABOLIC_PROCESS",0.13710350237113,-0.152278844564934,-0.289382346936065,3.24262166034647e-05,0.0367244605693786
"GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.239068239427063,0.241902208661777,0.48097044808884,0.000130459207672418,0.0367244605693786
"GOBP_AMINE_CATABOLIC_PROCESS",0.299925106446821,-0.297359754727988,-0.597284861174809,4.46651622639995e-05,0.0367244605693786
"GOBP_REGULATION_OF_CATABOLIC_PROCESS",-0.0611820825115943,0.048290345718492,0.109472428230086,7.39532001847439e-05,0.0367244605693786
"GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS",-0.505511246526916,0.496362652490961,1.00187389901788,4.97649752606447e-05,0.0367244605693786
"GOBP_NEGATIVE_REGULATION_OF_SEROTONIN_SECRETION",0.509931302270038,-0.549086980477971,-1.05901828274801,3.83591810427107e-05,0.0367244605693786
"GOBP_MIDBRAIN_DEVELOPMENT",0.217236534895081,-0.277802956859718,-0.495039491754799,9.19085639728627e-05,0.0367244605693786
"GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE",0.522332899922334,-0.497458932524429,-1.01979183244676,0.000132982759677863,0.0367244605693786
"GOBP_METHYLATION",-0.217503701757593,0.203926323501879,0.421430025259472,7.80004913249686e-05,0.0367244605693786
"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",-0.201449682209898,0.219175176824099,0.420624859033997,0.000115358566941341,0.0367244605693786
"GOBP_RESPONSE_TO_CADMIUM_ION",0.120885792031879,-0.193834198017203,-0.314719990049082,1.42899125148215e-05,0.0367244605693786
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_SECRETION",0.154403864122317,-0.155190554835604,-0.309594418957922,0.00014664644836603,0.0367244605693786
"GOBP_NUCLEAR_EXPORT",-0.261442735631136,0.274002571244621,0.535445306875757,0.000145445405343405,0.0367244605693786
"GOBP_SPINDLE_ASSEMBLY",-0.15560313275289,0.184240374045958,0.339843506798849,0.000104645938667767,0.0367244605693786
"GOBP_INTESTINAL_EPITHELIAL_CELL_MATURATION",-0.53149739197547,0.567181231095968,1.09867862307144,0.000116666125454722,0.0367244605693786
"GOBP_RETINA_VASCULATURE_MORPHOGENESIS_IN_CAMERA_TYPE_EYE",0.457111677744924,-0.521448321438199,-0.978559999183124,0.000120986323659337,0.0367244605693786
"GOBP_RNA_SURVEILLANCE",-0.482479398362392,0.44095321321477,0.923432611577162,6.38589168365488e-05,0.0367244605693786
"GOBP_HISTONE_MRNA_CATABOLIC_PROCESS",-0.459721741185152,0.416003905251218,0.87572564643637,4.2985236524162e-05,0.0367244605693786
"GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING",0.498658751486187,-0.534945318760341,-1.03360407024653,9.64574063668803e-05,0.0367244605693786
