"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_REGULATION_OF_MRNA_EXPORT_FROM_NUCLEUS",-0.557027546928879,0.522734956051428,1.07976250298031,9.89906878399182e-07,0.0045331065934849
"GOBP_MITOCHONDRIAL_TRANSLATION",-0.354023328701713,0.351309833150583,0.705333161852297,2.00675334274442e-06,0.0045331065934849
"GOBP_MITOCHONDRIAL_GENE_EXPRESSION",-0.324094388254707,0.338200681360403,0.66229506961511,1.92916955521104e-06,0.0045331065934849
"GOCC_PROTEASOME_COMPLEX",-0.434528434914172,0.392747437482325,0.827275872396497,2.41692301211312e-06,0.0045331065934849
"GOCC_U2_TYPE_SPLICEOSOMAL_COMPLEX",-0.430712943079995,0.434214623901682,0.864927566981678,1.68601957841565e-06,0.0045331065934849
"GOCC_PEPTIDASE_COMPLEX",-0.287334068631895,0.283183925563666,0.570517994195561,2.58615950945226e-06,0.0045331065934849
"GOBP_REGULATION_OF_LONG_TERM_NEURONAL_SYNAPTIC_PLASTICITY",0.379080866329521,-0.410290209725183,-0.789371076054704,3.07950984836264e-06,0.00454151351260159
"GOCC_ORGANELLAR_RIBOSOME",-0.345485325264262,0.335101557035903,0.680586882300166,3.45460759730082e-06,0.00454151351260159
"GOBP_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_I",-0.449372861961155,0.432277352940129,0.881650214901284,4.42844821443655e-06,0.00469413967568165
"GOBP_NEGATIVE_CHEMOTAXIS",0.497221735865741,-0.494921436921923,-0.992143172787664,4.46338278566288e-06,0.00469413967568165
"GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY",0.279607678509014,-0.247081582680205,-0.526689261189219,6.73054031284755e-06,0.00643500840638343
"GOMF_EXONUCLEASE_ACTIVITY",-0.260878906599336,0.263997496273729,0.524876402873066,1.09757554556162e-05,0.00961933501055967
"GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS",-0.389074824003266,0.390050153024494,0.77912497702776,1.78158345131403e-05,0.0127406024856623
"GOBP_POSITIVE_REGULATION_OF_NEUROGENESIS",0.12677607731564,-0.102916775783078,-0.229692853098719,2.04001557336556e-05,0.0127406024856623
"GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT",-0.239711246808401,0.244909262989188,0.484620509797589,2.42078269142753e-05,0.0127406024856623
"GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION",-0.352335523548875,0.353240066137725,0.7055755896866,2.66514457245004e-05,0.0127406024856623
"GOCC_LARGE_RIBOSOMAL_SUBUNIT",-0.441205292174766,0.455153367063773,0.896358659238539,2.55260284300069e-05,0.0127406024856623
"GOCC_ENVELOPE",-0.121654124166317,0.115710464761357,0.237364588927674,1.79035417379359e-05,0.0127406024856623
"GOCC_ENDOPEPTIDASE_COMPLEX",-0.36550045072558,0.342811746470383,0.708312197195963,2.39886068421199e-05,0.0127406024856623
"GOMF_NUCLEASE_ACTIVITY",-0.23784851911599,0.220982121360492,0.458830640476482,1.91793339749795e-05,0.0127406024856623
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_RNA",-0.305204674323652,0.300689003221241,0.605893677544893,2.32378733955544e-05,0.0127406024856623
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_TRNA",-0.312596832723962,0.288558198362767,0.601155031086729,2.58712608863546e-05,0.0127406024856623
"GOBP_RECOMBINATIONAL_REPAIR",-0.239099929191766,0.248751264695506,0.487851193887272,3.12890548142466e-05,0.0143072604122362
"GOBP_POSITIVE_REGULATION_OF_MACROMOLECULE_BIOSYNTHETIC_PROCESS",-0.124294205869965,0.121582446929251,0.245876652799215,3.82603977674861e-05,0.0143708786900233
"GOBP_PEPTIDYL_LYSINE_MODIFICATION",-0.234132392667582,0.221649050838813,0.455781443506396,3.65062958209617e-05,0.0143708786900233
"GOCC_NUCLEAR_CHROMOSOME",-0.28529046153102,0.259624905647819,0.544915367178839,3.3329676527035e-05,0.0143708786900233
"GOCC_CATALYTIC_STEP_2_SPLICEOSOME",-0.421424996182768,0.439396866242888,0.860821862425656,3.82023551573524e-05,0.0143708786900233
"GOCC_RIBONUCLEOPROTEIN_COMPLEX",-0.363158448216662,0.355143964542919,0.718302412759581,3.80594305031697e-05,0.0143708786900233
"GOBP_GRANULOCYTE_DIFFERENTIATION",-0.13826511203755,0.139095601392251,0.277360713429802,4.17904297386877e-05,0.0151555155021303
"GOCC_SM_LIKE_PROTEIN_FAMILY_COMPLEX",-0.379194182044172,0.352131234526484,0.731325416570656,4.45192728730968e-05,0.0156069730935453
"GOCC_NUCLEAR_BODY",-0.233404515645886,0.238132487114015,0.471537002759901,4.67769584882939e-05,0.0158694604006899
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.492881661867606,0.523115772432299,1.01599743429991,6.21069205703042e-05,0.0164555660429693
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.27286811841116,0.272890060930158,0.545758179341318,6.72805305550708e-05,0.0164555660429693
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.332371114938553,0.325317581141796,0.657688696080349,5.28229406152838e-05,0.0164555660429693
"GOBP_AMINOGLYCAN_BIOSYNTHETIC_PROCESS",0.296561662389913,-0.32014552520141,-0.616707187591323,6.12371101903355e-05,0.0164555660429693
"GOBP_TRNA_METABOLIC_PROCESS",-0.336909006944574,0.324168137628663,0.661077144573236,5.194112085797e-05,0.0164555660429693
"GOBP_RRNA_TRANSCRIPTION",-0.407592970024219,0.376958048717576,0.784551018741795,6.0192492276481e-05,0.0164555660429693
"GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",-0.210629951563455,0.203758810869889,0.414388762433344,5.73036227680235e-05,0.0164555660429693
"GOBP_DNA_LIGATION_INVOLVED_IN_DNA_REPAIR",-0.566265733234151,0.567589078624219,1.13385481185837,6.64697751422597e-05,0.0164555660429693
"GOBP_CHROMOSOME_ORGANIZATION",-0.278543484746978,0.268975747813628,0.547519232560606,6.48847369508279e-05,0.0164555660429693
"GOBP_GANGLION_DEVELOPMENT",0.474965339063162,-0.451374213261068,-0.926339552324231,6.5757960381003e-05,0.0164555660429693
"GOCC_PRP19_COMPLEX",-0.51254158528358,0.563647018733765,1.07618860401734,5.66448237487162e-05,0.0164555660429693
"GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING",-0.315717705428847,0.349268017586411,0.664985723015258,6.22207608467358e-05,0.0164555660429693
"GOBP_AXONAL_FASCICULATION",0.443311045015347,-0.444994910007095,-0.888305955022442,7.20790153758588e-05,0.0166063823024992
"GOBP_REGULATION_OF_CHROMOSOME_ORGANIZATION",-0.310204387678867,0.300864428538896,0.611068816217763,7.26341719040567e-05,0.0166063823024992
"GOBP_RNA_CAPPING",-0.400955891027354,0.412362772799156,0.81331866382651,7.19929047413696e-05,0.0166063823024992
"GOMF_5S_RRNA_BINDING",-0.54077360557942,0.554283362863623,1.09505696844304,7.55954319638787e-05,0.0169156842120024
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.257914177284467,0.256299634148558,0.514213811433025,0.000102249484192908,0.0172677978198468
"GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_ACETYLATION",-0.397450890306901,0.367592142433873,0.765043032740773,9.94378187936978e-05,0.0172677978198468
"GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",-0.216045136584319,0.222459620422914,0.438504757007233,9.93191259750985e-05,0.0172677978198468
"GOBP_NEURON_RECOGNITION",0.350107549552532,-0.351528173898393,-0.701635723450925,8.88991747323331e-05,0.0172677978198468
"GOBP_RNA_SPLICING",-0.299850018280191,0.292508537534073,0.592358555814264,8.4596903597714e-05,0.0172677978198468
"GOBP_HISTONE_MODIFICATION",-0.214137582330433,0.216464846683833,0.430602429014266,8.23081132601083e-05,0.0172677978198468
