"","22q002-A","22q002-B","22q002-C","22q002-128-OE-A","22q002-128-OE-B","22q002-128-OE-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",0.0304171914243955,0.150818961469345,-0.172911462683226,0.13750768318332,-0.0445419710931595,0.0474089101169563
"GOBP_REPRODUCTION",0.089702242083517,-0.0132635895334654,0.0218531881458957,0.0143946418023811,-0.0621807271694382,-0.0349652063150585
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.275935544013968,0.345394217043161,0.052291256277111,-0.314051850711411,-0.114207338538081,0.0174460943017587
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.0999801130317775,0.0154642136127202,-0.134147564476278,-0.0193673728670486,0.142674450205348,0.0919301429195458
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",0.0723248423625821,-0.225678235677355,0.434781138331676,-0.340388537970697,-0.0208689241765192,0.151189039586426
"GOBP_MITOTIC_SPINDLE_ELONGATION",0.221682912554747,0.12469489816726,0.30652528023055,-0.304317098736379,-0.0512941427116108,-0.348235356430325
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",0.306859895487496,-0.365611766446948,-0.209942577790674,0.41634616152696,-0.0438543482981,-0.138347642844857
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0.309313878145691,-0.434609251063821,0.0031111330775766,0.419788527632303,-0.46505687594491,-0.00360289609440032
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.331046578395239,0.246746441788465,0.0602918053832602,-0.370600833198453,0.0158907334539916,-0.273441800768754
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.00121018656136787,-0.0575138906327389,-0.0772255744569918,-0.00969197155434867,0.10363632356069,-0.012146515498695
"GOBP_UREA_CYCLE",-0.253242627091564,-0.423351443015331,-0.174649596514778,0.438060728397968,-0.0810567294130055,0.649083609645973
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.579527075927992,-0.153102294042821,0.342162103070599,0.052333053774328,-0.556323077271334,-0.0178903307882812
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",0.245503531310051,-0.0235011682484185,0.278082798529592,-0.362607346953045,0.0899615944352863,-0.211010135465908
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",0.14873374557656,0.0063399705305788,0.419738047763009,-0.538557690887659,0.149625380608544,-0.134061704045565
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",0.319336291498865,-0.170971623740387,-0.097373954493224,-0.160936529072358,0.260399762759227,-0.229883172556087
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.145391357705816,0.042297228678146,0.10952405066544,-0.130468917660918,0.0140426838839485,-0.117308271119603
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",0.0749683514185058,0.0591071437163859,0.279162857298283,-0.208373293212661,-0.145555964470071,-0.140780173346984
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.25823771276544,0.228931316581344,0.431330347980028,-0.147184843916958,-0.117346422753721,-0.189893769096895
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.0680456515901346,0.197881822606325,0.0751871403383273,-0.121337164888589,0.0299169682867001,-0.31811229910913
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.108982729694566,-0.180054190855768,-0.300330781946472,-0.0610105627845168,0.177402535749842,0.240116484815542
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.226484533174196,-0.27726129790528,-0.244900392243077,0.0306248460441572,0.439697483608585,0.198332627621416
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.093430980914328,-0.00335770345945127,-0.639523333674221,0.26105334322689,0.269782896634928,0.269025778697704
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.175679510500983,0.0480656846310492,0.309956673466353,0.074182714603398,-0.449950285880954,-0.0600932124515169
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.118806731805486,-0.0890233021479701,-0.0693039645166305,0.0806266970436381,0.136965316253521,0.0391886399572954
"GOBP_RRNA_MODIFICATION",0.069890080840019,-0.126681910018024,0.144249546657944,0.00656343085739947,-0.00620658790497747,-0.125384150435175
"GOBP_MAPK_CASCADE",0.0213432246556051,0.0504376532866277,0.0247409258991163,0.0215771471198285,-0.0549975887768824,-0.0780548630913926
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.205910312341801,-0.103244074366761,-0.085214412655121,0.278113345689434,0.157473487457723,-0.0990554468387617
"GOBP_PROTEIN_POLYUBIQUITINATION",0.0421619078065424,0.0833258820744425,-0.00126453457415607,-0.167155848651431,0.108049567432655,0.0108318196351854
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.111308396128468,0.26610816698747,-0.209588447834808,0.258880375308211,-0.340371834246544,-0.0704948121090567
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.0242310880849038,0.0441327060266361,-0.0202552957808361,0.0118649079860631,-0.00910030813668936,-0.0108179801015516
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.155118846006576,-0.336234538954832,0.12337910620472,0.373457005267389,0.17708530044845,-0.0641941249846037
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.0770391477172073,-0.167591348411765,-0.162472237545707,0.0975079961479528,0.170797489132827,0.0292246711226015
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.0674115599721499,0.0697705383693354,-0.351879714406803,0.0594292308374831,0.211035711944922,-0.241987139487282
"GOBP_MITOCHONDRIAL_FISSION",0.284527538688136,0.221507861227616,0.210016213068255,-0.47480446423037,-0.0774257149178244,-0.123670751182094
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.607104704351793,0.492944184914832,0.289375726537952,-0.105094008561272,-0.110210812638285,0.603814533441209
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.116386221674261,-0.0174828115743997,0.130798464293056,-0.26803054202535,0.107104103599867,0.115863164095072
