"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOCC_GOLGI_APPARATUS_SUBCOMPARTMENT",0.0827652847738049,-0.0952393742442145,-0.178004659018019,2.40131945012047e-06,0.0252618806152673
"GOBP_XMP_METABOLIC_PROCESS",0.55207487785259,-0.61310818683404,-1.16518306468663,7.08606406272284e-06,0.0372726969699222
"GOBP_MAINTENANCE_OF_LENS_TRANSPARENCY",0.510482834258436,-0.578708803440154,-1.08919163769859,1.07752345480296e-05,0.0377851558150906
"GOBP_EOSINOPHIL_ACTIVATION",0.602221116503018,-0.636552639365504,-1.23877375586852,2.73356231046166e-05,0.0548560653523791
"GOBP_CELLULAR_RESPONSE_TO_ALKALOID",0.386089662210655,-0.380914291821328,-0.767003954031983,3.03439679514036e-05,0.0548560653523791
"GOBP_RESPONSE_TO_L_GLUTAMATE",0.375868806034718,-0.334597423835197,-0.710466229869916,3.12867292884291e-05,0.0548560653523791
"GOBP_URONIC_ACID_METABOLIC_PROCESS",0.500395381186903,-0.47159649570934,-0.971991876896243,4.50132825240224e-05,0.0621087702992587
"GOBP_CHROMATIN_REMODELING",-0.183332469082574,0.161714118907896,0.34504658799047,9.89750517046438e-05,0.0621087702992587
"GOBP_DIENCEPHALON_DEVELOPMENT",0.348015352994922,-0.320218901250884,-0.668234254245806,0.000105478219257628,0.0621087702992587
"GOBP_FOREBRAIN_GENERATION_OF_NEURONS",0.301682906768339,-0.268540261335316,-0.570223168103655,5.6912095029033e-05,0.0621087702992587
"GOBP_POSITIVE_REGULATION_OF_BEHAVIOR",0.357686885803485,-0.393191561612167,-0.750878447415652,0.000123882398670859,0.0621087702992587
"GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_FORMATION",0.567438232212132,-0.526975251113471,-1.0944134833256,9.2874745833918e-05,0.0621087702992587
"GOBP_TRANS_SYNAPTIC_SIGNALING_BY_TRANS_SYNAPTIC_COMPLEX",0.212869624383251,-0.245488779711114,-0.458358404094366,0.000107122992488845,0.0621087702992587
"GOBP_FATTY_ACID_DERIVATIVE_BIOSYNTHETIC_PROCESS",0.241287966398016,-0.193293282175668,-0.434581248573685,0.000121087228168564,0.0621087702992587
"GOBP_L_GLUTAMINE_IMPORT_ACROSS_PLASMA_MEMBRANE",-0.556934832237039,0.617909225282077,1.17484405751912,0.000123981385578368,0.0621087702992587
"GOBP_POSITIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION",-0.469301862704214,0.563658118212741,1.03295998091696,5.10617307510735e-05,0.0621087702992587
