"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KLF10",4627.49629108623,4.54060683597667,0.0997096217729399,45.5383016727975,0,0
"KIF5B",15070.030623936,1.95707834331364,0.0632389915459551,30.9473363738169,2.75918545204763e-210,3.07980280157556e-206
"ATF3",1354.48737199352,3.07447233845129,0.10606500413012,28.9866800427362,9.68538310427236e-185,7.20721641399254e-181
"JUN",10087.9733755407,1.91264263473646,0.067893055318717,28.1714031834001,1.31058379644097e-174,7.31436816793705e-171
"AEN",1432.54363864381,2.64919082101222,0.0970952024217298,27.2844667392066,6.48469583797389e-164,2.89528699773858e-160
"TCHH",724.408379760517,3.33712123937417,0.136985006750898,24.361215278418,4.40958513042175e-131,1.64065964085892e-127
"NR1D1",495.131893643792,5.19395535337761,0.21495009229265,24.1635409316603,5.38049363254773e-129,1.71591628361422e-125
"TINCR",717.474962268268,3.37309905838507,0.145259301960253,23.2212258551817,2.77946050281584e-119,7.75608453310761e-116
"CREB5",1039.66902453343,2.43363602220492,0.11215850402647,21.6981854682242,2.13419716850071e-104,5.29375750995666e-101
"EDA2R",515.340417840567,3.40485382002997,0.15701067459725,21.6854925868181,2.81230706789325e-104,6.27819429836489e-101
"LHX9",6521.20482057391,-1.36464394585351,0.0631059944960055,-21.6246326003132,1.0535289780322e-103,2.13808917323552e-100
"KCTD12",3605.05704007569,-1.86506497138301,0.0899649253569839,-20.731023384751,1.81881007932087e-95,3.38359301756326e-92
"LMO3",3201.81099716167,-1.60665132861953,0.0794844289668529,-20.2134097143674,7.46113126060654e-91,1.28124841739831e-87
"EGR1",1453.25698475584,1.83300855310916,0.0913303294655702,20.0700967995541,1.34741887933055e-89,2.14855564729822e-86
"GPRC5C",739.359429652337,2.38026741750665,0.119916311419122,19.8494048836053,1.11513828918519e-87,1.65962314451801e-84
"CDKN1A",948.786718921022,2.25988682577161,0.114548366426769,19.7286691750107,1.223489630993e-86,1.70707390764299e-83
"SNHG1",1668.86458645261,1.6328254980781,0.087500478657617,18.6607607538609,1.03250770001309e-77,1.35586481735837e-74
"CSRNP1",873.408520970135,2.06685244993493,0.111647472747172,18.5123084211262,1.64306167075441e-76,2.03776159655119e-73
"ALOXE3",413.423384758006,3.00135178897473,0.165366985730595,18.1496432054723,1.2923758353376e-73,1.51847358674087e-70
"H2AJ",798.187499822653,2.34029612354255,0.13327070642376,17.5604691109022,4.94647442895391e-69,5.52125475759836e-66
"CRY1",1865.88940443391,1.4570294374315,0.0841845123632004,17.307571149731,4.12450237583353e-67,4.38454243038609e-64
"IQGAP2",617.226319762772,2.13578371949586,0.124494539250351,17.1556417844235,5.70364737939142e-66,5.78764654988792e-63
"TNFRSF10B",2043.02618841749,1.42486911006788,0.0845873480230448,16.8449436395582,1.14277805196618e-63,1.10919031443882e-60
"NES",14079.1494311231,1.36757072877257,0.0812265271926707,16.8365037388423,1.31797162686153e-63,1.22593327491903e-60
"MIR4435-2HG",652.640212710777,1.98994524536508,0.119590228487715,16.639697662,3.59428243648247e-62,3.20955044448139e-59
"CDKN2AIP",1667.07563926658,1.47535315267059,0.0890494348604809,16.5677991666327,1.19105945576269e-61,1.02266197270947e-58
"FSTL5",1205.16298140165,-1.62653514264801,0.100454484977913,-16.191762299171,5.76534373940104e-59,4.76687161623662e-56
"CDH20",856.311008052769,-2.13569479190704,0.132250988602443,-16.1488002053966,1.15792051443907e-58,9.23193484440633e-56
"MIDEAS",1725.04696350592,1.45036925400422,0.089829856283007,16.1457372194259,1.2168588881289e-58,9.36729579951363e-56
"ZNF274",1863.94827088775,1.36630547319216,0.0847390504168456,16.1236816611831,1.73931183608563e-58,1.29427991429252e-55
"AOC3",342.333001750126,3.7234484441493,0.2317650773854,16.0656147429736,4.44436352751503e-58,3.20051520607244e-55
"IRS2",3346.11497249374,1.1318479243874,0.0705067169623199,16.0530510162923,5.44217130724426e-58,3.79659475821628e-55
"SLC3A2",7221.64789572716,1.12742185341281,0.071689010976271,15.7265644770296,9.94633612114546e-56,6.72854568389246e-53
"RRN3",3907.22238962936,1.06841479221832,0.0681185055887003,15.6846481434783,1.92627533309446e-55,1.26476972164708e-52
"CALB1",1033.28083634897,-1.61616122653886,0.105404901921434,-15.3328848761086,4.61047162910098e-53,2.94069053280143e-50
"PER1",2589.79128299574,1.21870532387127,0.0803003148876268,15.1768436472104,5.03430651728443e-52,3.12182940810716e-49
"ATP1B2",3367.3684152128,-1.05708643317796,0.0698371475180974,-15.1364491641649,9.31068906334952e-52,5.61761682838418e-49
"SSTR1",325.35089011898,-2.72015858064885,0.179863261084641,-15.1234808278539,1.13387195275471e-51,6.66119933507793e-49
"P2RX3",5489.71486745558,-1.13137469716887,0.0758081754826577,-14.9241778998848,2.29445953906407e-50,1.31337217307862e-47
"ARRDC4",2757.64594776889,1.1889057681816,0.080163031485939,14.8310979031542,9.22123431294822e-50,5.1463708700564e-47
"CTNNAL1",606.523985931029,2.01912693029675,0.136719881109505,14.7683490792355,2.34384106319195e-49,1.27619287548042e-46
"GADD45A",1595.35175945558,1.41890795226502,0.0966473921771735,14.6812854470392,8.49643398746867e-49,4.51605696038692e-46
"FAM83G",384.197502080891,2.38589253021367,0.165138879573206,14.4477941014248,2.58843762901221e-47,1.34382050302485e-44
"DNTTIP2",4052.2058811174,1.00907737198403,0.070136259453986,14.3873850678627,6.20998013562849e-47,3.15071810335842e-44
"HRK",1128.33385503409,1.87100062010735,0.130068195095132,14.3847665352694,6.44953739257151e-47,3.19954383892814e-44
"FOSL2",769.985628546862,2.10467444328872,0.146391799864435,14.3769968347799,7.21584084434217e-47,3.50187893498032e-44
"PPM1D",1301.36317769646,1.52248811187434,0.105967225435332,14.367537751599,8.27202320724544e-47,3.92903502294782e-44
"PNN",8020.01014352956,0.86873887859229,0.0605244287741858,14.3535246211661,1.01257500233582e-46,4.7093175733635e-44
"TXLNG",2808.79029595157,1.0445574427377,0.0730629693429359,14.2966738435561,2.29520111970673e-46,1.04567489380272e-43
"CDH8",1088.65513477431,-1.53244264346576,0.107220914290893,-14.2923855257213,2.44102269861323e-46,1.08986781447684e-43
"RLF",3121.34368475226,1.07114733888701,0.0773042534333676,13.8562535864897,1.16603249609079e-43,5.10402145935898e-41
"MYH8",305.70575323918,3.15492581358744,0.228918918128596,13.7818483477855,3.27771337885137e-43,1.40714756672073e-40
"BRINP3",1602.30997048862,-1.22668263080582,0.0897245780702058,-13.6716455757083,1.49965013569665e-42,6.31663955269661e-40
"SH2D3C",1548.09582781018,1.29105432196929,0.0945044722278996,13.6613039735927,1.72860357662813e-42,7.14617523049007e-40
"SOX4",8113.86342567349,-0.927834058872847,0.0680265972460056,-13.6392836983674,2.33846196436975e-42,9.49160452592553e-40
"DUSP6",3188.79060452607,1.01679840878385,0.0748307333681592,13.5879786688888,4.71934596806212e-42,1.88133356055391e-39
"TNXB",289.975863689846,2.36770345168261,0.174298423290247,13.5841931727623,4.96978206735808e-42,1.94641078722284e-39
"NR1D2",1352.76381547241,1.69757601279473,0.125077415277785,13.5722025357222,5.85362414954057e-42,2.2530397502473e-39
"EPHA7",1439.3275714956,-1.36239957603875,0.101196734027589,-13.4628808837578,2.58632285778374e-41,9.78594431816344e-39
"PCDH17",5556.91900082571,-0.914609881462805,0.0680848914002602,-13.4333750506549,3.85436306376623e-41,1.43408001725862e-38
"CMYA5",218.03993343353,2.74372506174322,0.204488101205464,13.4175291646256,4.77365134656978e-41,1.74699987968563e-38
"RGS8",3007.39668875026,-1.17511965417298,0.0876327377546333,-13.4095965079084,5.31270794120632e-41,1.91291761418532e-38
"CACNG5",1296.06504394615,-1.41128748501691,0.105357167666667,-13.3952678899075,6.44430971794429e-41,2.28353603402204e-38
"SPATA18",213.787446370208,2.98124719126682,0.222958272118969,13.3713235348184,8.89439757915641e-41,3.10247705557949e-38
"CHST3",311.428640727913,2.73197196614326,0.204852539861163,13.3362855446891,1.42378975617774e-40,4.88995115644799e-38
"USP36",2333.33605702245,1.3787834577747,0.10431334418188,13.2177092833939,6.93437769378906e-40,2.3455007217598e-37
"H3-3B",20250.6672637653,0.810516028088851,0.0618383241479025,13.1070180063465,3.00170480703942e-39,1.00015012107982e-36
"ASIC4",1942.99339547181,-1.17269033465233,0.0898645134838833,-13.0495374557683,6.39343812870712e-39,2.09892812919497e-36
"DDX21",5259.27280681884,0.927372009548764,0.0711342802343334,13.0369212494142,7.54424073307892e-39,2.42143400754954e-36
"IER2",983.936957904415,1.38413396141886,0.106174289524008,13.0364325264063,7.59274236375504e-39,2.42143400754954e-36
"AMH",624.574252932578,1.79282541136154,0.137853214341088,13.0053217832525,1.14117544184286e-38,3.58811275545069e-36
"YTHDC1",7545.26804980444,0.781631966378434,0.0602894775960121,12.9646498451354,1.94114788806887e-38,6.01863686850686e-36
"SQSTM1",3309.83058033673,0.927824767359572,0.0725729598657239,12.7847171877274,1.99587503779053e-37,6.10354991008708e-35
"GPR35",180.174158371783,2.93007909622391,0.229372396373353,12.7743317964668,2.28098172163574e-37,6.88116702078328e-35
"TBX2",130.997598829491,3.89991092689433,0.30801395143244,12.661474938903,9.6665934683248e-37,2.8772937678251e-34
"DCAF4L1",130.381684847525,3.60854331498846,0.285304554966168,12.6480396200347,1.14701210695291e-36,3.36919714152853e-34
"EIF2AK3",1714.48236401234,1.04779886678568,0.0835902539414392,12.5349405867308,4.80721587821628e-36,1.37584983673462e-33
"RALYL",1790.42099451311,-1.21178654587019,0.0966672333951557,-12.535649395454,4.76442626317304e-36,1.37584983673462e-33
"NPFFR2",308.798501829751,2.53778145710776,0.202583002438366,12.5271193859408,5.30549055277573e-36,1.49923760886285e-33
"DIO3",404.991367706441,1.85696355100798,0.148514447026221,12.5035886285199,7.13558953860771e-36,1.99118626074848e-33
"MT-ND1",101805.302940053,-0.668499102169063,0.0535884204346753,-12.4746931659232,1.02600659499205e-35,2.82772484279045e-33
"SRRM2",17617.4120502634,0.830519295698808,0.0672370692386397,12.3521043540893,4.74536983802312e-35,1.29189800321985e-32
"SON",16125.828359852,0.970815839213296,0.0787099818096934,12.3340879630814,5.93572092272792e-35,1.59649438408407e-32
"RPRM",2410.74203338235,-1.13467981608209,0.0921733853529472,-12.3102760274803,7.97499710153488e-35,2.11945042017458e-32
"KLF11",887.08799580868,1.27695932176917,0.104359587360389,12.2361476704521,1.99268192853524e-34,5.23348604383774e-32
"SF3A1",5852.69459524471,0.78395761384835,0.064262119860995,12.1993736830363,3.13223890499367e-34,8.13070945524171e-32
"EEF1A1P5",6221.39886258241,-0.846609017941613,0.0696601550498193,-12.1534185121485,5.50161269502653e-34,1.4117011701583e-31
"TAF3",1227.70614070684,1.21670713017027,0.100492257165205,12.1074714061806,9.64209150449587e-34,2.44602330393598e-31
"XPC",1248.60577986052,1.11563284124972,0.0925577500244989,12.0533703655764,1.86178431267629e-33,4.66994078608825e-31
"SNN",13719.9027115152,-0.725049446479366,0.0602651410534218,-12.03099227523,2.44207937320356e-33,6.05744221415515e-31
"MSANTD4",6115.53961799315,0.889294238704797,0.0740651864444267,12.0069128479419,3.26818898409611e-33,8.01747811878698e-31
"PDZRN4",708.724224479661,-1.52265915019278,0.127428512650552,-11.9491244033302,6.56128584310416e-33,1.5921102734941e-30
"HLF",267.253867876107,2.64997460552692,0.222284949289131,11.9215206157752,9.14244722471812e-33,2.17123395579369e-30
