"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,0.20608256599396,0.246,0.63,0,0,"SF3B1"
0,0.104537544574865,0.232,0.614,0,0,"ZNF644"
0,0.202454045768468,0.26,0.638,0,0,"SYT11"
0,0.182003116717948,0.192,0.548,0,0,"YME1L1"
0,0.187198748261213,0.18,0.525,0,0,"NDUFA10"
0,0.54107247106833,0.223,0.561,0,0,"PPP2R1A"
0,0.203987186451312,0.178,0.512,0,0,"GOLGB1"
0,0.249014051747951,0.199,0.503,0,0,"LRBA"
0,0.166892840782203,0.123,0.424,0,0,"MAPKAP1"
0,0.102005168010259,0.135,0.435,0,0,"GON4L"
0,0.351169378383873,0.167,0.463,0,0,"LRPPRC"
0,0.404225529451142,0.154,0.441,0,0,"SNRNP200"
0,0.203444174702733,0.149,0.431,0,0,"RARS2"
0,0.328322074590602,0.148,0.428,0,0,"AKAP8L"
0,0.378118805411336,0.127,0.404,0,0,"RIF1"
0,0.353288623881867,0.131,0.404,0,0,"HIF1A"
0,0.283977098458121,0.104,0.374,0,0,"TRIM37"
0,0.206757762927724,0.115,0.377,0,0,"RAP1A"
0,0.267042227046259,0.115,0.368,0,0,"DDX42"
0,0.17600161964772,0.115,0.357,0,0,"PPP4R3A"
0,0.378106744598905,0.108,0.349,0,0,"RNF216"
0,0.196789200906552,0.107,0.347,0,0,"YTHDF3"
0,0.182431377400475,0.091,0.321,0,0,"TUBGCP2"
0,0.106219580874681,0.086,0.308,0,0,"ATG5"
0,5.11052388565819,0.146,0.015,0,0,"DLX6-AS1"
1.65270137462255e-307,0.28205579420812,0.119,0.365,6.38041892686781e-303,0,"MDM4"
1.91953918409131e-303,0.14234569791298,0.083,0.3,7.41057297420136e-299,0,"SAMD4B"
1.849882063215e-299,0.115906753848786,0.1,0.326,7.14165469315296e-295,0,"TXLNG"
4.30118835161983e-296,0.419070231689457,0.11,0.342,1.66051677502636e-291,0,"PTPN11"
1.78185277703882e-295,0.333199145872996,0.085,0.301,6.87902083103605e-291,0,"MGA"
1.13807378168153e-294,0.42374384550036,0.115,0.352,4.39364764155972e-290,0,"AP1G1"
6.03684701673853e-294,0.256664201140122,0.091,0.31,2.33058515928208e-289,0,"LARP4"
1.84606581345122e-286,0.345652597975901,0.105,0.331,7.12692167940976e-282,0,"LARP4B"
2.50598744186661e-286,0.294521475980466,0.097,0.315,9.67461511807021e-282,0,"SAFB2"
6.28733610626505e-274,0.275426615434034,0.106,0.327,2.42728897718468e-269,0,"LTN1"
2.75834897688009e-273,0.24945723170213,0.117,0.342,1.06488820601433e-268,0,"NAPA"
5.01798797223643e-271,0.26435105291244,0.079,0.28,1.9372444365616e-266,0,"RPTOR"
1.43403322469864e-268,0.601726723778197,0.105,0.323,5.53622866727156e-264,0,"FAM168B"
5.99589555420516e-267,0.360397012489228,0.078,0.274,2.31477543765644e-262,0,"WIPF2"
6.85798523342027e-266,0.493963638598399,0.121,0.348,2.64759377921423e-261,0,"EPN1"
1.33196393138258e-258,0.234634366660869,0.075,0.266,5.14217995349559e-254,0,"KCTD20"
1.55926229013112e-256,0.416802803228236,0.082,0.276,6.01968799728019e-252,0,"GTF3C1"
9.5094912702699e-256,0.261543022473354,0.086,0.284,3.6712341998004e-251,0,"WDR6"
3.8465338690964e-254,0.15749286773278,0.09,0.288,1.48499286550336e-249,0,"MTERF4"
4.98255040526003e-254,0.320229781328403,0.1,0.305,1.92356340945469e-249,0,"ATG4B"
1.32906369554214e-252,0.18246378586746,0.083,0.276,5.13098330301e-248,0,"SDHAF2"
1.5585809617011e-251,0.152970623544509,0.078,0.267,6.01705766074326e-247,0,"DCAKD"
3.2326691723e-251,0.330869130758787,0.085,0.279,1.24800426065814e-246,0,"SUPT6H"
1.66051441380097e-249,0.694517846116537,0.114,0.328,6.41058194592003e-245,0,"CRK"
5.65812876177704e-249,0.321935579642602,0.089,0.285,2.18437718977164e-244,0,"USF2"
2.12796109512134e-244,0.37295650718658,0.064,0.24,8.21520660382544e-240,0,"TMCO3"
1.50411703607223e-238,0.513136069897786,0.101,0.3,5.80679422946044e-234,0,"EP400"
3.32777479035434e-236,0.314802245594327,0.087,0.275,1.2847207355642e-231,0,"UTP6"
5.8752463412753e-236,0.265429534351146,0.069,0.244,2.26819760251274e-231,0,"RAD17"
9.83586746507252e-235,0.461287581827493,0.104,0.303,3.7972349935659e-230,0,"TAF1"
7.28325063357918e-234,0.509051830914539,0.112,0.316,2.81177173959958e-229,0,"CCNL2"
2.11388770851489e-232,0.469949656231679,0.068,0.241,8.16087488749259e-228,0,"PIKFYVE"
9.84522049200778e-228,0.260041269306475,0.069,0.241,3.80084582314452e-223,0,"DPP8"
8.99810092350629e-225,0.234175545747262,0.067,0.234,3.47380684252884e-220,0,"SLC39A9"
5.57497844827583e-224,3.34012235094859,0.061,0.01,2.15227617974137e-219,0,"SCGN"
1.5135922396436e-212,0.562620577952284,0.054,0.208,5.84337420036809e-208,0,"PYGB"
3.13584494516021e-211,0.276568822611545,0.105,0.286,1.21062429952855e-206,0,"HIVEP2"
3.52472944111297e-210,0.529138916763466,0.073,0.239,1.36075704803607e-205,0,"UGGT1"
1.68372950637399e-209,0.276260677410049,0.061,0.218,6.50020613230741e-205,0,"DNM2"
8.71897946745032e-207,0.117010947424925,0.06,0.214,3.36604921320387e-202,0,"DDX19A"
3.1098361218895e-205,0.310481009894443,0.057,0.21,1.20058333321666e-200,0,"NPLOC4"
1.79443914829212e-201,0.399812770874921,0.065,0.22,6.92761177589658e-197,0,"NOLC1"
3.02448484672439e-199,0.118656748905384,0.052,0.198,1.16763261992642e-194,0,"GFM2"
2.08799840769435e-195,0.30538980401975,0.066,0.22,8.06092665274481e-191,0,"ARFGAP2"
2.67022450549584e-195,0.185121749371798,0.056,0.201,1.03086687259172e-190,0,"GDAP2"
4.92738327242744e-195,0.189108149351275,0.052,0.196,1.90226558615334e-190,0,"WWP2"
1.66492388907854e-193,0.341344104966554,0.068,0.221,6.42760516617661e-189,0,"DNASE1"
5.76173663009282e-192,0.362261807406542,0.068,0.221,2.22437604341363e-187,0,"ELP3"
1.23676572985483e-191,0.477198075153935,0.072,0.227,4.77465777667755e-187,0,"DNAJC13"
1.27385096852128e-189,0.410362528546337,0.065,0.215,4.91782904907327e-185,0,"ZBTB10"
4.10359002052945e-189,0.309865146782158,0.057,0.2,1.5842319633256e-184,0,"SART3"
6.41172570663818e-187,0.343437005311377,0.061,0.206,2.47531082630474e-182,0,"HPS4"
3.73259670029253e-186,0.140785263988574,0.049,0.184,1.44100628211494e-181,0,"ABCD4"
1.01382425652011e-184,0.243591078981732,0.058,0.2,3.91396992472154e-180,0,"ALKBH5"
5.2959611999573e-184,0.24240039003247,0.068,0.217,2.04455878085551e-179,0,"MAEA"
4.98273820885387e-182,0.189287450197207,0.053,0.191,1.92363591291012e-177,0,"DNAJC11"
1.99547470908915e-179,0.404073529389118,0.065,0.209,7.70372966190957e-175,0,"NUDT4"
4.86424395660831e-175,0.214721295469493,0.05,0.181,1.8778900218882e-170,0,"KAT7"
