"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT",0.547747969480715,-0.562907021779819,-1.11065499126053,5.61712180625702e-07,0.00591033556454363
"GOBP_CAMP_MEDIATED_SIGNALING",0.298937693319461,-0.366868782000738,-0.665806475320199,3.73582418044151e-06,0.00720913046167119
"GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION",0.566934256274147,-0.548201028082378,-1.11513528435652,2.00421059714e-06,0.00720913046167119
"GOBP_CELLULAR_RESPONSE_TO_CALCIUM_ION",0.177842559194728,-0.201492532760923,-0.379335091955652,3.27385122832871e-06,0.00720913046167119
"GOBP_SYNAPTIC_MEMBRANE_ADHESION",0.523105554757012,-0.567950700156199,-1.09105625491321,4.79603813264572e-06,0.00720913046167119
"GOMF_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY",0.415319714277855,-0.395125323602701,-0.810445037880557,4.70164758276694e-06,0.00720913046167119
"GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_NUCLEIC_ACID",-0.275575922338641,0.257955242307739,0.53353116464638,4.5512904744201e-06,0.00720913046167119
"GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_FORMATION",-0.309556504140071,0.30325582663061,0.612812330770682,8.43392661943901e-06,0.0080674341717943
"GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS",0.420147158737645,-0.411435788827067,-0.831582947564712,8.2972407086245e-06,0.0080674341717943
"GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION",0.269619114545535,-0.294217418539556,-0.563836533085091,6.6631262623284e-06,0.0080674341717943
"GOBP_REGULATION_OF_ENDOTHELIAL_CELL_CHEMOTAXIS",0.194054477467709,-0.234420174127772,-0.428474651595481,7.5297292972836e-06,0.0080674341717943
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",-0.19925500418346,0.171712773001161,0.370967777184622,3.05699368476336e-05,0.00923293176354512
"GOBP_DNA_REPAIR",-0.204005008966295,0.164706955458252,0.368711964424547,3.10630984142545e-05,0.00923293176354512
"GOBP_CELLULAR_RESPONSE_TO_DNA_DAMAGE_STIMULUS",-0.178852640094986,0.145621863669621,0.324474503764607,1.25896023401579e-05,0.00923293176354512
"GOBP_STEROID_METABOLIC_PROCESS",0.173322130106262,-0.171697428104941,-0.345019558211204,3.73159704149596e-05,0.00923293176354512
"GOBP_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS",0.255864145419651,-0.276497883344699,-0.532362028764351,1.13555737671386e-05,0.00923293176354512
"GOBP_CATECHOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",0.304564832118229,-0.281415169837869,-0.585980001956098,1.52799915771729e-05,0.00923293176354512
"GOBP_FORMATE_METABOLIC_PROCESS",-0.534324261918788,0.535366301571528,1.06969056349032,1.79194722309401e-05,0.00923293176354512
"GOBP_REGULATION_OF_CALCIUM_ION_DEPENDENT_EXOCYTOSIS",0.467683542761785,-0.447191574921323,-0.914875117683109,1.66929546098867e-05,0.00923293176354512
"GOBP_SECOND_MESSENGER_MEDIATED_SIGNALING",0.147963775339429,-0.165376857033645,-0.313340632373074,3.97768283053632e-05,0.00923293176354512
"GOBP_REGULATION_OF_VESICLE_FUSION",0.47542247014196,-0.478684055191492,-0.954106525333451,2.94300144283787e-05,0.00923293176354512
"GOBP_RESPONSE_TO_FOLLICLE_STIMULATING_HORMONE",0.338071657675274,-0.341183393867979,-0.679255051543253,3.32492817155796e-05,0.00923293176354512
"GOBP_REGULATION_OF_TRANSPORTER_ACTIVITY",0.252776092253113,-0.274314491585043,-0.527090583838156,3.31649565142482e-05,0.00923293176354512
