"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AKAP6",15292.6876223147,-1.56761742744281,0.0361187508051138,-43.401762034939,0,0
"ALCAM",11182.6349405141,-2.39416435614899,0.0435380983997019,-54.9900993417154,0,0
"DPYSL3",93096.7646225863,-1.64066248071908,0.0327458131604647,-50.1029695820753,0,0
"GABBR1",10627.2860059461,-1.60139188083202,0.0417642366443156,-38.3436166802291,0,0
"KIF5A",36447.7484892972,-1.64274724614359,0.0406401895282452,-40.4217417589027,0,0
"MAPRE2",18675.7461109647,-1.55393707251876,0.0362756799867989,-42.8368833632962,0,0
"MYO5A",27386.259320913,-1.68076033712617,0.0396452655026574,-42.3949824983138,0,0
"PAFAH1B2",6271.83855127268,-2.16082663743397,0.0492631020431521,-43.86298360873,0,0
"PBX1",12753.1008796889,-1.79546341895134,0.0415747286440957,-43.1864134176695,0,0
"RAB2A",7877.80344625668,-2.17409889883256,0.0472551957969365,-46.0076159280987,0,0
"RAB3B",27385.700896467,-1.62113000905277,0.0410388599470519,-39.5023158816873,0,0
"RAB6A",12778.7118769145,-2.40382296564011,0.0504251970012601,-47.6710674145712,0,0
"RHOB",17110.88683449,1.66966587251547,0.0409906579210319,40.7328390710895,0,0
"SCD",25791.8446938496,-1.85413073158797,0.0350130302249138,-52.9554488622538,0,0
"SCG2",13533.9531036582,-1.93822178175105,0.0353950496909971,-54.7596852857094,0,0
"SDCBP",2248.00391163324,-3.07072809810379,0.0769703523341986,-39.8949466253052,0,0
"SPOCK1",12047.9750968372,-2.36891621007395,0.0377772166448778,-62.7075369883067,0,0
"TMED10",5816.0639417817,-2.04917687550493,0.0466344259075755,-43.9412909159896,0,0
"TMOD2",27067.102210302,-2.09174817808419,0.0381658105092436,-54.8068585515191,0,0
"TSPYL4",13769.9208110927,-1.68386322782885,0.0358601966940256,-46.9563299442075,0,0
"VSNL1",2632.85331909626,-3.08378086170699,0.0754522777975143,-40.870613210415,0,0
"SLC39A9",3141.97668150535,-2.32973739935289,0.0628268832747119,-37.0818553765601,5.509472351092e-301,4.96689951395646e-298
"YWHAB",19107.0437576503,-1.51544930862019,0.0409611072317046,-36.9972740250344,1.26672564346025e-299,1.09805625201181e-296
"FSCN1",11033.2927879514,-1.89273239341739,0.0512713040101905,-36.9160182280756,2.55739062201013e-298,2.13475814218016e-295
"ARNT2",7243.52732473031,-1.57024559366997,0.0435134433286299,-36.0864476251831,3.70034190256054e-285,2.87580364827274e-282
"RAB15",7116.2872370809,-1.56346859666058,0.0436263513219213,-35.8377115959953,2.85781036517742e-281,2.14697766701229e-278
"SNCA",7391.24093928139,-1.67176119601974,0.0474533550787048,-35.229567925113,7.05287978155402e-272,4.96743139114577e-269
"ANKRD46",4950.43370726421,-1.74460920819163,0.0502868072113199,-34.6931790849292,9.98379699301635e-264,6.61808284201772e-261
"SPARC",1272.31529964117,-3.08303341357078,0.0892210466315382,-34.5550016500364,1.19896700342298e-261,7.72066237804203e-259
"HYOU1",5135.42907976955,-1.82070364625286,0.0533776489759468,-34.1098508679786,5.26984193415913e-255,3.29921381977996e-252
"SNX12",3050.31260870666,-2.04518216761616,0.0610516154416437,-33.4992309838394,4.94556717550685e-246,3.01251872977226e-243
"BLCAP",5155.91842340617,-1.56595359595549,0.0467614691552102,-33.4881179793087,7.17812507075006e-246,4.25738375906749e-243
"KIAA1191",5226.76594114231,-1.75532716537326,0.0527924851239883,-33.2495649949175,2.0710811962619e-242,1.19687251285515e-239
"PCDHA6",1769.6876028416,-2.54386788659371,0.0768247634770565,-33.1126029090012,1.95731048665276e-240,1.07594789629707e-237
"RAB11FIP4",7497.92258757008,-1.59239457100329,0.048424391935461,-32.8841418003886,3.70458616488416e-237,1.8975900678218e-234
"SLC12A7",2039.96596594403,2.35956717338092,0.0721406855481601,32.7078562596375,1.20760852632455e-234,6.04824021473392e-232
"SLC36A1",1984.32019871316,-2.84598795614946,0.0879060546734216,-32.3753348585891,6.10603596368514e-230,2.99169214238121e-227
"MDGA1",8189.20001547919,-1.64647291301721,0.0513490948480763,-32.0643025527234,1.38734498471469e-225,6.38122066642849e-223
"PLCXD2",3725.78766438798,-1.7379321892232,0.054235234332132,-32.0443381617982,2.63256444066868e-225,1.18665474727582e-222
"FLNC",1103.4381778347,2.96670913912734,0.0929169950806021,31.9285953721796,1.07101051424136e-223,4.73302646470036e-221
"NIPA1",5971.92713839213,-1.79055575084546,0.056482465299803,-31.7010906188563,1.50082087271714e-220,6.38216996779223e-218
"PCSK1",4226.48253772123,-1.67256796769326,0.0527938150656448,-31.6811347240877,2.82657340973087e-220,1.17972799089841e-217
"LINC01963",3627.92212934094,-1.9375956334154,0.0621207383901442,-31.1908017133744,1.41996070192212e-213,5.61457443858259e-211
"DBNDD1",2308.95663088251,-2.49122717701603,0.0815741984363037,-30.5394012416963,7.8189601124358e-205,2.98684276295047e-202
"C5orf51",1852.33534586632,-2.32020080685881,0.076840761481546,-30.1949220976425,2.76157015975661e-200,1.03733780434324e-197
"RPS6KA2",4808.50381173453,-1.54847874114543,0.0518199973814586,-29.8818760978841,3.38467662094181e-196,1.25055478168502e-193
"CCDC50",4732.02031433751,-1.59210681233335,0.0537837876059577,-29.6019838542756,1.40894769924344e-192,5.12175213637881e-190
"TMEM30A",10233.5916067984,-1.69178021414946,0.0574487850537982,-29.4484942121088,1.31610687910436e-190,4.63475263144594e-188
"KPNA2",4507.36679499819,-1.56129822858871,0.0532658356613179,-29.3114377950619,7.41466687349783e-189,2.57095018453683e-186
"DAD1",1189.75304344611,-2.783188263491,0.0976642149146727,-28.4975235394317,1.25719930822642e-178,3.7779677345076e-176
"UBL3",3627.45955293045,-1.94932495839655,0.0687578743891243,-28.3505703996121,8.23556237031322e-177,2.41055980132623e-174
