"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACSL4",11947.9127352221,-1.76659466806549,0.0303003128619315,-58.3028523868808,0,0
"ADD2",23330.9540446277,-1.11364259155298,0.0240650844823385,-46.2762801589287,0,0
"AKAP6",17659.1714243837,-0.994579037761944,0.0242887493028014,-40.9481371544821,0,0
"ANK2",82519.462248009,-0.748180631010298,0.0190912726334641,-39.1896677280095,0,0
"ATP6V0B",4840.66771147114,-2.89815788188267,0.0523289576039048,-55.3834437868949,0,0
"ATP6V1B2",10677.8342679363,-1.59505350521207,0.0308338222288644,-51.730644789114,0,0
"ATP8A1",14190.1374649504,-1.3076235462009,0.0286875451998883,-45.5815768511971,0,0
"ATP8A2",19010.4459223534,-2.01601607244969,0.0241327219730747,-83.5386938406282,0,0
"ATXN7L3B",10253.7077098694,-1.28314986726491,0.0302766404718063,-42.3808535976698,0,0
"BRK1",4909.65368442659,-1.84272387301011,0.0429281814079302,-42.9257381182634,0,0
"CA10",1965.71895239579,-3.25669104951,0.0737652110735062,-44.1494168065858,0,0
"CALM1",48328.7329675154,-2.05867986504808,0.0221107603824442,-93.1076014320456,0,0
"CALM3",50178.0191536993,-0.90090966984967,0.019552711249363,-46.0759461110038,0,0
"CASTOR2",3862.03316168938,-1.91195143273773,0.0476117793819309,-40.1571093867441,0,0
"CDS2",13189.9349441568,-1.94891224174952,0.0291477003620942,-66.863327725299,0,0
"CLCN6",4040.10173155778,-1.99604002413211,0.0496506346067254,-40.2017021522972,0,0
"CNR1",7702.31399057592,-1.31240377238189,0.033872799052342,-38.7450641546894,0,0
"COL4A2",3916.25031774562,1.93981393785168,0.04507285585629,43.0372981919888,0,0
"DCX",59361.9603298171,-0.784837442907919,0.0188094907352511,-41.725608308844,0,0
"DDAH1",8586.94043949509,-4.15230906173037,0.041671282109257,-99.6443798115817,0,0
"DPYSL2",58470.5925507174,-0.866429207404768,0.0198056769723987,-43.7465080649468,0,0
"EIF3A",9613.43646306036,-1.27362054799608,0.0320404729952995,-39.7503666123446,0,0
"EPB41",4479.08140437622,-1.97590260732527,0.0482172054074409,-40.9792021463847,0,0
