"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AEN",2445.87817068073,3.72722683432382,0.0782464563291467,47.6344490112767,0,0
"ARRDC4",4578.09736291752,1.91467114954393,0.0486135674898239,39.3855305917369,0,0
"ATF3",1874.51046800425,3.75854336158067,0.0836351974501937,44.9397320287185,0,0
"DGCR8",9836.20521685526,3.57447151454483,0.0406416811185597,87.9508774284558,0,0
"DHCR24",14872.9010800754,-1.57618254190842,0.0411281062728738,-38.3237324726522,0,0
"EGR1",1851.81264378102,3.62530021143438,0.0918842254412472,39.4550881179542,0,0
"FOS",2243.38772549148,2.54119375220131,0.067652918299156,37.5622192817218,0,0
"JUN",18923.4764195135,1.96153571440757,0.0301023059708273,65.1623073763361,0,0
"KIF5B",27924.196742306,2.87956770557689,0.0369358259366069,77.9613730722877,0,0
"KLF10",9642.38110444011,5.34493980454266,0.0533399279195837,100.205231109438,0,0
"LHX9",4825.31909637432,-1.9091992010212,0.0469150956366169,-40.6947737207868,0,0
"NES",23165.1956270096,1.62708173854431,0.0303507523110977,53.609272082174,0,0
"NNAT",23300.7144922235,-1.78182053234486,0.0323730824810423,-55.0401875814047,0,0
"P2RX3",10871.4079292994,-1.93495936255392,0.0358633999344126,-53.9535951999139,0,0
"SCD",27143.5002348311,-1.66805413457802,0.0293387130546231,-56.8550546669318,0,0
"SLC3A2",8646.52256622871,1.97367923611594,0.0441161167630233,44.7382811755139,0,0
"TINCR",1528.54936618993,5.05140605389786,0.113446927430991,44.5266008369474,0,0
"EDIL3",8989.67880812449,-1.56962976618855,0.0419930194189377,-37.3783497330675,8.78395354358121e-306,7.93223538146655e-303
"JMY",4495.77124157328,1.87604367950282,0.0508290289963641,36.9089025807874,3.32621821717552e-298,2.61612427648947e-295
"CREB5",1992.97978758078,2.65474921570452,0.072082112083763,36.8295148263632,6.22370041748909e-297,4.74207073685059e-294
"ID4",9763.12635504236,-1.54870361596479,0.0421085781122684,-36.778815276918,4.02735433600101e-296,2.88808686530519e-293
"PTN",9511.05956163369,-1.73904920287087,0.047400227699825,-36.6886255037398,1.10893156612385e-294,7.72513412720904e-292
"TNFRSF10B",2183.51135961063,2.4939260615292,0.068256619267954,36.5374975830377,2.81680777674935e-292,1.90776131146396e-289
"IQCN",1528.22770744293,3.2724697409668,0.090130817344403,36.3080002754465,1.20982797763201e-288,7.37450643765592e-286
"PPM1D",2358.67048075096,2.26578753543283,0.0629668991470214,35.9837877698637,1.49999161661905e-283,8.31199899918312e-281
"PAPPA2",1925.26654930261,-2.63700993673628,0.0732866366055027,-35.982138884762,1.59175478311729e-283,8.62448113821462e-281
"MIDEAS",2508.07914673257,2.30748856091883,0.0643204590101857,35.8748770830976,7.53070954957113e-282,3.99160348342703e-279
"SNCA",7623.79727257093,-1.61695827886616,0.0451851560664795,-35.7851652982493,1.87891440350067e-280,9.74716829492623e-278
"TXLNG",3891.60315009856,1.76418094567269,0.0502301403194244,35.1219593346521,3.11595104084399e-270,1.58277329745538e-267
"FOXO3",5329.1940361101,1.66007223780004,0.0473747986694219,35.0412515604322,5.29945754006694e-269,2.63696681105943e-266
"PER1",3393.8653169603,1.95029855140602,0.057305401969497,34.0334154264225,7.1415877600906e-254,3.1093962994023e-251
"IRS2",4517.47737674786,1.57555121415983,0.0464026004261614,33.953942229314,1.06682306382804e-252,4.48470343831986e-250
"CHL1",4263.96140619181,-1.81052622063921,0.0538423217672403,-33.6264514830191,6.88948685202403e-248,2.75376177747623e-245
"BNC2",3424.38100960426,-1.92553083554317,0.0574814104758367,-33.4983226682058,5.09849901045968e-246,2.00502585279077e-243
"CRY1",2684.38828477913,2.19688342779574,0.0655966954354978,33.4907637223275,6.56895589889698e-246,2.54229020201438e-243
"NR1D1",852.313642944852,5.32789661456192,0.159405522143005,33.4235385508301,6.23973833809478e-245,2.34057384860657e-242
"ZNF331",4300.81282877696,1.7514226420817,0.05266784253563,33.2541178404423,1.77987585415171e-242,6.57529289029196e-240
"NR1D2",1899.37989049216,2.41705215758305,0.0745655877779287,32.4151157338358,1.68092075436369e-230,5.61427531957473e-228
"USP36",3231.28482800245,2.05204568709156,0.0653196452654658,31.4154444463351,1.2450846646373e-216,3.89200696066495e-214
"INSIG1",4212.89250584182,-1.63799097399939,0.0524518882799529,-31.2284462526286,4.38039391203432e-214,1.33503455454026e-211
"CDKN2AIP",2511.87065880317,1.82866830837679,0.0592765145886157,30.8497947470075,5.63725376205625e-209,1.63628001460066e-206
"CEBPZ",3516.37736062599,1.52587359487104,0.0495658126551307,30.7847993028536,4.18664827651324e-208,1.17332021009133e-205
"HRK",1967.72721379438,2.71009801484806,0.088130823509573,30.7508531853635,1.19108494707489e-207,3.30011740677046e-205
"EDA2R",946.648610743562,3.94704492586937,0.12934781645049,30.5149714481663,1.64960833904872e-204,4.46897228029843e-202
"H2AJ",1027.02805424758,3.0578805828325,0.10108195584886,30.2514979765995,4.9858902723145e-201,1.30716103892013e-198
"RRN3",4831.2308834368,1.55683972273797,0.051690947891484,30.1182273926622,2.79715151206786e-199,7.25533491140836e-197
"BBC3",1441.46787877135,2.42998701274691,0.08177634356454,29.7150362418576,4.9098566059273e-194,1.15107811313192e-191
"AOC3",742.168685090804,3.82373510581881,0.129009326670305,29.6392145010625,4.67103218534921e-193,1.07442553531306e-190
"SCUBE1",4735.27571363941,-1.7068235851571,0.0578344213160638,-29.5122445477469,2.00515662487735e-191,4.52682674331107e-189
"PTPRZ1",1136.14544138878,-2.84399122107725,0.096632165218072,-29.4311031389926,2.19736104220876e-190,4.91523458083797e-188
"MIR9-1HG",796.239214929618,-3.27265420571627,0.112505151111536,-29.0889276924913,4.9562175272135e-186,1.06940261724354e-183
"CSRNP1",907.175024203487,3.15232484018488,0.110202433980534,28.6048567742314,5.84633460504279e-180,1.17806058132358e-177
"CACNG8",3117.14238990786,-2.04551053044563,0.0721688215247506,-28.3434104538359,1.00913288295286e-176,2.00038032131354e-174
"CCDC88B",868.707169131627,3.40026469700206,0.121512991681262,27.982725550213,2.63667755931177e-172,4.87026304932875e-170
"ZNF274",2975.7185144942,1.92052041677279,0.0688406246559809,27.898067839597,2.81602630007988e-171,5.12390695884685e-169
"GPRC5C",875.164147338227,2.94390836314998,0.106530126568678,27.6345148360647,4.28417677652562e-168,7.62458380768231e-166
"LMO3",2281.98460945417,-1.95210803677376,0.0723646921425397,-26.9759737653359,2.82901084449299e-160,4.79006544516862e-158
"FABP7",709.725997623768,-4.06060574115051,0.151942661171741,-26.7245927498979,2.43795582703264e-157,3.88511365847776e-155
"GADD45A",1706.34553287377,1.92856302154216,0.0722575008716438,26.690142867908,6.12581550917286e-157,9.63610540288082e-155
"AMH",1084.33598357194,2.56373810974734,0.0964292251710463,26.5867334845818,9.66452886175587e-156,1.49593011391239e-153
"DUSP16",2424.74354342833,2.02758593280953,0.0763070342507833,26.5714157641858,1.45293085035151e-155,2.22801006246985e-153
"ZBTB21",2336.33064405673,1.73212764198295,0.0653888798840765,26.4896362356065,1.27599387307661e-154,1.87417365140687e-152
"SH2D3C",2280.9091875481,1.99900978788253,0.076263651005446,26.2118291155478,1.94819611983787e-151,2.76168126708645e-149
"MIR4435-2HG",593.211614946019,3.82999794297738,0.146136988509507,26.2082719921945,2.13885702169232e-151,3.01442843369377e-149
"TNS1",1724.22432214704,-1.86931064997347,0.0720934670573932,-25.9289881076925,3.13850564781884e-148,4.27503043045357e-146
"CTNNAL1",887.653523249222,3.11664323769071,0.123749899527403,25.185016307836,5.84612363309423e-140,7.19899931424765e-138
"EIF2AK3",2407.16800846106,1.54867875538239,0.061518697152043,25.1741149776766,7.69600344953484e-140,9.42934452796777e-138
"IFITM10",1237.8775267785,2.41250679389627,0.0970942161718113,24.8470700832196,2.781477729709e-136,3.26048028873869e-134
"GRIK3",2530.18026430843,-1.64083377558123,0.0663811815644582,-24.7183574758748,6.78980239163432e-135,7.8089132977749e-133
"CACNG5",1240.25637097534,-2.30481698442248,0.0945440796065925,-24.3782264739692,2.91108774761966e-131,3.25587804873681e-129
"HMGB2",1283.15122504197,2.14903876935821,0.0882983730868433,24.3383733383693,7.69762692265864e-131,8.4542134967686e-129
"SAMD4A",2009.37537995275,1.54972350300835,0.0638013004268039,24.2898419411729,2.51007826573707e-130,2.73217536942862e-128
"TCHH",561.945444825044,3.28189420829268,0.135289105662154,24.2583775850236,5.39447357192694e-130,5.81982542613817e-128
"IQGAP2",905.092013415359,2.81853114447013,0.116291268548477,24.2368251688235,9.10528726457638e-130,9.77996097290314e-128
"GAS2L3",1043.03788317876,2.195605395484,0.0915031285213242,23.9948669620879,3.14598138129936e-127,3.32057653847796e-125
"RGMA",1927.6728775043,-1.54824613574577,0.0645477419964196,-23.9860619110681,3.88735472974236e-127,4.08540875088699e-125
"MAFF",1140.2325698215,2.06465782396289,0.0862320439601898,23.9430463334033,1.09174979354711e-126,1.13272525388365e-124
"OLFM3",1986.22466803659,-1.53985266249542,0.0652301161105026,-23.606468213039,3.30751479585704e-123,3.29158472459536e-121
"SQSTM1",3498.37671705337,1.5185828526327,0.064559991049791,23.5220424900852,2.42689167596838e-122,2.35746903758809e-120
"CLASRP",2122.91669530645,1.64149498493058,0.069819634095966,23.5105068392993,3.18475577392329e-122,3.08137759046816e-120
