"","22q001-A","22q001-B","22q001-C","22q001-185-OE-A","22q001-185-OE-B","22q001-185-OE-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.272482704567756,-0.327285446992366,-0.316133161175847,0.238052967928401,0.232758161107625,0.495643956780632
"GOBP_REPRODUCTION",-0.016379611200652,0.0392949419183176,-0.00080447947250506,-0.0128037127404829,-0.00692621209138222,-0.0236718545246529
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.180761422843806,-0.396555780987495,-0.0845323017675569,0.412450837167883,-0.248091717359069,0.241522707419337
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.0637329208016949,-0.200925030202457,-0.0812607243073069,0.190027839719229,0.103755932548841,0.0795200930895296
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.425095619357698,-0.578729721440697,-0.260610208060536,0.503374852878346,0.543409203570215,0.345433253684896
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.400766315159106,0.132809024447703,-0.20820964303819,0.29362939031338,0.207929180318748,-0.264122740403974
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.380703711509364,-0.340246083399908,-0.349157782174549,0.242418424393321,0.339393383859817,0.498749517776148
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",-0.461310723738874,-0.240560638902265,-0.384587869466681,0.237005665709762,0.365037495867439,0.546484851335939
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0296302278769258,-0.130647617573974,-0.192690057298216,0.317490300957838,-0.0852383633460038,0.0382307924356364
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.0630868991901249,0.146495751611159,-0.147653895498185,-0.0267361831155411,-0.123164594477719,0.0391463028005333
"GOBP_UREA_CYCLE",0.0401290974942076,-0.425106235010677,-0.0352046606621974,0.265008220084831,0.221094931898689,-0.312229670913079
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.0191996111443569,-0.0188199085067222,-0.298737014296601,0.464372926120193,-0.248343069407799,-0.232692417275919
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.353398976734902,-0.335417274875427,-0.432372678188168,0.365107252643057,0.366120082272561,0.276432160758596
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.079356691314156,-0.432037993309346,-0.239211784964078,0.443423188058496,0.465803882103876,-0.270489235038792
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.228048919824406,0.0929857808221379,-0.391831654835325,0.118628535644161,0.141496962366599,0.0871642594078484
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.139208239327192,-0.0353538657147,-0.0802934905599471,0.13776874217304,0.0521966471653257,-0.0803215519757223
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.132808105803204,-0.224070343130247,-0.166863122396501,0.249024645504099,0.174731244530173,0.0568189953672425
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.0750010828994584,-0.223398959831524,0.0617356273591961,0.13317267214552,0.0253290698503424,0.141082851466428
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",0.139559095624671,-0.119608472236316,0.0751525266759371,-0.0906946466145641,-0.00217674160563497,0.0330830220974495
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.205822989249247,-0.191022142537375,-0.103142905188653,0.349741717281737,-0.063952941193996,0.079201387256572
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.268087926839567,-0.186800205594998,-0.309646702781527,0.292512637575268,0.167685841799704,0.254451960577286
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",-0.17288747606705,-0.140179286527909,-0.452062284539942,0.360842382507837,-0.337044764570232,0.508926819966928
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.351174999186955,0.0415942515957997,-0.0196810589469153,-0.272475895896367,-0.163973974657561,0.00613186042828381
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.0353046784222933,0.0460024186243856,-0.0166536614095668,-0.0233893356172249,0.0266430743693717,0.0173681308918664
"GOBP_RRNA_MODIFICATION",-0.366091015494363,-0.279842554786743,-0.271358212942454,0.309403015935345,0.415900237897465,0.202004621399636
"GOBP_MAPK_CASCADE",0.0292942088695985,0.0731419482552724,0.0501741390953712,-0.0754051285185642,-0.0926382685830066,-0.00917012898813453
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.0039559350130503,-0.117783161542416,0.144848931657356,0.142839748329216,0.0938285137535427,-0.249482912965566
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0600833714318719,0.00639505802894896,0.0746329911127236,0.02355669785455,-0.0619914883422578,0.0116585139839157
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.106589577435114,-0.12226946648051,0.0715318453581504,0.410072201639462,-0.285894076870448,-0.172098118386404
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.0376993063751816,0.0303737917390303,0.0760887703829992,-0.0217361604988856,-0.130138098474628,-0.0965009207373765
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",0.0702691020375785,-0.124947685193797,-0.158835955866121,-0.00537592824506844,-0.106209527994005,0.306246966210719
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.0514697571390599,-0.233929873008717,-0.0531236188790111,0.12616830903995,0.103106720111934,0.0642849243500597
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.314348510132358,0.095162812516174,0.114269902881833,-0.580207522963725,0.221274551357662,-0.236686602055628
"GOBP_MITOCHONDRIAL_FISSION",-0.0504892697402605,0.13372696185749,-0.0946052955989184,0.124052124923914,-0.118478143384359,-0.0128701961647338
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",0.0628859748185729,0.70251777078119,0.79795576974335,-0.650665033144137,-0.753196257410175,-0.0825689687661928
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.00715557103970854,0.143101998807233,0.176357581912068,0.02041520372626,-0.0567467393549869,-0.151523509528683
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",-0.175065828891202,-0.192279671497077,-0.222500418875628,0.0720876647010542,0.179656268505173,0.298905723133411
