"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AEN",2041.62954316345,3.53816559205442,0.0696691872834717,50.7852284491026,0,0
"ATF3",1461.73419030697,3.2312360099402,0.0808580765658603,39.9618213439483,0,0
"BMPER",2086.22109691393,-2.89003331788739,0.0662932929781307,-43.5946562322794,0,0
"DGCR8",8099.90049674173,3.99532539947668,0.0388364256198624,102.875723903729,0,0
"EGR1",1939.17321269223,4.52747300517591,0.0877727491553668,51.581761409362,0,0
"GADD45A",2132.25516685,2.37867397871123,0.0542966599250624,43.8088453690183,0,0
"GAS2L3",1483.79267020094,2.62011214075248,0.0641571044777173,40.8390023533946,0,0
"KIF5B",20347.9330262929,2.41235192173217,0.0233384732622551,103.363741690577,0,0
"KLF10",5794.6612021116,5.46943999018543,0.0593327075862181,92.1825450530405,0,0
"NELL1",3554.07903320963,-2.50935746032406,0.0445896792912796,-56.2766429408881,0,0
"NES",23253.5241327801,2.2072819363977,0.0224834341626299,98.1737007092298,0,0
"P2RX3",10295.4149686067,-2.92047698971293,0.0307113960882901,-95.0942438864404,0,0
"PAPPA2",2199.01959596306,-5.08209058933375,0.08631952347625,-58.8753318446207,0,0
"PCDHA6",1647.1383885438,2.31288822407192,0.0605216039082024,38.2159109262876,0,0
"PDLIM1",2127.86384117381,-2.48379145735191,0.0643393222945948,-38.6045635665729,0,0
"PTN",6334.89583871563,-2.09690352437068,0.0306393512280229,-68.4382482111056,0,0
"TINCR",939.970924474748,4.41791390820427,0.112089504755231,39.4141620828073,0,0
"VSNL1",5241.48206994775,-2.6428327777989,0.0424806812568572,-62.2125799211918,0,0
"ZNF300",1324.82093404399,-3.56174332457597,0.079473617270898,-44.8166756073934,0,0
"BNC2",2008.6393449786,-2.43691831196863,0.0650743681591935,-37.4482055055398,6.42446783061797e-307,1.53519831762136e-304
"H2AJ",979.557628252075,3.26867666615916,0.0891429249709152,36.6678193162905,2.37999263229311e-294,5.00673150928464e-292
"PPM1D",1672.01541835609,2.17781837087178,0.0598007683125986,36.4178995073709,2.21747768197413e-290,4.54823151553577e-288
"SVIL-AS1",906.084716614062,5.28910960669081,0.14614281711343,36.1913757457244,8.32038299399503e-287,1.66495598887154e-284
"NR1D2",1452.90322759569,2.55006515364597,0.071404839615439,35.7127775565314,2.50407177463955e-279,4.8529699676538e-277
"NR5A2",1619.26873692925,-2.19590045812964,0.0616845497400862,-35.5988730951636,1.45833454222039e-277,2.78247969671864e-275
"CBLN2",1062.61030004935,-3.1157623706316,0.0899282476558934,-34.6472043195363,4.92171072342138e-263,8.41236569691461e-261
