"","007-A","007-B","007-C","007-128-KD-A","007-128-KD-B","007-128-KD-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.354067085610369,-0.375282560895205,-0.183282560089738,0.424258837347336,0.243211086252868,0.192322637585089
"GOBP_REPRODUCTION",-0.0612190953315319,-0.043616136688661,-0.0656911168758842,0.0722946217818898,0.0440265522138628,0.0676539340216596
"GOBP_SINGLE_STRAND_BREAK_REPAIR",0.1154244776715,-0.358141441732132,-0.13420721048904,0.164589464814981,-0.018783374013371,0.293965120966203
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.132767744500488,-0.284464150879163,-0.293445026851428,0.230361545388054,0.194741206027247,0.289984022371981
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.0716690510696412,-0.372288855656314,0.194970857709964,0.0509789094304416,0.124780803645654,-0.0953258965613545
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.465525792798222,-0.510746370154355,-0.0451250229428387,0.48141809155615,0.31907574456955,0.408187251886188
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.658564265385542,-0.534056058866491,0.224771264538212,0.501533580252779,0.237821547040709,0.441440128885453
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",-0.546928818685768,-0.543928118214987,0.251058100600645,0.462286112214015,0.143800477935794,0.561948318568788
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.143448011859025,0.204714740534502,-0.045302118032534,-0.253263903915305,-0.262923171485726,0.138021374027187
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.122297267251651,-0.0947083182708092,0.061339110834163,0.0592839172601569,-0.14292833615579,0.0354175002914931
"GOBP_UREA_CYCLE",-0.575404861296119,-0.364919385128834,0.070717315139082,0.15424975309563,0.0963564585756682,0.593612899404075
"GOBP_CITRULLINE_METABOLIC_PROCESS",-0.168735872123027,-0.0309241421878603,0.365206544340823,-0.217506062275117,0.104546679632842,0.0697603232815814
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.482684095428322,-0.544486664936017,-0.591421113882397,0.598731955684877,0.469435827295149,0.630465484885133
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.480500530300203,-0.528371784073434,-0.616511442973261,0.649758722879772,0.500141291811812,0.668890951842486
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.529744796431937,-0.52775228397389,-0.60155292281753,0.610752168678777,0.428679803284779,0.667500277702354
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.359016236063348,-0.203856585399786,-0.275250284794605,0.329314719266146,0.297152934736819,0.230818458685773
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.217368852050236,-0.217572754428691,-0.309074101251353,0.279024984752773,0.33326779357676,0.227330617408565
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.423143152966519,0.011255890564343,-0.511511131386343,0.227176282348983,0.3726717557892,0.359264149308857
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.458099397117191,0.0281707810613363,-0.0489652268371038,-0.0738848800639989,0.223141825357444,0.216690697816299
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.0640386799094133,0.422799775882317,-0.054964225067575,-0.239346732507161,0.111790515630307,-0.380404659228245
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.149381179612438,0.434121397406903,-0.238454635467821,0.206355270331063,-0.170858353401094,-0.45994623417573
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.182473905698367,0.617989743098592,0.234395586317232,-0.570638930721039,-0.117960317639949,-0.574563677641442
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.0435732567222773,-0.273479153230737,0.549451908673038,-0.167630308279612,0.0836672196734675,-0.24032972393164
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.132502586684977,-0.119061430743199,-0.0858625532559086,0.0699455597511416,0.126572598465915,0.16913089551422
"GOBP_RRNA_MODIFICATION",-0.398676574687349,-0.39887140387564,-0.113139846166414,0.464457676958585,0.321387711477499,0.34946092481001
"GOBP_MAPK_CASCADE",0.0325053967265705,0.0492324640800819,0.0359085586025715,-0.0866808396967372,-0.0580128449653954,0.0226099060061292
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.365486478381511,-0.265458968993797,-0.313079172833927,0.273966213793555,0.262238677285167,0.440567141220502
"GOBP_PROTEIN_POLYUBIQUITINATION",-0.0716541034559439,-0.00537982593753461,-0.159432415029408,0.109164959078526,0.0538918523412692,0.133444867698469
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.308131082368292,-0.0436774644618683,0.0729593105848798,0.315803055902236,0.235126368550033,-0.0908650945393361
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.116738538452205,0.00213160652568736,-0.0836295047512929,0.142316061002101,0.0606518708565471,-0.000364518016641224
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.57278506338401,-0.475712990044246,-0.169475689501266,0.297694682671843,0.486486094436959,0.445422131771149
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.281706659116845,-0.151457164861272,-0.417499649076498,0.239595156797891,0.288450456121166,0.448473262788978
