"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_CORTISOL_BIOSYNTHETIC_PROCESS",0.542525137143863,-0.592288920656057,-1.13481405779992,4.41110044027421e-07,0.00464224210334458
"GOBP_REGULATION_OF_CORTISOL_BIOSYNTHETIC_PROCESS",0.560353788219482,-0.610174607326664,-1.17052839554615,9.44953422285338e-07,0.00497234490806545
"GOBP_RENAL_VESICLE_FORMATION",0.335766263978388,-0.450056486199358,-0.785822750177745,2.36054993151801e-06,0.00828080915976519
"GOBP_NEGATIVE_REGULATION_OF_GLUCOCORTICOID_METABOLIC_PROCESS",0.538713318501608,-0.607239429774461,-1.14595274827607,9.73489173881493e-06,0.0256125001648221
"GOBP_POSITIVE_REGULATION_OF_GENE_EXPRESSION",-0.0582226527704377,0.0509553036726144,0.109177956443052,1.55354602752306e-05,0.0307147918231704
"GOBP_CEREBELLAR_CORTEX_DEVELOPMENT",0.218194512523535,-0.27276306993077,-0.490957582454305,2.97152893522002e-05,0.0307147918231704
"GOBP_NEUROTRANSMITTER_GATED_ION_CHANNEL_CLUSTERING",0.498502962594822,-0.536343345273483,-1.03484630786831,2.09891102605154e-05,0.0307147918231704
"GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING",-0.319782789286856,0.309397670815263,0.629180460102119,3.21040203396878e-05,0.0307147918231704
"GOMF_AMYLOID_BETA_BINDING",0.24842286147783,-0.272315772212227,-0.520738633690057,2.51148082453969e-05,0.0307147918231704
"GOMF_ATP_HYDROLYSIS_ACTIVITY",-0.156697971159975,0.167464532380966,0.324162503540941,2.88421544500478e-05,0.0307147918231704
"GOMF_1_ACYLGLYCEROPHOSPHOCHOLINE_O_ACYLTRANSFERASE_ACTIVITY",0.382442644847186,-0.444340653205327,-0.826783298052512,3.08900965753947e-05,0.0307147918231704
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE",-0.311128799447359,0.319820534371023,0.630949333818382,6.05583724061501e-05,0.0318658155601162
"GOBP_THIOESTER_BIOSYNTHETIC_PROCESS",0.343401406847556,-0.343733914052168,-0.687135320899724,5.03910802170603e-05,0.0318658155601162
"GOBP_AMIDE_TRANSPORT",0.152431361978717,-0.193823127434744,-0.346254489413461,4.42122112392194e-05,0.0318658155601162
"GOBP_RRNA_BASE_METHYLATION",-0.489689854187618,0.540901241012182,1.0305910951998,5.76526850854387e-05,0.0318658155601162
"GOBP_AGGRESOME_ASSEMBLY",0.575694543788441,-0.579301932272012,-1.15499647606045,5.64859501264881e-05,0.0318658155601162
"GOBP_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION",-0.143108098018214,0.130613233339712,0.273721331357926,5.23453412654608e-05,0.0318658155601162
"GOCC_CHROMOSOME_CENTROMERIC_REGION",-0.145296453915282,0.157109291945192,0.302405745860474,4.31833552563273e-05,0.0318658155601162
"GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX",0.570392760958961,-0.5712151957494,-1.14160795670836,5.29319211991427e-05,0.0318658155601162
"GOCC_NUCLEAR_BODY",-0.220126980330732,0.215275205634956,0.435402185965687,5.60520744653861e-05,0.0318658155601162
"GOBP_DOPAMINE_SECRETION",0.474057505894464,-0.479270264695201,-0.953327770589665,7.65678844959694e-05,0.0380306251179343
"GOCC_SMOOTH_ENDOPLASMIC_RETICULUM",0.23377863986313,-0.261939639842862,-0.495718279705993,7.95014968257843e-05,0.0380306251179343
"GOBP_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL",0.308461110178383,-0.30934545841198,-0.617806568590363,8.3316627251344e-05,0.0381227906605715
"GOBP_HISTAMINE_METABOLIC_PROCESS",0.561973042630292,-0.586438820009003,-1.1484118626393,0.000156809141785283,0.038541997451069
"GOBP_POSTSYNAPTIC_MEMBRANE_ORGANIZATION",0.299184204315796,-0.329680811077809,-0.628865015393605,0.000168465591291256,0.038541997451069
"GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS",0.520826498623601,-0.520389445696478,-1.04121594432008,0.000149498073074167,0.038541997451069
"GOBP_TERMINATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION",-0.342304713924424,0.360700996339396,0.70300571026382,0.000102669751756138,0.038541997451069
"GOBP_MRNA_EXPORT_FROM_NUCLEUS",-0.329748007934001,0.320136799689664,0.649884807623665,0.000100995053437856,0.038541997451069
"GOBP_PHOSPHATIDYLSERINE_METABOLIC_PROCESS",0.282779688993848,-0.283078257761146,-0.565857946754994,0.000153380913509094,0.038541997451069
"GOBP_TELOMERE_CAPPING",-0.227169014151171,0.231124466876196,0.458293481027367,0.000130062065629465,0.038541997451069
"GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION",0.441759632324692,-0.462436772922563,-0.904196405247255,0.000116265220752369,0.038541997451069
"GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY",0.33212608039416,-0.326496297452197,-0.658622377846357,0.000164469795254975,0.038541997451069
"GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING",-0.232948117385304,0.233282528365638,0.466230645750941,0.000163653928171789,0.038541997451069
"GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE",-0.202331829847867,0.179189277709915,0.381521107557781,0.000146060644414741,0.038541997451069
"GOBP_FATTY_ACYL_COA_BIOSYNTHETIC_PROCESS",0.349071930784431,-0.317285802062849,-0.66635773284728,0.000105044624820411,0.038541997451069
"GOBP_SYNAPSE_MATURATION",0.362182255086475,-0.386499737032964,-0.74868199211944,0.000131000491259432,0.038541997451069
"GOBP_RNA_SURVEILLANCE",-0.44231014603852,0.420470579512505,0.862780725551025,0.000140854464774935,0.038541997451069
"GOBP_CELLULAR_RESPONSE_TO_UV_C",-0.484507604104719,0.612616499584125,1.09712410368884,0.000147888084096033,0.038541997451069
"GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT",-0.303665739003872,0.297105185168356,0.600770924172227,0.000143758116880653,0.038541997451069
"GOCC_GOLGI_MEMBRANE",0.146991814053457,-0.204427049724454,-0.351418863777911,0.000166317923905163,0.038541997451069
"GOCC_CALYX_OF_HELD",0.32647831833764,-0.4087653775992,-0.73524369593684,0.00012762075936401,0.038541997451069
"GOCC_CHROMOSOMAL_REGION",-0.169387087364748,0.192414204509783,0.361801291874532,0.000141137632444103,0.038541997451069
"GOMF_DIHYDROPYRIMIDINASE_ACTIVITY",0.548066232026516,-0.592469452202247,-1.14053568422876,0.000134758451392857,0.038541997451069
"GOMF_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY",0.462781635198458,-0.517635931784387,-0.980417566982846,0.00014322234293827,0.038541997451069
