"","004-A","004-B","004-C","004-128-KD-A","004-128-KD-B","004-128-KD-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.263778232599861,-0.117832783248492,-0.290323594519133,0.248362646710666,0.361894774289219,0.154212217317742
"GOBP_REPRODUCTION",-0.0265263714674699,-0.0533703750532452,-0.0991626633055909,0.0347205230052182,0.0551176147375453,0.0903592214475839
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.099088313752739,-0.350353026043073,0.102798492793982,0.0270037800060457,0.2863207106319,0.0113354134884192
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.274795053605232,-0.247474739173271,-0.27777277166724,0.160801747279103,0.19987835253403,0.302270310691551
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.454168704526221,-0.0158751793018805,-0.48703489723482,0.424425912928759,0.491382593032209,0.0171795034226454
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.409471333305878,-0.257785726608518,-0.181279073588366,0.603058821609627,0.0396902636144032,0.303799062030345
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.52245504141142,0.488073254292297,-0.42599750495868,0.213070662759788,0.0769476362253471,-0.104857986884637
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",-0.420365680109702,0.330795871991002,-0.443476361561969,0.413013123471883,0.207829439874869,-0.103568505450215
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.399064779751622,0.188470083581208,0.101626582770142,-0.194100526761596,0.0200824796236573,-0.392586085246757
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.216987652823149,0.143269231860854,-0.0702430928245528,-0.0989513295987768,-0.182692621863797,-0.123169511989742
"GOBP_UREA_CYCLE",-0.383122580329599,0.269431231807227,0.133242259260155,-0.0184321554323436,0.300828503953526,-0.510901187931557
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.205264277868828,0.277273016272937,0.0386071638457368,-0.264244163501615,0.102397163388382,-0.278810960402512
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.555410898486622,-0.437075472401439,-0.251465443005336,0.450782355673489,0.365961347218714,0.538777711429946
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.619635268345985,-0.300344788220155,0.00282050657926514,0.309990508130235,0.38569894797082,0.542116173795451
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.558337357148108,-0.276687964982693,-0.0171524084147808,0.47924683810059,0.0616746776125105,0.533054115829076
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",-0.15054416863333,-0.223361060006062,-0.259408611544262,0.280320470308196,0.199239879632792,0.254221756337226
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.211996236312384,-0.26675279985876,-0.216040588476919,0.239762424619517,0.155773098114735,0.248368201861748
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.108230160878563,-0.458777435601581,-0.175079278122463,0.377230710766477,0.267611600128177,0.161414888937424
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.143827915885993,-0.0553723582526001,0.0171692076566683,-0.157840143015097,0.357941896005927,0.00816583838026305
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",0.272658876557637,0.145539659327532,0.173503444918149,-0.139693339440079,-0.276924655288958,-0.292410951687395
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",0.177616222496981,0.00699882572540544,-0.0729016900229108,0.190283086974316,-0.149863182541956,-0.162419020423212
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.264690384415452,0.431431477522414,0.49156644541532,-0.544324433328264,-0.120672804712097,-0.653199098550976
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",-0.117915254454306,0.202425537630838,-0.00583734666174698,0.106186079032641,0.0467143401175829,-0.306103131696975
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",-0.0764945190334258,-0.156560973246528,-0.0996087006632273,0.0755360714938071,0.0839010744927655,0.126642572372548
"GOBP_RRNA_MODIFICATION",-0.532853703846096,0.1959093586186,-0.373489199454138,0.320255813313647,0.329195403520436,0.137249923248971
"GOBP_MAPK_CASCADE",0.110677282595004,-0.0171214564778143,0.0899845843542304,-0.0254663646109438,-0.0668633967132869,-0.138388716404453
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.324366349819096,-0.0633415516096366,-0.280059828638669,0.283265487554321,0.119105594661697,0.299244710735163
"GOBP_PROTEIN_POLYUBIQUITINATION",0.0144004794727242,-0.139277243622459,0.0225864975476142,-0.00934037785126196,0.0227095043971438,0.0105323621609306
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",-0.262524838365619,-0.305375011782747,-0.528838739555914,0.278112986832314,0.129798723652273,0.552666452245388
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",-0.0377650351675388,-0.0940342287994975,-0.0228257134699871,0.00665996826066767,-0.00187311584454461,0.0374421770078777
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.388003065061157,0.00503148861168864,-0.157531767776098,0.386215408265148,0.21351536803687,0.0354505011054437
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",-0.388294140224579,-0.00433752811929164,-0.327956800497025,0.148736203769554,0.234794891969157,0.261326446659202
"GOBP_ALLANTOIN_METABOLIC_PROCESS",-0.21998849223729,-0.253537298618009,-0.245210600525951,0.0046116094092527,0.621305464747382,0.135422228382887
"GOBP_MITOCHONDRIAL_FISSION",0.259573003610617,0.105972601067651,-0.097562611671102,-0.310062043214616,-0.0629356959685531,-0.0975897320870758
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",0.388228592119379,-0.750013512102767,0.644060087541988,-0.00715636331164982,0.281909435131585,-0.0847644023346215
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.124757911585503,-0.0224018078150645,0.0638200193277431,-0.108767837371374,0.0584291644747868,-0.327529014563639
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.229040292401894,0.132333702027807,1.39583761923356e-05,-0.0176152934426608,0.0842470653205688,-0.370347806839271
"GOBP_MITOTIC_CELL_CYCLE",-0.0968475980234277,-0.0502308603834404,-0.107100044293539,0.0708019818229681,0.0504550471356768,0.0659686601263735
"GOBP_MITOTIC_CYTOKINESIS",-0.162360356131608,0.0159374486368489,-0.0653687123581227,0.202212132491718,-0.0880284401355861,0.0613999762392053
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.277363570786676,-0.311434168961888,-0.316660633578025,0.070916571234707,0.420106473162702,0.298516661061712
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.190336023390104,-0.266326160671476,-0.207706367732101,-0.0693342399982675,0.44595712833916,0.1843828563845
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",-0.425536283040722,-0.398819140822309,-0.495375752591448,0.326315770235388,0.664007624224328,0.37689938539759
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.213735205239318,-0.0287229417681195,-0.475014979642177,-0.0827319826736211,0.402430998368149,0.280425827999192
"GOBP_RETROGRADE_TRANSPORT_VESICLE_RECYCLING_WITHIN_GOLGI",-0.16968697736715,-0.555319434757592,-0.567554821996847,0.373716627000275,0.60963404723024,0.573233540085826
"GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",-0.00578272179334778,0.171224721933678,-0.0687682179264815,0.130102100000533,-0.123159139413219,-0.226564478942358
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.282922282351451,0.268433284531922,0.0629635357521292,-0.00443019092063879,-0.288498007170103,-0.412855091260611
"GOBP_PROTEIN_DENEDDYLATION",-0.347846261495431,0.505479642252487,-0.520806834057574,-0.0301908868931332,0.163714960939542,0.207962368415534
"GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",0.186797565789403,0.347694281886623,0.460244358206612,0.116903396004061,-0.517554343623717,-0.577076514231008
"GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",-0.380345594091338,0.0404264683196764,-0.318762531445048,0.172555707609835,0.206600360199464,0.300778944429626
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",-0.0789391086492745,-0.052354145749643,0.0219318697626456,-0.119204715657221,-0.123266405043248,0.215600234484716
"GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.0415833836974093,-0.00244371429450529,0.0856296442507817,-0.228787651404114,-0.218021491801155,0.123901736512901
"GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",-0.514002494793927,0.191444829380245,-0.377284685470533,0.298456569090015,0.261588148700304,0.17898518104218
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",-0.758540721317231,0.18802081672292,-0.202531034036567,0.28451378580388,0.330928879313716,0.450464370478665
"GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",-0.63377047307177,-0.0203935576105939,-0.219304244356546,0.472996043327921,0.122315147448117,0.136548223350363
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",-0.150805726057664,0.194704924459569,0.208603752717463,0.00767345981130546,-0.407953161053817,-0.0763977495456812
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",0.0735659595465057,-0.217806039577882,0.23930006211359,-0.177258342847957,-0.261623910328743,0.326545669879298
"GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",-0.407099974287521,0.356308868064798,-0.159352136572373,-0.0062757013570301,0.000526073175818681,0.0687529446330044
"GOBP_AUTOPHAGY_OF_MITOCHONDRION",-0.179398042677454,0.214763830328263,-0.265977323548204,0.126583889392497,-0.0537119366330818,-0.1267233063686
"GOBP_MITOPHAGY",-0.159853244489403,0.125533004755145,-0.176188551002223,0.191166581432471,-0.0200913214563122,-0.205373870749699
"GOBP_PEXOPHAGY",-0.190554239766985,0.0427693291242867,-0.233487236984657,0.529701426976692,-0.291067666307916,-0.343888854280339
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.180313365729556,-0.123410470927824,-0.213802212351637,0.227720691988141,0.0407962720725517,0.404431357162925
"GOBP_MATURATION_OF_5_8S_RRNA",-0.408650642937266,-0.0567035448225903,-0.336891413261838,0.287023640820363,0.29264774337661,0.310412539053732
"GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.369366523960636,0.128575610843867,-0.369620396084691,0.247671133438232,0.298455703720647,0.106302886855005
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.4496040869275,-0.109386592678907,-0.530415715487893,0.530360154848765,0.330792068387156,0.425346494730089
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.315348048335165,-0.13860371912748,-0.309244923305527,0.302485941032592,0.258384002639019,0.301285977150281
"GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.372678458984565,-0.0368091142406647,-0.300401931762244,0.335491971569841,0.271740968998925,0.207177489492144
"GOBP_MATURATION_OF_LSU_RRNA",-0.496043537383573,-0.0541119705457438,-0.511881200512996,0.534406966342742,0.346826899734426,0.327297376107854
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",-0.324482051033522,-0.17948333212343,-0.364472429310177,0.305921948933901,0.233229531047586,0.340419225430091
"GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",-0.565992405126084,-0.474594773585232,-0.176060170818076,0.137549634959775,0.163415684054317,0.571750658522727
"GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",-0.486609042192371,0.166828633109226,-0.187535922498026,0.243707704786784,0.145570685197618,0.0864282822975554
"GOBP_BOX_C_D_SNORNP_ASSEMBLY",-0.434133944056353,0.294548371976443,-0.167941831247342,0.213991932431532,0.123722746676389,-0.110215274877771
"GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.2641676581733,-0.12507932976758,0.221357824988717,-0.279585929070791,-0.143373970645661,-0.0269117073905125
"GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",-0.0602287129892282,0.269120134431633,-0.37099147791723,-0.189901190283409,0.188376664267084,0.0766817289679437
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",-0.353111638274386,-0.0507271292938822,-0.372075932977993,-0.169819829195913,0.226209125003077,0.558358860869497
"GOBP_TELOMERE_MAINTENANCE",-0.370390995650137,-0.133022673002102,-0.274961666815825,0.306727975606053,0.23803484165234,0.279704653016205
"GOBP_RECOMBINATIONAL_REPAIR",-0.17096970790101,-0.23372689091952,-0.24314747287115,0.191455153379685,0.126206466478823,0.271331772281083
"GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",-0.0527001916625574,-0.115959911572802,-0.531153789814779,0.189648405659239,0.308817582272636,-0.169528440014399
"GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",-0.338781864188377,-0.439898283514868,-0.388205400971752,0.375669364927426,0.263081096242324,0.411886547708986
"GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",-0.232994512372169,-0.0241750098514547,-0.138780263665126,0.0512107645012775,0.199909941787628,0.0948825268461439
"GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.262063398744901,0.58166139844168,0.0869016954848496,-0.10858345086347,-0.53196608298748,-0.555734063709181
"GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",-0.549215346220313,0.148553849667887,-0.653224086476752,0.656017586304493,0.533877264900792,0.10735586481123
"GOBP_SISTER_CHROMATID_SEGREGATION",-0.114392800111609,-0.182912699544477,-0.235099474979412,0.239409647613061,0.159586297111057,0.205180735931165
"GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.21920058526591,0.483963377009076,0.0325596661279011,-0.113723180466812,-0.198827247352998,-0.470011787061276
"GOBP_CELL_MORPHOGENESIS",0.234785162348968,-0.0756578447710357,0.229916547616208,-0.166270550343919,-0.150589950240328,-0.162100374230177
"GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.239373415321156,-0.0499267186391755,0.255297313307361,-0.200704537847216,-0.142718334985605,-0.221961054342264
"GOBP_CYTOKINESIS",-0.0194165677379903,-0.0773841558636469,-0.0170808492118957,0.145187686206319,-0.0507401072409219,0.0685554326106496
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",-0.293406173727985,-0.268902338196334,-0.30652939317743,0.189792699931149,0.334723717030976,0.305575441869965
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.475211042743298,-0.54875022965721,-0.696724012576573,0.364521137916961,0.596542080797357,0.674766417697455
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",-0.351834150055262,0.099891604639405,-0.38422834552521,0.292869230889706,0.217605358930559,0.0187423199502837
"GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",-0.495573221403564,-0.522671377020702,-0.678840302035584,0.409600563946068,0.598976507571316,0.663848473828017
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",-0.517038608917428,0.189013625053761,-0.373333136560823,0.544301483486335,0.206115406682001,0.0277796511906696
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",-0.665862944162207,0.0547297988879579,-0.592652927303842,0.56699964369132,0.455669791855524,0.612560377579159
"GOBP_RNA_5_END_PROCESSING",-0.510043478633135,0.090127749010463,-0.101353820691109,0.396202093160847,0.202079347618117,0.300718287786432
"GOBP_RRNA_5_END_PROCESSING",-0.611632825718899,-0.529798390834077,0.0908151788772904,0.414583380936153,0.604650491511305,0.370234908788182
"GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",-0.452899486874415,-0.263642010583946,-0.481783702098759,0.25912471561538,0.434860224816959,0.485863671464564
"GOBP_RESPONSE_TO_ACID_CHEMICAL",0.0530890483008349,0.0386483049259511,0.135526435602895,-0.165670739456563,-0.0600021554141856,-0.100577644592493
"GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",-0.149660140557066,-0.102167181024302,-0.18307301942519,0.588308261878624,-0.170667475289739,-0.0896128622804827
