"","22q002-A","22q002-B","22q002-C","22q002-185-OE-A","22q002-185-OE-B","22q002-185-OE-C"
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",-0.162401969857266,-0.066298032521208,-0.347874990871853,0.335448503626492,0.00729247196378358,0.242081507375887
"GOBP_REPRODUCTION",0.0868629927755366,0.00793264805524875,0.0103588954376904,0.0108478469882222,-0.0650591767957129,-0.062850114107856
"GOBP_SINGLE_STRAND_BREAK_REPAIR",-0.451613723035655,0.0566067024280825,-0.152753463288135,0.391222065199504,-0.0336239572310482,0.107528184362903
"GOBP_REGULATION_OF_DNA_RECOMBINATION",-0.0100573755778389,0.00991319438153274,-0.0156905066743215,0.0885591838049693,-0.0643254915610275,-0.0136054758425236
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",-0.348182444115298,-0.630957419957843,-0.310451232768964,0.65096903541991,0.17847458107021,0.211231623074198
"GOBP_MITOTIC_SPINDLE_ELONGATION",-0.0165927165135344,0.127690845665673,0.293584513994196,-0.216212428544906,0.130285186014205,-0.391847751089075
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY",-0.101616667206481,-0.508972075587926,-0.412623602099899,0.114482953215503,0.523271873440437,0.493956723793622
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY",0.0715654478455053,-0.684070927065944,-0.305475970658927,-0.0144056307969891,0.411348365326392,0.433148671586943
"GOBP_VERY_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",0.0982750574176173,-0.101864201037334,-0.21717024363116,0.303026806034381,-0.250544838950374,0.00214731602461049
"GOBP_TRANSITION_METAL_ION_TRANSPORT",0.081685940567144,-0.068910265562848,-0.0250738370136979,0.0676941181596413,-0.171191854648485,0.0474761445489508
"GOBP_UREA_CYCLE",-0.454495699556916,-0.56650574673228,0.166983842157424,-0.195585203510324,0.571867187157684,0.436621817299896
"GOBP_CITRULLINE_METABOLIC_PROCESS",0.219045300973225,-0.27991810862414,-0.013137576774961,-0.416035990838627,0.404279979478552,0.0200138145525789
"GOBP_RIBOSOMAL_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.22451848703057,-0.462621181162933,-0.176076826087786,0.306423510938987,0.219926856604308,0.436839628890628
"GOBP_RIBOSOMAL_LARGE_SUBUNIT_EXPORT_FROM_NUCLEUS",-0.207675121330805,-0.486768258491644,0.111833897700986,0.35709860565065,-0.100553464737345,0.293257415468808
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_EXPORT_FROM_NUCLEUS",0.0555866756720212,-0.448612916805723,-0.140794867225028,0.0331017786993208,0.106277884977551,0.317963875564998
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",0.139079914299544,-0.0235850301127952,0.0596530636446301,0.00787046868772714,-0.159759291528448,-0.0950712038526642
"GOBP_CELL_CYCLE_CHECKPOINT_SIGNALING",-0.0388993971429192,-0.12620962707401,0.0840963119704953,0.100883318218628,-0.100159262039638,0.0635806405287976
"GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING",-0.295297537119635,-0.0614479303873137,0.292220806509305,0.196198911188991,-0.0614259859604984,-0.200050923655923
"GOBP_REGULATION_OF_TRANSCRIPTION_INVOLVED_IN_G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE",-0.0269601921065628,-0.113453009896161,-0.0426551993470778,0.0846543432001514,0.117991995611885,-0.256972891904952
"GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS",-0.0144472396536323,-0.176864338017632,-0.369723339080463,0.329407795592109,0.233901253272343,-0.0399768012543272
"GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS",-0.379062680989603,-0.392720936308693,-0.422712793571001,0.549065061248379,0.299511344267583,0.412477638902205
"GOBP_SULFUR_AMINO_ACID_CATABOLIC_PROCESS",0.123346864063753,-0.0226539139388451,-0.585371271115695,0.318239322343051,0.377855860162557,-0.227582677242338
"GOBP_SULFUR_AMINO_ACID_TRANSPORT",0.0753947730982832,-0.29234241799505,0.189466387907715,-0.338398071052859,0.507518109223672,-0.29603604234564
"GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II",0.0402275074314232,0.0764309260431702,0.146058686553049,-0.0603821920439637,-0.128962726793807,-0.0963958821261469
"GOBP_RRNA_MODIFICATION",-0.284415772494982,-0.493075625691429,-0.222526554748876,0.164458211677645,0.31015634391601,0.504313578989409
"GOBP_MAPK_CASCADE",0.118951245248965,0.116873824402739,0.0677252385623113,-0.0940623929080417,-0.124947592976862,-0.12398358778437
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",-0.0668776423759064,0.0336879383069004,0.0867423369839863,-0.121355058439439,-0.132524478857759,0.0534891508424313
"GOBP_PROTEIN_POLYUBIQUITINATION",0.0752522265459757,0.0387133574612571,-0.0143729325216935,0.0476126255105746,-0.17040856170049,-0.0620876049772785
"GOBP_MEIOTIC_SPINDLE_ORGANIZATION",0.00816421016457647,0.347751254211274,-0.185636105988479,-0.0916122040678471,0.0456249486265791,-0.293993557059243
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.0651376456129245,0.109472396155908,0.062278285796725,-0.0717826430910629,-0.0699039941132346,-0.126428777571985
"GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",-0.207708158611272,-0.314555166219147,0.0518716978993319,0.336863990657176,0.125555276076482,-0.0711559312092996
"GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.0864987166464703,-0.131007725271041,-0.150776403371059,0.145818925950579,-0.146472240875403,0.14672893032213
"GOBP_ALLANTOIN_METABOLIC_PROCESS",0.18860795344959,0.259727909388278,-0.134156981248696,-0.0609007019436313,-0.143789028170414,0.164379426794278
"GOBP_MITOCHONDRIAL_FISSION",0.0822638858446018,-0.164786811838409,0.090411371072373,0.172422534254515,-0.0484556083741011,-0.225449937978207
"GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",-0.697032236409186,0.537154465995996,0.0240110477547977,0.196365185572416,0.19070125206134,-0.501177844722536
"GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",-0.0843635905483426,-0.00294703928950812,0.115811711571128,-0.026262606358109,0.0906819159947871,-0.0619672837009957
"GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.0802973747931082,-0.213388785817703,-0.0662070866371665,-0.24776132482188,0.417672015288617,0.118663199530188
"GOBP_MITOTIC_CELL_CYCLE",0.0822710444728113,0.0030068676016059,0.0772768520772826,-0.0225870538410703,-0.092163139490994,-0.0909019516082144
"GOBP_MITOTIC_CYTOKINESIS",0.116388453251422,0.0851129989587483,0.182626487833997,-0.0755637552317029,-0.10381078205965,-0.108044525124091
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",-0.0257567905365434,-0.00629010328486815,-0.0599763664254763,0.103668991312903,-0.173078755748332,0.10819648033636
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",-0.0971553806246776,0.179052709091907,-0.19172470272689,0.167711054413876,-0.279744962865644,-0.0202385066941965
"GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",0.151319745379217,-0.213402084561128,0.271681895087257,0.170802667891905,-0.334790746055908,-0.0277122983305747
