"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOBP_MESENCHYMAL_CELL_PROLIFERATION",0.361758198261028,-0.362670153732872,-0.7244283519939,2.8898780638999e-05,0.045257524579577
"GOBP_FACIAL_NERVE_MORPHOGENESIS",0.43256368849371,-0.44784654228108,-0.88041023077479,5.5937233270061e-05,0.045257524579577
"GOBP_FACIAL_NERVE_STRUCTURAL_ORGANIZATION",0.420310369968272,-0.413025258356994,-0.833335628325266,4.57309465338397e-05,0.045257524579577
"GOBP_POSITIVE_REGULATION_OF_MAMMARY_GLAND_EPITHELIAL_CELL_PROLIFERATION",0.588682364006611,-0.59117168369899,-1.1798540477056,5.2240616250252e-05,0.045257524579577
"GOBP_ASYMMETRIC_NEUROBLAST_DIVISION",0.534115502992993,-0.575789945511464,-1.10990544850446,1.06232234900265e-05,0.045257524579577
"GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT",0.540056980766821,-0.579093758365807,-1.11915073913263,4.33227203902748e-05,0.045257524579577
"GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS",0.248913626347727,-0.251962196840558,-0.500875823188285,3.49203072579039e-05,0.045257524579577
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME",0.47117569399438,-0.485401339998572,-0.956577033992952,2.4791257851857e-05,0.045257524579577
"GOBP_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",0.534763144579494,-0.540307388234735,-1.07507053281423,1.41709180551282e-05,0.045257524579577
"GOMF_CALCIUM_DEPENDENT_PHOSPHOLIPID_BINDING",0.224661542951513,-0.263534357007021,-0.488195899958533,5.36826670094752e-05,0.045257524579577
"GOMF_LIGASE_ACTIVITY_FORMING_PHOSPHORIC_ESTER_BONDS",-0.598530197956235,0.617800362149217,1.21633056010545,1.70062517007894e-05,0.045257524579577
"GOMF_EPHRIN_RECEPTOR_BINDING",0.406820192715436,-0.396301753043541,-0.803121945758977,5.42516311201445e-05,0.045257524579577
"GOMF_TRANSCRIPTION_REGULATOR_ACTIVATOR_ACTIVITY",0.407457363925334,-0.429139078299817,-0.83659644222515,4.79107852698087e-05,0.045257524579577
"GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION",0.449631685966027,-0.4650266540107,-0.914658339976727,8.23173830427415e-05,0.0508192269603969
"GOBP_POSITIVE_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY",0.365964396733031,-0.399179130915887,-0.765143527648918,8.6442296712721e-05,0.0508192269603969
"GOBP_EMBRYONIC_EYE_MORPHOGENESIS",0.261315694835297,-0.292691964850133,-0.55400765968543,9.56763363095374e-05,0.0508192269603969
"GOBP_BLOOD_VESSEL_MORPHOGENESIS",0.128522044140464,-0.122652313458447,-0.251174357598912,0.00010719340339381,0.0508192269603969
"GOBP_POSITIVE_REGULATION_OF_DEVELOPMENTAL_GROWTH",0.24887188507643,-0.253759393124419,-0.50263127820085,7.75159126460987e-05,0.0508192269603969
"GOBP_EPITHELIUM_DEVELOPMENT",0.120699991681609,-0.137213264975139,-0.257913256656747,0.000102690866754248,0.0508192269603969
