"pathway","ref_mean","cmp_mean","mean_diff","p_value","FDR"
"GOMF_GLYCERALDEHYDE_3_PHOSPHATE_DEHYDROGENASE_NADPLUS_NON_PHOSPHORYLATING_ACTIVITY",0.48727644902311,-0.510846053931675,-0.998122502954785,6.86457423452114e-07,0.0072064300314003
"GOBP_REGULATION_OF_HORMONE_LEVELS",0.0940712902808339,-0.110102048213786,-0.20417333849462,4.41814527822666e-06,0.0188382116246669
"GOCC_MHC_CLASS_I_PEPTIDE_LOADING_COMPLEX",0.59242373898756,-0.599004558753375,-1.19142829774094,5.38337158258722e-06,0.0188382116246669
"GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",0.418282727660943,-0.411013684092449,-0.829296411753393,8.77045405372334e-06,0.0230180566639969
"GOBP_AGGRESOME_ASSEMBLY",0.586516634149127,-0.607438776228695,-1.19395541037782,1.21595326812227e-05,0.0255301548174951
"GOBP_NEGATIVE_REGULATION_OF_BIOSYNTHETIC_PROCESS",-0.0650766774905058,0.0707295612997886,0.135806238790294,1.58560877908833e-05,0.0277428682714488
"GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS",0.191927992457261,-0.251590174162087,-0.443518166619348,2.04454458037335e-05,0.0306623271496563
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS",0.273757685863268,-0.325908453803498,-0.599666139666766,4.26787675652267e-05,0.0497824113221944
"GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS",0.475679222037014,-0.433157679081249,-0.908836901118262,4.09762477352705e-05,0.0497824113221944
"GOBP_CHROMATIN_REMODELING",-0.19399029890904,0.220776616358316,0.414766915267356,9.24425272541098e-05,0.0808718042594704
"GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY",0.350601033936086,-0.42451236303362,-0.775113396969705,8.50125623176374e-05,0.0808718042594704
"GOMF_PEPTIDE_ANTIGEN_BINDING",0.274715743030685,-0.332368070050231,-0.607083813080915,8.4936192245124e-05,0.0808718042594704
"GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE_RAFT",0.517943506652397,-0.53843692956172,-1.05638043621412,0.000134789716811016,0.108847880544773
"GOBP_RESPONSE_TO_NUTRIENT",0.0708731524306599,-0.0772601741313136,-0.148133326561974,0.000419513263687777,0.11360406036158
"GOBP_PHENYLPROPANOID_METABOLIC_PROCESS",-0.495394545227375,0.634741848692716,1.13013639392009,0.000295166209259552,0.11360406036158
"GOBP_PEPTIDYL_LYSINE_TRIMETHYLATION",-0.256942353925242,0.259243438232845,0.516185792158087,0.00022881509316587,0.11360406036158
"GOBP_ENTRY_INTO_HOST",0.130707850586221,-0.198219303298289,-0.32892715388451,0.000327546730323206,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_B_CELL_DIFFERENTIATION",0.171910727050777,-0.274675155926972,-0.44658588297775,0.000237868833429878,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_TRANSPORT",0.137464620903161,-0.173804427114631,-0.311269048017791,0.000199256264365052,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_FILOPODIUM_ASSEMBLY",0.513825476368133,-0.599070672148015,-1.11289614851615,0.000319686412108618,0.11360406036158
"GOBP_CANONICAL_WNT_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT",0.560021065650874,-0.625057789629784,-1.18507885528066,0.000304049793693922,0.11360406036158
"GOBP_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS",0.131584874341373,-0.137815039261269,-0.269399913602643,0.000472948710366002,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT",0.590140102668429,-0.60836292438692,-1.19850302705535,0.000476145804525578,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE",-0.228474642453083,0.27197666506416,0.500451307517243,0.000234322821634261,0.11360406036158
"GOBP_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT",0.470263170154488,-0.519961793451638,-0.990224963606126,0.000358575443183986,0.11360406036158
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPID_METABOLIC_PROCESS",0.383078144839236,-0.459624107465795,-0.842702252305031,0.000445502132581524,0.11360406036158
"GOBP_REGULATION_OF_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",0.536753196160624,-0.572134453991691,-1.10888765015232,0.000233761180841619,0.11360406036158
"GOCC_NUCLEAR_OUTER_MEMBRANE_ENDOPLASMIC_RETICULUM_MEMBRANE_NETWORK",0.118540403150848,-0.14197005805954,-0.260510461210387,0.000423820516139836,0.11360406036158
"GOCC_NEUROFIBRILLARY_TANGLE",0.469726911712184,-0.561039555033858,-1.03076646674604,0.000409659135421235,0.11360406036158
"GOCC_SIDE_OF_MEMBRANE",0.104863284234769,-0.123040143710624,-0.227903427945394,0.000417852678218205,0.11360406036158
"GOCC_NUCLEOLAR_EXOSOME_RNASE_COMPLEX",-0.383439718871761,0.370257257511387,0.753696976383148,0.000232198034390533,0.11360406036158
"GOCC_SPERM_HEAD_PLASMA_MEMBRANE",-0.54425021919561,0.612220613024268,1.15647083221988,0.000252565154164344,0.11360406036158
"GOMF_PHOSPHATIDYLSERINE_BINDING",0.231348854078549,-0.274189740390254,-0.505538594468803,0.000283302565033885,0.11360406036158
"GOMF_CHROMATIN_BINDING",-0.121453309121206,0.132396930809065,0.253850239930271,0.000446682732133166,0.11360406036158
"GOMF_TRANSCRIPTION_COREGULATOR_ACTIVITY",-0.099696838529852,0.113542797512896,0.213239636042748,0.000419652861117851,0.11360406036158
"GOMF_EXCITATORY_EXTRACELLULAR_LIGAND_GATED_MONOATOMIC_ION_CHANNEL_ACTIVITY",0.233089438275125,-0.212323246584951,-0.445412684860077,0.000472909545274517,0.11360406036158
"GOMF_ATP_DEPENDENT_ACTIVITY_ACTING_ON_RNA",-0.239065150104089,0.244477356349202,0.483542506453292,0.000335670739355452,0.11360406036158
"GOMF_NUCLEOBASE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY",0.382724616974457,-0.45330003113431,-0.836024648108767,0.000426629151573797,0.11360406036158
"GOMF_GUANYL_NUCLEOTIDE_BINDING",0.202487205778477,-0.226707913991811,-0.429195119770288,0.000261286654712612,0.11360406036158
"GOMF_GLUTAMATE_GATED_CALCIUM_ION_CHANNEL_ACTIVITY",-0.631466236122943,0.56211197935663,1.19357821547957,0.000446643583714172,0.11360406036158
"GOMF_MHC_PROTEIN_COMPLEX_BINDING",0.394581171715782,-0.429062935978502,-0.823644107694284,0.000193464346425041,0.11360406036158
"GOMF_PLATELET_DERIVED_GROWTH_FACTOR_BINDING",0.47569221277229,-0.50302838298124,-0.97872059575353,0.000223896151543898,0.11360406036158
"GOMF_INOSITOL_1_4_5_TRISPHOSPHATE_5_PHOSPHATASE_ACTIVITY",-0.555217998927982,0.478542274103773,1.03376027303175,0.000245418092030142,0.11360406036158
